DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,15:40:00,,,,404.0,35.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,15:45:00,,,,288.0,33.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,15:50:00,,,,101.0,16.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,15:55:00,,,,130.0,17.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:00:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:05:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:10:00,,,,189.0,29.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:15:00,,,,14.0,14.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:20:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:25:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:30:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:35:00,,,,40.0,14.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:40:00,,,,94.0,14.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:45:00,,,,593.0,59.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:50:00,,,,1079.0,118.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,16:55:00,,,,1294.0,120.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:00:00,,,,1294.0,120.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:05:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:10:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:15:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:20:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:25:00,,,,1294.0,120.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:30:00,,,,1079.0,118.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:35:00,,,,863.0,116.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:40:00,,,,486.0,59.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:45:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:50:00,,,,135.0,29.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,17:55:00,,,,14.0,14.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:00:00,,,,297.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:05:00,,,,297.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:10:00,,,,135.0,29.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:15:00,,,,14.0,14.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:20:00,,,,243.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:25:00,,,,297.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:30:00,,,,243.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:35:00,,,,14.0,14.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:40:00,,,,189.0,29.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:45:00,,,,297.0,30.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:50:00,,,,378.0,58.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,18:55:00,,,,67.0,14.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:00:00,,,,40.0,14.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:05:00,,,,593.0,59.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:10:00,,,,1079.0,118.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:15:00,,,,1294.0,120.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:20:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:25:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:30:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:35:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:40:00,,,,1510.0,122.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:45:00,,,,1079.0,118.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:50:00,,,,863.0,116.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,19:55:00,,,,593.0,59.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:00:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:05:00,,,,45.0,16.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:10:00,,,,211.0,32.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:15:00,,,,422.0,64.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:20:00,,,,422.0,64.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:25:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:30:00,,,,422.0,64.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:35:00,,,,543.0,65.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:40:00,,,,272.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:45:00,,,,15.0,15.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:50:00,,,,272.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,20:55:00,,,,422.0,64.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:00:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:05:00,,,,151.0,32.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:10:00,,,,45.0,16.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:15:00,,,,272.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:20:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:25:00,,,,211.0,32.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:30:00,,,,105.0,16.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:35:00,,,,151.0,32.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:40:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:45:00,,,,332.0,33.00,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:50:00,,,,105.0,16.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,21:55:00,,,,15.0,15.50,,,,
ZcTag090,180762,1.000000,Transmission,Mk10,29-Jul-2019,22:00:00,,,,422.0,64.50,,,,
