DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag090,180762,Mk10,Weak,29-Jul-2019,12:00:00,29-Jul-2019,12:00:00
ZcTag090,180762,Mk10,Strong,29-Jul-2019,21:32:04,29-Jul-2019,21:32:06
ZcTag090,180762,Mk10,Strong,30-Jul-2019,20:22:57,30-Jul-2019,20:22:59
