DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
GmTag226,180775,Mk10,DS,8,0,1,68,30,20:43:58 28-Jul-2019,NP,2,35.9050,-74.8013,35.9050,-74.8013,50,,401677471,-125
GmTag226,180775,Mk10,DS,3,0,0,123,38,21:49:47 28-Jul-2019,NK,A,35.8997,-74.7991,35.8997,-74.7991,8,,401677476,-135
GmTag226,180775,Mk10,DS,6,0,2,94,44,22:21:16 28-Jul-2019,SR,2,35.9195,-74.7918,35.9195,-74.7918,58,,401677467,-127
GmTag226,180775,Mk10,DS,9,0,1,63,33,22:23:58 28-Jul-2019,NP,2,35.9231,-74.7858,35.9231,-74.7858,56,,401677468,-127
GmTag226,180775,Mk10,DS,6,0,3,131,36,23:33:57 28-Jul-2019,NK,0,35.9619,-74.7066,35.9619,-74.7066,48,,401677468,-121
GmTag226,180775,Mk10,DS,6,0,1,47,31,00:03:15 29-Jul-2019,SR,1,35.8219,-74.7859,35.8219,-74.7859,58,,401677471,-122
GmTag226,180775,Mk10,DS,7,0,3,35,30,00:21:47 29-Jul-2019,MA,0,36.1882,-75.0555,36.1882,-75.0555,46,,401677461,-121
GmTag226,180775,Mk10,DS,8,6,0,,,01:00:39 29-Jul-2019,MC,0,36.2059,-74.6757,42.6364,-43.2793,58,,401677500,-120
GmTag226,180775,Mk10,DS,6,3,2,,,01:27:24 29-Jul-2019,MB,2,35.9883,-74.7403,35.9883,-74.7403,56,,401677468,-125
GmTag226,180775,Mk10,DS,12,8,2,,,01:54:44 29-Jul-2019,MA,2,36.0116,-74.7217,36.0116,-74.7217,6,,401677461,-118
GmTag226,180775,Mk10,DS,1,0,1,,,02:08:53 29-Jul-2019,NN,B,36.0043,-74.7449,36.0043,-74.7449,6,,401677464,-137
GmTag226,180775,Mk10,DS,7,3,3,,,02:37:58 29-Jul-2019,MC,2,36.0268,-74.7426,36.0268,-74.7426,56,,401677463,-116
GmTag226,180775,Mk10,DS,5,2,0,,,09:05:31 29-Jul-2019,NP,0,36.2060,-74.5886,36.2060,-74.5886,48,,401677519,-129
GmTag226,180775,Mk10,DS,9,5,0,,,09:36:00 29-Jul-2019,SR,0,36.0930,-74.5906,36.0930,-74.5906,44,,401677611,-125
GmTag226,180775,Mk10,DS,7,3,0,,,10:44:51 29-Jul-2019,NP,0,36.1565,-74.3763,36.1565,-74.3763,48,,401677539,-123
GmTag226,180775,Mk10,DS,7,2,1,,,11:18:08 29-Jul-2019,SR,A,36.3759,-75.2920,31.9271,-96.3729,58,,401677509,-127
GmTag226,180775,Mk10,DS,7,1,2,,,11:49:47 29-Jul-2019,NK,1,36.2314,-74.6826,36.2314,-74.6826,48,,401677477,-123
GmTag226,180775,Mk10,DS,6,1,0,,,12:27:10 29-Jul-2019,NP,0,36.2443,-74.6958,36.2443,-74.6958,48,,401677476,-134
GmTag226,180775,Mk10,DS,3,0,0,32,30,12:36:47 29-Jul-2019,MA,A,36.2527,-74.6635,36.2527,-74.6635,6,,401677481,-126
GmTag226,180775,Mk10,DS,5,0,2,126,60,12:53:35 29-Jul-2019,NN,0,36.2381,-74.6528,36.2381,-74.6528,56,,401677473,-132
GmTag226,180775,Mk10,DS,2,0,1,66,66,13:14:48 29-Jul-2019,MC,B,36.2910,-74.7338,36.2910,-74.7338,6,,401677499,-127
