DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
GmTag226,180775,1.000000,Transmission,Mk10,23,01:03:22 29-Jul-2019,01:19:20 29-Jul-2019,Dive,1,V,356.0,363.0,957,959,,
GmTag226,180775,1.000000,Transmission,Mk10,23,01:19:20 29-Jul-2019,02:10:24 29-Jul-2019,Surface,,,,,3063,3065,297,2767
GmTag226,180775,1.000000,Transmission,Mk10,23,02:10:24 29-Jul-2019,02:25:32 29-Jul-2019,Dive,1,V,552.0,567.0,907,909,,
GmTag226,180775,1.000000,Transmission,Mk10,23,02:25:32 29-Jul-2019,03:50:54 29-Jul-2019,Surface,,,,,5121,5123,661,4461
GmTag226,180775,1.000000,Transmission,Mk10,23,03:50:54 29-Jul-2019,04:04:06 29-Jul-2019,Dive,1,U,552.0,567.0,791,793,,
GmTag226,180775,1.000000,Transmission,Mk10,23,04:04:06 29-Jul-2019,04:11:04 29-Jul-2019,Surface,,,,,417,419,121,297
GmTag226,180775,1.000000,Transmission,Mk10,26,04:11:00 29-Jul-2019,06:04:02 29-Jul-2019,Message,10,,,,6772.000000,6792.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,26,04:11:00 29-Jul-2019,04:26:30 29-Jul-2019,Dive,1,U,552.0,567.0,929,931,,
GmTag226,180775,1.000000,Transmission,Mk10,26,04:26:30 29-Jul-2019,04:42:00 29-Jul-2019,Surface,,,,,929,931,150,780
GmTag226,180775,1.000000,Transmission,Mk10,26,04:42:00 29-Jul-2019,04:56:12 29-Jul-2019,Dive,1,U,536.0,551.0,851,853,,
GmTag226,180775,1.000000,Transmission,Mk10,26,04:56:12 29-Jul-2019,05:03:02 29-Jul-2019,Surface,,,,,409,411,132,278
GmTag226,180775,1.000000,Transmission,Mk10,26,05:03:02 29-Jul-2019,05:16:18 29-Jul-2019,Dive,1,U,492.0,503.0,795,797,,
GmTag226,180775,1.000000,Transmission,Mk10,26,05:16:18 29-Jul-2019,05:23:36 29-Jul-2019,Surface,,,,,437,439,240,198
GmTag226,180775,1.000000,Transmission,Mk10,26,05:23:36 29-Jul-2019,05:35:36 29-Jul-2019,Dive,1,U,520.0,535.0,719,721,,
GmTag226,180775,1.000000,Transmission,Mk10,26,05:35:36 29-Jul-2019,05:42:22 29-Jul-2019,Surface,,,,,405,407,275,131
GmTag226,180775,1.000000,Transmission,Mk10,26,05:42:22 29-Jul-2019,05:55:22 29-Jul-2019,Dive,1,U,520.0,535.0,779,781,,
GmTag226,180775,1.000000,Transmission,Mk10,26,05:55:22 29-Jul-2019,06:04:02 29-Jul-2019,Surface,,,,,519,521,268,252
GmTag226,180775,1.000000,Transmission,Mk10,27,06:04:00 29-Jul-2019,09:22:52 29-Jul-2019,Message,10,,,,11922.000000,11942.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,27,06:04:00 29-Jul-2019,06:18:28 29-Jul-2019,Dive,1,U,552.0,567.0,867,869,,
GmTag226,180775,1.000000,Transmission,Mk10,27,06:18:28 29-Jul-2019,06:27:20 29-Jul-2019,Surface,,,,,531,533,275,257
GmTag226,180775,1.000000,Transmission,Mk10,27,06:27:20 29-Jul-2019,06:43:06 29-Jul-2019,Dive,1,U,808.0,823.0,945,947,,
GmTag226,180775,1.000000,Transmission,Mk10,27,06:43:06 29-Jul-2019,08:27:50 29-Jul-2019,Surface,,,,,6283,6285,2027,4257
GmTag226,180775,1.000000,Transmission,Mk10,27,08:27:50 29-Jul-2019,08:35:28 29-Jul-2019,Dive,1,V,276.0,283.0,457,459,,
GmTag226,180775,1.000000,Transmission,Mk10,27,08:35:28 29-Jul-2019,08:43:18 29-Jul-2019,Surface,,,,,469,471,182,288
GmTag226,180775,1.000000,Transmission,Mk10,27,08:43:18 29-Jul-2019,08:57:58 29-Jul-2019,Dive,1,U,792.0,807.0,879,881,,
GmTag226,180775,1.000000,Transmission,Mk10,27,08:57:58 29-Jul-2019,09:06:38 29-Jul-2019,Surface,,,,,519,521,470,50
GmTag226,180775,1.000000,Transmission,Mk10,27,09:06:38 29-Jul-2019,09:18:10 29-Jul-2019,Dive,1,U,444.0,451.0,691,693,,
GmTag226,180775,1.000000,Transmission,Mk10,27,09:18:10 29-Jul-2019,09:22:52 29-Jul-2019,Surface,,,,,281,283,146,136
GmTag226,180775,1.000000,Transmission,Mk10,16,09:23:00 29-Jul-2019,10:47:12 29-Jul-2019,Message,10,,,,5042.000000,5062.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,16,09:23:00 29-Jul-2019,09:33:54 29-Jul-2019,Dive,1,U,332.0,339.0,653,655,,
GmTag226,180775,1.000000,Transmission,Mk10,16,09:33:54 29-Jul-2019,09:37:56 29-Jul-2019,Surface,,,,,241,243,156,86
GmTag226,180775,1.000000,Transmission,Mk10,16,09:37:56 29-Jul-2019,09:46:24 29-Jul-2019,Dive,1,V,340.0,347.0,507,509,,
GmTag226,180775,1.000000,Transmission,Mk10,16,09:46:24 29-Jul-2019,09:50:20 29-Jul-2019,Surface,,,,,235,237,175,61
GmTag226,180775,1.000000,Transmission,Mk10,16,09:50:20 29-Jul-2019,10:01:46 29-Jul-2019,Dive,1,U,404.0,411.0,685,687,,
GmTag226,180775,1.000000,Transmission,Mk10,16,10:01:46 29-Jul-2019,10:07:14 29-Jul-2019,Surface,,,,,327,329,212,116
GmTag226,180775,1.000000,Transmission,Mk10,16,10:07:14 29-Jul-2019,10:22:34 29-Jul-2019,Dive,1,U,520.0,535.0,919,921,,
GmTag226,180775,1.000000,Transmission,Mk10,16,10:22:34 29-Jul-2019,10:29:02 29-Jul-2019,Surface,,,,,387,389,250,138
GmTag226,180775,1.000000,Transmission,Mk10,16,10:29:02 29-Jul-2019,10:40:04 29-Jul-2019,Dive,1,V,616.0,631.0,661,663,,
GmTag226,180775,1.000000,Transmission,Mk10,16,10:40:04 29-Jul-2019,10:47:12 29-Jul-2019,Surface,,,,,427,429,179,249
GmTag226,180775,1.000000,Transmission,Mk10,14,10:47:00 29-Jul-2019,22:03:40 29-Jul-2019,Message,10,,,,40561.000000,40639.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,14,10:47:00 29-Jul-2019,10:59:56 29-Jul-2019,Dive,1,U,568.0,583.0,775,777,,
GmTag226,180775,1.000000,Transmission,Mk10,14,10:59:56 29-Jul-2019,11:04:48 29-Jul-2019,Surface,,,,,291,293,113,179
GmTag226,180775,1.000000,Transmission,Mk10,14,11:04:48 29-Jul-2019,11:17:28 29-Jul-2019,Dive,1,U,824.0,839.0,759,761,,
GmTag226,180775,1.000000,Transmission,Mk10,14,11:17:28 29-Jul-2019,20:58:28 29-Jul-2019,Surface,,,,,34830,34890,6747,28113
GmTag226,180775,1.000000,Transmission,Mk10,14,20:58:28 29-Jul-2019,21:13:10 29-Jul-2019,Dive,1,U,600.0,615.0,881,883,,
GmTag226,180775,1.000000,Transmission,Mk10,14,21:13:10 29-Jul-2019,21:18:16 29-Jul-2019,Surface,,,,,305,307,188,118
GmTag226,180775,1.000000,Transmission,Mk10,14,21:18:16 29-Jul-2019,21:35:18 29-Jul-2019,Dive,1,U,648.0,663.0,1021,1023,,
GmTag226,180775,1.000000,Transmission,Mk10,14,21:35:18 29-Jul-2019,21:40:38 29-Jul-2019,Surface,,,,,319,321,237,83
GmTag226,180775,1.000000,Transmission,Mk10,14,21:40:38 29-Jul-2019,21:57:32 29-Jul-2019,Dive,1,U,584.0,599.0,1013,1015,,
GmTag226,180775,1.000000,Transmission,Mk10,14,21:57:32 29-Jul-2019,22:03:40 29-Jul-2019,Surface,,,,,367,369,237,131
GmTag226,180775,1.000000,Transmission,Mk10,13,22:03:00 29-Jul-2019,23:53:04 29-Jul-2019,Message,10,,,,6594.000000,6614.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,13,22:03:00 29-Jul-2019,22:18:16 29-Jul-2019,Dive,1,U,616.0,631.0,915,917,,
GmTag226,180775,1.000000,Transmission,Mk10,13,22:18:16 29-Jul-2019,22:23:36 29-Jul-2019,Surface,,,,,319,321,206,114
GmTag226,180775,1.000000,Transmission,Mk10,13,22:23:36 29-Jul-2019,22:39:48 29-Jul-2019,Dive,1,U,616.0,631.0,971,973,,
GmTag226,180775,1.000000,Transmission,Mk10,13,22:39:48 29-Jul-2019,22:45:18 29-Jul-2019,Surface,,,,,329,331,255,75
GmTag226,180775,1.000000,Transmission,Mk10,13,22:45:18 29-Jul-2019,23:00:56 29-Jul-2019,Dive,1,U,600.0,615.0,937,939,,
GmTag226,180775,1.000000,Transmission,Mk10,13,23:00:56 29-Jul-2019,23:06:52 29-Jul-2019,Surface,,,,,355,357,230,126
GmTag226,180775,1.000000,Transmission,Mk10,13,23:06:52 29-Jul-2019,23:23:56 29-Jul-2019,Dive,1,U,568.0,583.0,1023,1025,,
GmTag226,180775,1.000000,Transmission,Mk10,13,23:23:56 29-Jul-2019,23:30:54 29-Jul-2019,Surface,,,,,417,419,270,148
GmTag226,180775,1.000000,Transmission,Mk10,13,23:30:54 29-Jul-2019,23:47:00 29-Jul-2019,Dive,1,U,568.0,583.0,965,967,,
GmTag226,180775,1.000000,Transmission,Mk10,13,23:47:00 29-Jul-2019,23:53:04 29-Jul-2019,Surface,,,,,363,365,188,176
GmTag226,180775,1.000000,Transmission,Mk10,14,23:53:00 29-Jul-2019,01:27:30 30-Jul-2019,Message,10,,,,5660.000000,5680.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,14,23:53:00 29-Jul-2019,00:09:52 30-Jul-2019,Dive,1,U,536.0,551.0,1011,1013,,
GmTag226,180775,1.000000,Transmission,Mk10,14,00:09:52 30-Jul-2019,00:15:04 30-Jul-2019,Surface,,,,,311,313,161,151
GmTag226,180775,1.000000,Transmission,Mk10,14,00:15:04 30-Jul-2019,00:31:20 30-Jul-2019,Dive,1,U,520.0,535.0,975,977,,
GmTag226,180775,1.000000,Transmission,Mk10,14,00:31:20 30-Jul-2019,00:35:28 30-Jul-2019,Surface,,,,,247,249,64,184
GmTag226,180775,1.000000,Transmission,Mk10,14,00:35:28 30-Jul-2019,00:47:50 30-Jul-2019,Dive,1,V,504.0,519.0,741,743,,
GmTag226,180775,1.000000,Transmission,Mk10,14,00:47:50 30-Jul-2019,00:51:40 30-Jul-2019,Surface,,,,,229,231,89,141
GmTag226,180775,1.000000,Transmission,Mk10,14,00:51:40 30-Jul-2019,01:03:52 30-Jul-2019,Dive,1,U,324.0,331.0,731,733,,
GmTag226,180775,1.000000,Transmission,Mk10,14,01:03:52 30-Jul-2019,01:10:16 30-Jul-2019,Surface,,,,,383,385,223,161
GmTag226,180775,1.000000,Transmission,Mk10,14,01:10:16 30-Jul-2019,01:22:52 30-Jul-2019,Dive,1,U,476.0,483.0,755,757,,
GmTag226,180775,1.000000,Transmission,Mk10,14,01:22:52 30-Jul-2019,01:27:30 30-Jul-2019,Surface,,,,,277,279,99,179
GmTag226,180775,1.000000,Transmission,Mk10,14,01:28:00 30-Jul-2019,04:45:20 30-Jul-2019,Message,10,,,,11830.000000,11850.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,14,01:28:00 30-Jul-2019,01:34:18 30-Jul-2019,Dive,1,U,158.0,161.0,377,379,,
GmTag226,180775,1.000000,Transmission,Mk10,14,01:34:18 30-Jul-2019,02:40:42 30-Jul-2019,Surface,,,,,3983,3985,514,3470
GmTag226,180775,1.000000,Transmission,Mk10,14,02:40:42 30-Jul-2019,02:56:58 30-Jul-2019,Dive,1,U,632.0,647.0,975,977,,
GmTag226,180775,1.000000,Transmission,Mk10,14,02:56:58 30-Jul-2019,03:05:18 30-Jul-2019,Surface,,,,,499,501,226,274
GmTag226,180775,1.000000,Transmission,Mk10,14,03:05:18 30-Jul-2019,03:22:44 30-Jul-2019,Dive,1,U,696.0,711.0,1045,1047,,
GmTag226,180775,1.000000,Transmission,Mk10,14,03:22:44 30-Jul-2019,03:59:40 30-Jul-2019,Surface,,,,,2215,2217,357,1859
GmTag226,180775,1.000000,Transmission,Mk10,14,03:59:40 30-Jul-2019,04:15:24 30-Jul-2019,Dive,1,U,632.0,647.0,943,945,,
GmTag226,180775,1.000000,Transmission,Mk10,14,04:15:24 30-Jul-2019,04:20:32 30-Jul-2019,Surface,,,,,307,309,199,109
GmTag226,180775,1.000000,Transmission,Mk10,14,04:20:32 30-Jul-2019,04:36:54 30-Jul-2019,Dive,1,U,632.0,647.0,981,983,,
GmTag226,180775,1.000000,Transmission,Mk10,14,04:36:54 30-Jul-2019,04:45:20 30-Jul-2019,Surface,,,,,505,507,245,261
GmTag226,180775,1.000000,Transmission,Mk10,15,04:45:00 30-Jul-2019,07:48:50 30-Jul-2019,Message,9,,,,11021.000000,11039.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,15,04:45:00 30-Jul-2019,04:57:20 30-Jul-2019,Dive,1,V,712.0,727.0,739,741,,
GmTag226,180775,1.000000,Transmission,Mk10,15,04:57:20 30-Jul-2019,05:12:48 30-Jul-2019,Surface,,,,,927,929,150,778
GmTag226,180775,1.000000,Transmission,Mk10,15,05:12:48 30-Jul-2019,05:26:48 30-Jul-2019,Dive,1,V,712.0,727.0,839,841,,
GmTag226,180775,1.000000,Transmission,Mk10,15,05:26:48 30-Jul-2019,06:24:28 30-Jul-2019,Surface,,,,,3459,3461,446,3014
GmTag226,180775,1.000000,Transmission,Mk10,15,06:24:28 30-Jul-2019,06:36:58 30-Jul-2019,Dive,1,U,324.0,331.0,749,751,,
GmTag226,180775,1.000000,Transmission,Mk10,15,06:36:58 30-Jul-2019,06:52:08 30-Jul-2019,Surface,,,,,909,911,294,616
GmTag226,180775,1.000000,Transmission,Mk10,15,06:52:08 30-Jul-2019,07:11:12 30-Jul-2019,Dive,1,U,696.0,711.0,1143,1145,,
GmTag226,180775,1.000000,Transmission,Mk10,15,07:11:12 30-Jul-2019,07:40:40 30-Jul-2019,Surface,,,,,1767,1769,513,1255
GmTag226,180775,1.000000,Transmission,Mk10,15,07:40:40 30-Jul-2019,07:48:50 30-Jul-2019,Dive,1,U,126.0,129.0,489,491,,
GmTag226,180775,1.000000,Transmission,Mk10,12,07:49:00 30-Jul-2019,10:15:02 30-Jul-2019,Message,10,,,,8752.000000,8772.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,12,07:49:00 30-Jul-2019,07:51:14 30-Jul-2019,Surface,,,,,133,135,30,104
GmTag226,180775,1.000000,Transmission,Mk10,12,07:51:14 30-Jul-2019,08:09:28 30-Jul-2019,Dive,1,U,808.0,823.0,1093,1095,,
GmTag226,180775,1.000000,Transmission,Mk10,12,08:09:28 30-Jul-2019,08:15:00 30-Jul-2019,Surface,,,,,331,333,171,161
GmTag226,180775,1.000000,Transmission,Mk10,12,08:15:00 30-Jul-2019,08:35:56 30-Jul-2019,Dive,1,U,792.0,807.0,1255,1257,,
GmTag226,180775,1.000000,Transmission,Mk10,12,08:35:56 30-Jul-2019,08:41:58 30-Jul-2019,Surface,,,,,361,363,269,93
GmTag226,180775,1.000000,Transmission,Mk10,12,08:41:58 30-Jul-2019,09:00:12 30-Jul-2019,Dive,1,U,776.0,791.0,1093,1095,,
GmTag226,180775,1.000000,Transmission,Mk10,12,09:00:12 30-Jul-2019,09:38:50 30-Jul-2019,Surface,,,,,2317,2319,299,2019
GmTag226,180775,1.000000,Transmission,Mk10,12,09:38:50 30-Jul-2019,09:54:00 30-Jul-2019,Dive,1,U,760.0,775.0,909,911,,
GmTag226,180775,1.000000,Transmission,Mk10,12,09:54:00 30-Jul-2019,09:58:56 30-Jul-2019,Surface,,,,,295,297,105,191
GmTag226,180775,1.000000,Transmission,Mk10,12,09:58:56 30-Jul-2019,10:15:02 30-Jul-2019,Dive,1,U,760.0,775.0,965,967,,
GmTag226,180775,1.000000,Transmission,Mk10,7,10:15:00 30-Jul-2019,14:52:28 30-Jul-2019,Message,10,,,,16638.000000,16658.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,7,10:15:00 30-Jul-2019,10:21:14 30-Jul-2019,Surface,,,,,373,375,277,97
GmTag226,180775,1.000000,Transmission,Mk10,7,10:21:14 30-Jul-2019,10:36:34 30-Jul-2019,Dive,1,V,792.0,807.0,919,921,,
GmTag226,180775,1.000000,Transmission,Mk10,7,10:36:34 30-Jul-2019,10:45:08 30-Jul-2019,Surface,,,,,513,515,149,365
GmTag226,180775,1.000000,Transmission,Mk10,7,10:45:08 30-Jul-2019,11:02:02 30-Jul-2019,Dive,1,U,792.0,807.0,1013,1015,,
GmTag226,180775,1.000000,Transmission,Mk10,7,11:02:02 30-Jul-2019,11:08:24 30-Jul-2019,Surface,,,,,381,383,160,222
GmTag226,180775,1.000000,Transmission,Mk10,7,11:08:24 30-Jul-2019,11:20:34 30-Jul-2019,Dive,1,Square,324.0,331.0,729,731,,
GmTag226,180775,1.000000,Transmission,Mk10,7,11:20:34 30-Jul-2019,14:17:26 30-Jul-2019,Surface,,,,,10611,10613,1027,9585
GmTag226,180775,1.000000,Transmission,Mk10,7,14:17:26 30-Jul-2019,14:30:52 30-Jul-2019,Dive,1,Square,452.0,459.0,805,807,,
GmTag226,180775,1.000000,Transmission,Mk10,7,14:30:52 30-Jul-2019,14:36:30 30-Jul-2019,Surface,,,,,337,339,65,273
GmTag226,180775,1.000000,Transmission,Mk10,7,14:36:30 30-Jul-2019,14:52:28 30-Jul-2019,Dive,1,U,568.0,583.0,957,959,,
GmTag226,180775,1.000000,Transmission,Mk10,12,14:52:00 30-Jul-2019,16:42:18 30-Jul-2019,Message,10,,,,6608.000000,6628.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,12,14:52:00 30-Jul-2019,14:59:16 30-Jul-2019,Surface,,,,,435,437,84,352
GmTag226,180775,1.000000,Transmission,Mk10,12,14:59:16 30-Jul-2019,15:13:40 30-Jul-2019,Dive,1,U,396.0,403.0,863,865,,
GmTag226,180775,1.000000,Transmission,Mk10,12,15:13:40 30-Jul-2019,15:18:34 30-Jul-2019,Surface,,,,,293,295,66,228
GmTag226,180775,1.000000,Transmission,Mk10,12,15:18:34 30-Jul-2019,15:34:32 30-Jul-2019,Dive,1,U,600.0,615.0,957,959,,
GmTag226,180775,1.000000,Transmission,Mk10,12,15:34:32 30-Jul-2019,15:40:56 30-Jul-2019,Surface,,,,,383,385,74,310
GmTag226,180775,1.000000,Transmission,Mk10,12,15:40:56 30-Jul-2019,15:55:40 30-Jul-2019,Dive,1,U,600.0,615.0,883,885,,
GmTag226,180775,1.000000,Transmission,Mk10,12,15:55:40 30-Jul-2019,16:02:54 30-Jul-2019,Surface,,,,,433,435,98,336
GmTag226,180775,1.000000,Transmission,Mk10,12,16:02:54 30-Jul-2019,16:20:06 30-Jul-2019,Dive,1,U,680.0,695.0,1031,1033,,
GmTag226,180775,1.000000,Transmission,Mk10,12,16:20:06 30-Jul-2019,16:27:10 30-Jul-2019,Surface,,,,,423,425,82,342
GmTag226,180775,1.000000,Transmission,Mk10,12,16:27:10 30-Jul-2019,16:42:18 30-Jul-2019,Dive,1,U,632.0,647.0,907,909,,
GmTag226,180775,1.000000,Transmission,Mk10,8,16:42:00 30-Jul-2019,19:43:48 30-Jul-2019,Message,10,,,,10898.000000,10918.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,8,16:42:00 30-Jul-2019,16:47:12 30-Jul-2019,Surface,,,,,311,313,70,242
GmTag226,180775,1.000000,Transmission,Mk10,8,16:47:12 30-Jul-2019,17:01:34 30-Jul-2019,Dive,1,U,632.0,647.0,861,863,,
GmTag226,180775,1.000000,Transmission,Mk10,8,17:01:34 30-Jul-2019,17:07:40 30-Jul-2019,Surface,,,,,365,367,118,248
GmTag226,180775,1.000000,Transmission,Mk10,8,17:07:40 30-Jul-2019,17:21:18 30-Jul-2019,Dive,1,U,664.0,679.0,817,819,,
GmTag226,180775,1.000000,Transmission,Mk10,8,17:21:18 30-Jul-2019,17:23:10 30-Jul-2019,Surface,,,,,111,113,36,76
GmTag226,180775,1.000000,Transmission,Mk10,8,17:23:10 30-Jul-2019,17:34:00 30-Jul-2019,Dive,1,U,632.0,647.0,649,651,,
GmTag226,180775,1.000000,Transmission,Mk10,8,17:34:00 30-Jul-2019,19:01:46 30-Jul-2019,Surface,,,,,5265,5267,1019,4247
GmTag226,180775,1.000000,Transmission,Mk10,8,19:01:46 30-Jul-2019,19:14:32 30-Jul-2019,Dive,1,U,600.0,615.0,765,767,,
GmTag226,180775,1.000000,Transmission,Mk10,8,19:14:32 30-Jul-2019,19:32:04 30-Jul-2019,Surface,,,,,1051,1053,407,645
GmTag226,180775,1.000000,Transmission,Mk10,8,19:32:04 30-Jul-2019,19:43:48 30-Jul-2019,Dive,1,U,584.0,599.0,703,705,,
GmTag226,180775,1.000000,Transmission,Mk10,14,19:44:00 30-Jul-2019,22:29:40 30-Jul-2019,Message,10,,,,9930.000000,9950.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,14,19:44:00 30-Jul-2019,19:49:28 30-Jul-2019,Surface,,,,,327,329,180,148
GmTag226,180775,1.000000,Transmission,Mk10,14,19:49:28 30-Jul-2019,20:01:40 30-Jul-2019,Dive,1,U,616.0,631.0,731,733,,
GmTag226,180775,1.000000,Transmission,Mk10,14,20:01:40 30-Jul-2019,20:07:34 30-Jul-2019,Surface,,,,,353,355,274,80
GmTag226,180775,1.000000,Transmission,Mk10,14,20:07:34 30-Jul-2019,20:19:24 30-Jul-2019,Dive,1,U,568.0,583.0,709,711,,
GmTag226,180775,1.000000,Transmission,Mk10,14,20:19:24 30-Jul-2019,21:20:28 30-Jul-2019,Surface,,,,,3663,3665,591,3073
GmTag226,180775,1.000000,Transmission,Mk10,14,21:20:28 30-Jul-2019,21:27:44 30-Jul-2019,Dive,1,U,166.0,169.0,435,437,,
GmTag226,180775,1.000000,Transmission,Mk10,14,21:27:44 30-Jul-2019,21:57:22 30-Jul-2019,Surface,,,,,1777,1779,229,1549
GmTag226,180775,1.000000,Transmission,Mk10,14,21:57:22 30-Jul-2019,22:10:34 30-Jul-2019,Dive,1,U,356.0,363.0,791,793,,
GmTag226,180775,1.000000,Transmission,Mk10,14,22:10:34 30-Jul-2019,22:17:40 30-Jul-2019,Surface,,,,,425,427,289,137
GmTag226,180775,1.000000,Transmission,Mk10,14,22:17:40 30-Jul-2019,22:29:40 30-Jul-2019,Dive,1,U,380.0,387.0,719,721,,
GmTag226,180775,1.000000,Transmission,Mk10,15,22:30:00 30-Jul-2019,02:58:46 31-Jul-2019,Message,9,,,,16117.000000,16135.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,15,22:30:00 30-Jul-2019,22:33:50 30-Jul-2019,Surface,,,,,229,231,104,126
GmTag226,180775,1.000000,Transmission,Mk10,15,22:33:50 30-Jul-2019,22:46:24 30-Jul-2019,Dive,1,U,364.0,371.0,753,755,,
GmTag226,180775,1.000000,Transmission,Mk10,15,22:46:24 30-Jul-2019,23:01:16 30-Jul-2019,Surface,,,,,891,893,374,518
GmTag226,180775,1.000000,Transmission,Mk10,15,23:01:16 30-Jul-2019,23:14:50 30-Jul-2019,Dive,1,U,316.0,323.0,813,815,,
GmTag226,180775,1.000000,Transmission,Mk10,15,23:14:50 30-Jul-2019,02:04:28 31-Jul-2019,Surface,,,,,10177,10179,985,9193
GmTag226,180775,1.000000,Transmission,Mk10,15,02:04:28 31-Jul-2019,02:17:30 31-Jul-2019,Dive,1,U,520.0,535.0,781,783,,
GmTag226,180775,1.000000,Transmission,Mk10,15,02:17:30 31-Jul-2019,02:23:08 31-Jul-2019,Surface,,,,,337,339,153,185
GmTag226,180775,1.000000,Transmission,Mk10,15,02:23:08 31-Jul-2019,02:37:42 31-Jul-2019,Dive,1,U,584.0,599.0,873,875,,
GmTag226,180775,1.000000,Transmission,Mk10,15,02:37:42 31-Jul-2019,02:58:46 31-Jul-2019,Surface,,,,,1263,1265,245,1019
GmTag226,180775,1.000000,Transmission,Mk10,11,02:58:00 31-Jul-2019,05:50:04 31-Jul-2019,Message,10,,,,10314.000000,10334.000000,,
GmTag226,180775,1.000000,Transmission,Mk10,11,02:58:00 31-Jul-2019,03:15:14 31-Jul-2019,Dive,1,U,648.0,663.0,1033,1035,,
GmTag226,180775,1.000000,Transmission,Mk10,11,03:15:14 31-Jul-2019,03:23:04 31-Jul-2019,Surface,,,,,469,471,243,227
GmTag226,180775,1.000000,Transmission,Mk10,11,03:23:04 31-Jul-2019,03:38:36 31-Jul-2019,Dive,1,U,648.0,663.0,931,933,,
GmTag226,180775,1.000000,Transmission,Mk10,11,03:38:36 31-Jul-2019,03:45:08 31-Jul-2019,Surface,,,,,391,393,215,177
GmTag226,180775,1.000000,Transmission,Mk10,11,03:45:08 31-Jul-2019,03:59:38 31-Jul-2019,Dive,1,U,680.0,695.0,869,871,,
GmTag226,180775,1.000000,Transmission,Mk10,11,03:59:38 31-Jul-2019,04:06:26 31-Jul-2019,Surface,,,,,407,409,197,211
GmTag226,180775,1.000000,Transmission,Mk10,11,04:06:26 31-Jul-2019,04:20:58 31-Jul-2019,Dive,1,U,680.0,695.0,871,873,,
GmTag226,180775,1.000000,Transmission,Mk10,11,04:20:58 31-Jul-2019,04:27:46 31-Jul-2019,Surface,,,,,407,409,250,158
