DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
GmTag227,180765,1.000000,Transmission,Mk10,25,22:54:20 28-Jul-2019,23:06:22 28-Jul-2019,Dive,1,U,536.0,551.0,721,723,,
GmTag227,180765,1.000000,Transmission,Mk10,25,23:06:22 28-Jul-2019,23:11:50 28-Jul-2019,Surface,,,,,327,329,85,243
GmTag227,180765,1.000000,Transmission,Mk10,25,23:11:50 28-Jul-2019,23:24:58 28-Jul-2019,Dive,1,U,520.0,535.0,787,789,,
GmTag227,180765,1.000000,Transmission,Mk10,25,23:24:58 28-Jul-2019,23:29:56 28-Jul-2019,Surface,,,,,297,299,58,240
GmTag227,180765,1.000000,Transmission,Mk10,25,23:29:56 28-Jul-2019,23:42:02 28-Jul-2019,Dive,1,U,492.0,503.0,725,727,,
GmTag227,180765,1.000000,Transmission,Mk10,25,23:42:02 28-Jul-2019,23:48:36 28-Jul-2019,Surface,,,,,393,395,76,318
GmTag227,180765,1.000000,Transmission,Mk10,12,23:49:00 28-Jul-2019,02:35:08 29-Jul-2019,Message,10,,,,9958.000000,9978.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,12,23:49:00 28-Jul-2019,00:03:32 29-Jul-2019,Dive,1,U,520.0,535.0,871,873,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:03:32 29-Jul-2019,00:15:44 29-Jul-2019,Surface,,,,,731,733,118,614
GmTag227,180765,1.000000,Transmission,Mk10,12,00:15:44 29-Jul-2019,00:27:22 29-Jul-2019,Dive,1,U,428.0,435.0,697,699,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:27:22 29-Jul-2019,00:31:58 29-Jul-2019,Surface,,,,,275,277,62,214
GmTag227,180765,1.000000,Transmission,Mk10,12,00:31:58 29-Jul-2019,00:43:10 29-Jul-2019,Dive,1,U,476.0,483.0,671,673,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:43:10 29-Jul-2019,00:48:46 29-Jul-2019,Surface,,,,,335,337,65,271
GmTag227,180765,1.000000,Transmission,Mk10,12,00:48:46 29-Jul-2019,01:00:50 29-Jul-2019,Dive,1,U,484.0,491.0,723,725,,
GmTag227,180765,1.000000,Transmission,Mk10,12,01:00:50 29-Jul-2019,01:24:48 29-Jul-2019,Surface,,,,,1437,1439,186,1252
GmTag227,180765,1.000000,Transmission,Mk10,12,01:24:48 29-Jul-2019,01:32:26 29-Jul-2019,Dive,1,U,260.0,267.0,457,459,,
GmTag227,180765,1.000000,Transmission,Mk10,12,01:32:26 29-Jul-2019,02:35:08 29-Jul-2019,Surface,,,,,3761,3763,364,3398
GmTag227,180765,1.000000,Transmission,Mk10,13,02:35:00 29-Jul-2019,06:40:32 29-Jul-2019,Message,10,,,,14722.000000,14742.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,13,02:35:00 29-Jul-2019,02:49:36 29-Jul-2019,Dive,1,U,856.0,871.0,875,877,,
GmTag227,180765,1.000000,Transmission,Mk10,13,02:49:36 29-Jul-2019,05:18:36 29-Jul-2019,Surface,,,,,8939,8941,577,8363
GmTag227,180765,1.000000,Transmission,Mk10,13,05:18:36 29-Jul-2019,05:35:22 29-Jul-2019,Dive,1,U,840.0,855.0,1005,1007,,
GmTag227,180765,1.000000,Transmission,Mk10,13,05:35:22 29-Jul-2019,05:41:54 29-Jul-2019,Surface,,,,,391,393,51,341
GmTag227,180765,1.000000,Transmission,Mk10,13,05:41:54 29-Jul-2019,05:55:42 29-Jul-2019,Dive,1,U,792.0,807.0,827,829,,
GmTag227,180765,1.000000,Transmission,Mk10,13,05:55:42 29-Jul-2019,06:04:20 29-Jul-2019,Surface,,,,,517,519,117,401
GmTag227,180765,1.000000,Transmission,Mk10,13,06:04:20 29-Jul-2019,06:20:30 29-Jul-2019,Dive,1,U,872.0,887.0,969,971,,
GmTag227,180765,1.000000,Transmission,Mk10,13,06:20:30 29-Jul-2019,06:26:58 29-Jul-2019,Surface,,,,,387,389,88,300
GmTag227,180765,1.000000,Transmission,Mk10,13,06:26:58 29-Jul-2019,06:35:42 29-Jul-2019,Dive,1,U,420.0,427.0,523,525,,
GmTag227,180765,1.000000,Transmission,Mk10,13,06:35:42 29-Jul-2019,06:40:32 29-Jul-2019,Surface,,,,,289,291,47,243
GmTag227,180765,1.000000,Transmission,Mk10,12,06:40:00 29-Jul-2019,08:14:10 29-Jul-2019,Message,10,,,,5640.000000,5660.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,12,06:40:00 29-Jul-2019,06:53:48 29-Jul-2019,Dive,1,U,744.0,759.0,827,829,,
GmTag227,180765,1.000000,Transmission,Mk10,12,06:53:48 29-Jul-2019,06:58:58 29-Jul-2019,Surface,,,,,309,311,100,210
GmTag227,180765,1.000000,Transmission,Mk10,12,06:58:58 29-Jul-2019,07:11:24 29-Jul-2019,Dive,1,U,760.0,775.0,745,747,,
GmTag227,180765,1.000000,Transmission,Mk10,12,07:11:24 29-Jul-2019,07:22:24 29-Jul-2019,Surface,,,,,659,661,128,532
GmTag227,180765,1.000000,Transmission,Mk10,12,07:22:24 29-Jul-2019,07:33:30 29-Jul-2019,Dive,1,U,444.0,451.0,665,667,,
GmTag227,180765,1.000000,Transmission,Mk10,12,07:33:30 29-Jul-2019,07:40:04 29-Jul-2019,Surface,,,,,393,395,51,343
GmTag227,180765,1.000000,Transmission,Mk10,12,07:40:04 29-Jul-2019,07:50:40 29-Jul-2019,Dive,1,U,492.0,503.0,635,637,,
GmTag227,180765,1.000000,Transmission,Mk10,12,07:50:40 29-Jul-2019,07:56:00 29-Jul-2019,Surface,,,,,319,321,62,258
GmTag227,180765,1.000000,Transmission,Mk10,12,07:56:00 29-Jul-2019,08:06:52 29-Jul-2019,Dive,1,U,476.0,483.0,651,653,,
GmTag227,180765,1.000000,Transmission,Mk10,12,08:06:52 29-Jul-2019,08:14:10 29-Jul-2019,Surface,,,,,437,439,57,381
GmTag227,180765,1.000000,Transmission,Mk10,16,08:15:00 29-Jul-2019,09:32:00 29-Jul-2019,Message,10,,,,4610.000000,4630.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,16,08:15:00 29-Jul-2019,08:26:16 29-Jul-2019,Dive,1,U,616.0,631.0,675,677,,
GmTag227,180765,1.000000,Transmission,Mk10,16,08:26:16 29-Jul-2019,08:34:18 29-Jul-2019,Surface,,,,,481,483,93,389
GmTag227,180765,1.000000,Transmission,Mk10,16,08:34:18 29-Jul-2019,08:45:16 29-Jul-2019,Dive,1,U,648.0,663.0,657,659,,
GmTag227,180765,1.000000,Transmission,Mk10,16,08:45:16 29-Jul-2019,08:50:20 29-Jul-2019,Surface,,,,,303,305,59,245
GmTag227,180765,1.000000,Transmission,Mk10,16,08:50:20 29-Jul-2019,08:58:56 29-Jul-2019,Dive,1,U,260.0,267.0,515,517,,
GmTag227,180765,1.000000,Transmission,Mk10,16,08:58:56 29-Jul-2019,09:03:12 29-Jul-2019,Surface,,,,,255,257,50,206
GmTag227,180765,1.000000,Transmission,Mk10,16,09:03:12 29-Jul-2019,09:12:12 29-Jul-2019,Dive,1,Square,238.0,243.0,539,541,,
GmTag227,180765,1.000000,Transmission,Mk10,16,09:12:12 29-Jul-2019,09:17:32 29-Jul-2019,Surface,,,,,319,321,52,268
GmTag227,180765,1.000000,Transmission,Mk10,16,09:17:32 29-Jul-2019,09:27:24 29-Jul-2019,Dive,1,Square,252.0,259.0,591,593,,
GmTag227,180765,1.000000,Transmission,Mk10,16,09:27:24 29-Jul-2019,09:32:00 29-Jul-2019,Surface,,,,,275,277,62,214
GmTag227,180765,1.000000,Transmission,Mk10,13,09:31:00 29-Jul-2019,11:37:16 29-Jul-2019,Message,9,,,,7567.000000,7585.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,13,09:31:00 29-Jul-2019,09:45:32 29-Jul-2019,Dive,1,U,824.0,839.0,871,873,,
GmTag227,180765,1.000000,Transmission,Mk10,13,09:45:32 29-Jul-2019,09:54:04 29-Jul-2019,Surface,,,,,511,513,99,413
GmTag227,180765,1.000000,Transmission,Mk10,13,09:54:04 29-Jul-2019,10:03:06 29-Jul-2019,Dive,1,U,484.0,491.0,541,543,,
GmTag227,180765,1.000000,Transmission,Mk10,13,10:03:06 29-Jul-2019,10:09:46 29-Jul-2019,Surface,,,,,399,401,90,310
GmTag227,180765,1.000000,Transmission,Mk10,13,10:09:46 29-Jul-2019,10:21:16 29-Jul-2019,Dive,1,U,388.0,395.0,689,691,,
GmTag227,180765,1.000000,Transmission,Mk10,13,10:21:16 29-Jul-2019,10:27:28 29-Jul-2019,Surface,,,,,371,373,84,288
GmTag227,180765,1.000000,Transmission,Mk10,13,10:27:28 29-Jul-2019,10:37:46 29-Jul-2019,Dive,1,U,520.0,535.0,617,619,,
GmTag227,180765,1.000000,Transmission,Mk10,13,10:37:46 29-Jul-2019,11:26:02 29-Jul-2019,Surface,,,,,2895,2897,280,2616
GmTag227,180765,1.000000,Transmission,Mk10,13,11:26:02 29-Jul-2019,11:37:16 29-Jul-2019,Dive,1,U,680.0,695.0,673,675,,
GmTag227,180765,1.000000,Transmission,Mk10,9,11:38:00 29-Jul-2019,19:03:52 29-Jul-2019,Message,9,,,,26714.000000,26790.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,9,11:38:00 29-Jul-2019,12:19:18 29-Jul-2019,Surface,,,,,2477,2479,240,2238
GmTag227,180765,1.000000,Transmission,Mk10,9,12:19:18 29-Jul-2019,12:33:18 29-Jul-2019,Dive,1,U,808.0,823.0,839,841,,
GmTag227,180765,1.000000,Transmission,Mk10,9,12:33:18 29-Jul-2019,12:39:30 29-Jul-2019,Surface,,,,,371,373,108,264
GmTag227,180765,1.000000,Transmission,Mk10,9,12:39:30 29-Jul-2019,12:54:20 29-Jul-2019,Dive,1,U,744.0,759.0,889,891,,
GmTag227,180765,1.000000,Transmission,Mk10,9,12:54:20 29-Jul-2019,13:03:30 29-Jul-2019,Surface,,,,,549,551,124,426
GmTag227,180765,1.000000,Transmission,Mk10,9,13:03:30 29-Jul-2019,13:16:52 29-Jul-2019,Dive,1,Square,452.0,459.0,801,803,,
GmTag227,180765,1.000000,Transmission,Mk10,9,13:16:52 29-Jul-2019,18:27:52 29-Jul-2019,Surface,,,,,18630,18690,1204,17456
GmTag227,180765,1.000000,Transmission,Mk10,9,18:27:52 29-Jul-2019,18:43:32 29-Jul-2019,Dive,1,V,776.0,791.0,939,941,,
GmTag227,180765,1.000000,Transmission,Mk10,9,18:43:32 29-Jul-2019,19:03:52 29-Jul-2019,Surface,,,,,1219,1221,118,1102
GmTag227,180765,1.000000,Transmission,Mk10,7,19:03:00 29-Jul-2019,20:46:24 29-Jul-2019,Message,10,,,,6194.000000,6214.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,7,19:03:00 29-Jul-2019,19:10:12 29-Jul-2019,Dive,1,U,87.0,88.0,431,433,,
GmTag227,180765,1.000000,Transmission,Mk10,7,19:10:12 29-Jul-2019,19:26:46 29-Jul-2019,Surface,,,,,993,995,96,898
GmTag227,180765,1.000000,Transmission,Mk10,7,19:26:46 29-Jul-2019,19:39:12 29-Jul-2019,Dive,1,U,520.0,535.0,745,747,,
GmTag227,180765,1.000000,Transmission,Mk10,7,19:39:12 29-Jul-2019,19:45:42 29-Jul-2019,Surface,,,,,389,391,88,302
GmTag227,180765,1.000000,Transmission,Mk10,7,19:45:42 29-Jul-2019,19:57:34 29-Jul-2019,Dive,1,U,600.0,615.0,711,713,,
GmTag227,180765,1.000000,Transmission,Mk10,7,19:57:34 29-Jul-2019,20:02:24 29-Jul-2019,Surface,,,,,289,291,65,225
GmTag227,180765,1.000000,Transmission,Mk10,7,20:02:24 29-Jul-2019,20:17:10 29-Jul-2019,Dive,1,U,600.0,615.0,885,887,,
GmTag227,180765,1.000000,Transmission,Mk10,7,20:17:10 29-Jul-2019,20:25:36 29-Jul-2019,Surface,,,,,505,507,98,408
GmTag227,180765,1.000000,Transmission,Mk10,7,20:25:36 29-Jul-2019,20:38:22 29-Jul-2019,Dive,1,U,536.0,551.0,765,767,,
GmTag227,180765,1.000000,Transmission,Mk10,7,20:38:22 29-Jul-2019,20:46:24 29-Jul-2019,Surface,,,,,481,483,93,389
GmTag227,180765,1.000000,Transmission,Mk10,7,20:47:00 29-Jul-2019,23:09:32 29-Jul-2019,Message,10,,,,8542.000000,8562.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,7,20:47:00 29-Jul-2019,20:57:40 29-Jul-2019,Dive,1,U,520.0,535.0,639,641,,
GmTag227,180765,1.000000,Transmission,Mk10,7,20:57:40 29-Jul-2019,21:03:06 29-Jul-2019,Surface,,,,,325,327,53,273
GmTag227,180765,1.000000,Transmission,Mk10,7,21:03:06 29-Jul-2019,21:13:40 29-Jul-2019,Dive,1,U,648.0,663.0,633,635,,
GmTag227,180765,1.000000,Transmission,Mk10,7,21:13:40 29-Jul-2019,21:26:52 29-Jul-2019,Surface,,,,,791,793,102,690
GmTag227,180765,1.000000,Transmission,Mk10,7,21:26:52 29-Jul-2019,21:34:26 29-Jul-2019,Dive,1,U,238.0,243.0,453,455,,
GmTag227,180765,1.000000,Transmission,Mk10,7,21:34:26 29-Jul-2019,21:37:22 29-Jul-2019,Surface,,,,,175,177,57,119
GmTag227,180765,1.000000,Transmission,Mk10,7,21:37:22 29-Jul-2019,21:45:44 29-Jul-2019,Dive,1,U,504.0,519.0,501,503,,
GmTag227,180765,1.000000,Transmission,Mk10,7,21:45:44 29-Jul-2019,22:51:42 29-Jul-2019,Surface,,,,,3957,3959,383,3575
GmTag227,180765,1.000000,Transmission,Mk10,7,22:51:42 29-Jul-2019,23:00:22 29-Jul-2019,Dive,1,V,372.0,379.0,519,521,,
GmTag227,180765,1.000000,Transmission,Mk10,7,23:00:22 29-Jul-2019,23:09:32 29-Jul-2019,Surface,,,,,549,551,89,461
GmTag227,180765,1.000000,Transmission,Mk10,13,23:09:00 29-Jul-2019,00:29:36 30-Jul-2019,Message,10,,,,4826.000000,4846.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,13,23:09:00 29-Jul-2019,23:19:26 29-Jul-2019,Dive,1,U,552.0,567.0,625,627,,
GmTag227,180765,1.000000,Transmission,Mk10,13,23:19:26 29-Jul-2019,23:21:36 29-Jul-2019,Surface,,,,,129,131,42,88
GmTag227,180765,1.000000,Transmission,Mk10,13,23:21:36 29-Jul-2019,23:25:24 29-Jul-2019,Dive,1,V,162.0,165.0,227,229,,
GmTag227,180765,1.000000,Transmission,Mk10,13,23:25:24 29-Jul-2019,23:34:56 29-Jul-2019,Surface,,,,,571,573,74,498
GmTag227,180765,1.000000,Transmission,Mk10,13,23:34:56 29-Jul-2019,23:43:32 29-Jul-2019,Dive,1,U,420.0,427.0,515,517,,
GmTag227,180765,1.000000,Transmission,Mk10,13,23:43:32 29-Jul-2019,23:51:02 29-Jul-2019,Surface,,,,,449,451,58,392
GmTag227,180765,1.000000,Transmission,Mk10,13,23:51:02 29-Jul-2019,23:56:16 29-Jul-2019,Dive,1,U,154.0,157.0,313,315,,
GmTag227,180765,1.000000,Transmission,Mk10,13,23:56:16 29-Jul-2019,00:03:10 30-Jul-2019,Surface,,,,,413,415,67,347
GmTag227,180765,1.000000,Transmission,Mk10,13,00:03:10 30-Jul-2019,00:15:40 30-Jul-2019,Dive,1,U,492.0,503.0,749,751,,
GmTag227,180765,1.000000,Transmission,Mk10,13,00:15:40 30-Jul-2019,00:29:36 30-Jul-2019,Surface,,,,,835,837,135,701
GmTag227,180765,1.000000,Transmission,Mk10,12,00:30:00 30-Jul-2019,06:03:00 30-Jul-2019,Message,9,,,,19971.000000,19989.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:30:00 30-Jul-2019,00:39:32 30-Jul-2019,Dive,1,U,372.0,379.0,571,573,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:39:32 30-Jul-2019,00:46:14 30-Jul-2019,Surface,,,,,401,403,65,337
GmTag227,180765,1.000000,Transmission,Mk10,12,00:46:14 30-Jul-2019,00:56:00 30-Jul-2019,Dive,1,U,348.0,355.0,585,587,,
GmTag227,180765,1.000000,Transmission,Mk10,12,00:56:00 30-Jul-2019,04:01:16 30-Jul-2019,Surface,,,,,11115,11117,1076,10040
GmTag227,180765,1.000000,Transmission,Mk10,12,04:01:16 30-Jul-2019,04:16:06 30-Jul-2019,Dive,1,U,616.0,631.0,889,891,,
GmTag227,180765,1.000000,Transmission,Mk10,12,04:16:06 30-Jul-2019,04:21:48 30-Jul-2019,Surface,,,,,341,343,99,243
GmTag227,180765,1.000000,Transmission,Mk10,12,04:21:48 30-Jul-2019,04:37:08 30-Jul-2019,Dive,1,U,632.0,647.0,919,921,,
GmTag227,180765,1.000000,Transmission,Mk10,12,04:37:08 30-Jul-2019,05:48:00 30-Jul-2019,Surface,,,,,4251,4253,411,3841
GmTag227,180765,1.000000,Transmission,Mk10,12,05:48:00 30-Jul-2019,06:03:00 30-Jul-2019,Dive,1,U,680.0,695.0,899,901,,
GmTag227,180765,1.000000,Transmission,Mk10,8,06:03:00 30-Jul-2019,08:16:50 30-Jul-2019,Message,10,,,,8020.000000,8040.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,8,06:03:00 30-Jul-2019,06:08:14 30-Jul-2019,Surface,,,,,313,315,91,223
GmTag227,180765,1.000000,Transmission,Mk10,8,06:08:14 30-Jul-2019,06:26:22 30-Jul-2019,Dive,1,Square,664.0,679.0,1087,1089,,
GmTag227,180765,1.000000,Transmission,Mk10,8,06:26:22 30-Jul-2019,06:33:28 30-Jul-2019,Surface,,,,,425,427,110,316
GmTag227,180765,1.000000,Transmission,Mk10,8,06:33:28 30-Jul-2019,06:54:34 30-Jul-2019,Dive,1,Square,616.0,631.0,1265,1267,,
GmTag227,180765,1.000000,Transmission,Mk10,8,06:54:34 30-Jul-2019,07:16:34 30-Jul-2019,Surface,,,,,1319,1321,213,1107
GmTag227,180765,1.000000,Transmission,Mk10,8,07:16:34 30-Jul-2019,07:33:26 30-Jul-2019,Dive,1,U,664.0,679.0,1011,1013,,
GmTag227,180765,1.000000,Transmission,Mk10,8,07:33:26 30-Jul-2019,07:37:50 30-Jul-2019,Surface,,,,,263,265,60,204
GmTag227,180765,1.000000,Transmission,Mk10,8,07:37:50 30-Jul-2019,07:52:54 30-Jul-2019,Dive,1,U,680.0,695.0,903,905,,
GmTag227,180765,1.000000,Transmission,Mk10,8,07:52:54 30-Jul-2019,07:58:38 30-Jul-2019,Surface,,,,,343,345,89,255
GmTag227,180765,1.000000,Transmission,Mk10,8,07:58:38 30-Jul-2019,08:16:50 30-Jul-2019,Dive,1,U,664.0,679.0,1091,1093,,
GmTag227,180765,1.000000,Transmission,Mk10,4,08:16:00 30-Jul-2019,10:36:32 30-Jul-2019,Message,10,,,,8422.000000,8442.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,4,08:16:00 30-Jul-2019,08:20:48 30-Jul-2019,Surface,,,,,287,289,65,223
GmTag227,180765,1.000000,Transmission,Mk10,4,08:20:48 30-Jul-2019,08:35:20 30-Jul-2019,Dive,1,U,616.0,631.0,871,873,,
GmTag227,180765,1.000000,Transmission,Mk10,4,08:35:20 30-Jul-2019,09:07:50 30-Jul-2019,Surface,,,,,1949,1951,126,1824
GmTag227,180765,1.000000,Transmission,Mk10,4,09:07:50 30-Jul-2019,09:25:42 30-Jul-2019,Dive,1,U,776.0,791.0,1071,1073,,
GmTag227,180765,1.000000,Transmission,Mk10,4,09:25:42 30-Jul-2019,09:43:48 30-Jul-2019,Surface,,,,,1085,1087,105,981
GmTag227,180765,1.000000,Transmission,Mk10,4,09:43:48 30-Jul-2019,09:54:32 30-Jul-2019,Dive,1,U,324.0,331.0,643,645,,
GmTag227,180765,1.000000,Transmission,Mk10,4,09:54:32 30-Jul-2019,10:02:14 30-Jul-2019,Surface,,,,,461,463,89,373
GmTag227,180765,1.000000,Transmission,Mk10,4,10:02:14 30-Jul-2019,10:18:04 30-Jul-2019,Dive,1,Square,284.0,291.0,949,951,,
GmTag227,180765,1.000000,Transmission,Mk10,4,10:18:04 30-Jul-2019,10:25:40 30-Jul-2019,Surface,,,,,455,457,74,382
GmTag227,180765,1.000000,Transmission,Mk10,4,10:25:40 30-Jul-2019,10:36:32 30-Jul-2019,Dive,1,U,444.0,451.0,651,653,,
GmTag227,180765,1.000000,Transmission,Mk10,5,10:37:00 30-Jul-2019,15:43:34 30-Jul-2019,Message,9,,,,18385.000000,18403.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,5,10:37:00 30-Jul-2019,11:31:48 30-Jul-2019,Surface,,,,,3287,3289,212,3076
GmTag227,180765,1.000000,Transmission,Mk10,5,11:31:48 30-Jul-2019,11:47:10 30-Jul-2019,Dive,1,U,648.0,663.0,921,923,,
GmTag227,180765,1.000000,Transmission,Mk10,5,11:47:10 30-Jul-2019,13:33:26 30-Jul-2019,Surface,,,,,6375,6377,411,5965
GmTag227,180765,1.000000,Transmission,Mk10,5,13:33:26 30-Jul-2019,13:40:36 30-Jul-2019,Dive,1,U,452.0,459.0,429,431,,
GmTag227,180765,1.000000,Transmission,Mk10,5,13:40:36 30-Jul-2019,14:55:22 30-Jul-2019,Surface,,,,,4485,4487,289,4197
GmTag227,180765,1.000000,Transmission,Mk10,5,14:55:22 30-Jul-2019,15:07:22 30-Jul-2019,Dive,1,U,552.0,567.0,719,721,,
GmTag227,180765,1.000000,Transmission,Mk10,5,15:07:22 30-Jul-2019,15:17:34 30-Jul-2019,Surface,,,,,611,613,79,533
GmTag227,180765,1.000000,Transmission,Mk10,5,15:17:34 30-Jul-2019,15:27:54 30-Jul-2019,Dive,1,U,492.0,503.0,619,621,,
GmTag227,180765,1.000000,Transmission,Mk10,5,15:27:54 30-Jul-2019,15:43:34 30-Jul-2019,Surface,,,,,939,941,91,849
GmTag227,180765,1.000000,Transmission,Mk10,6,15:43:00 30-Jul-2019,17:17:44 30-Jul-2019,Message,10,,,,5674.000000,5694.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,6,15:43:00 30-Jul-2019,15:54:58 30-Jul-2019,Dive,1,U,552.0,567.0,717,719,,
GmTag227,180765,1.000000,Transmission,Mk10,6,15:54:58 30-Jul-2019,16:04:00 30-Jul-2019,Surface,,,,,541,543,87,455
GmTag227,180765,1.000000,Transmission,Mk10,6,16:04:00 30-Jul-2019,16:18:20 30-Jul-2019,Dive,1,U,664.0,679.0,859,861,,
GmTag227,180765,1.000000,Transmission,Mk10,6,16:18:20 30-Jul-2019,16:25:24 30-Jul-2019,Surface,,,,,423,425,96,328
GmTag227,180765,1.000000,Transmission,Mk10,6,16:25:24 30-Jul-2019,16:34:48 30-Jul-2019,Dive,1,U,420.0,427.0,563,565,,
GmTag227,180765,1.000000,Transmission,Mk10,6,16:34:48 30-Jul-2019,16:39:30 30-Jul-2019,Surface,,,,,281,283,73,209
GmTag227,180765,1.000000,Transmission,Mk10,6,16:39:30 30-Jul-2019,16:53:00 30-Jul-2019,Dive,1,U,584.0,599.0,809,811,,
GmTag227,180765,1.000000,Transmission,Mk10,6,16:53:00 30-Jul-2019,17:01:10 30-Jul-2019,Surface,,,,,489,491,111,379
GmTag227,180765,1.000000,Transmission,Mk10,6,17:01:10 30-Jul-2019,17:14:30 30-Jul-2019,Dive,1,Square,388.0,395.0,799,801,,
GmTag227,180765,1.000000,Transmission,Mk10,6,17:14:30 30-Jul-2019,17:17:44 30-Jul-2019,Surface,,,,,193,195,38,156
GmTag227,180765,1.000000,Transmission,Mk10,9,17:18:00 30-Jul-2019,19:22:12 30-Jul-2019,Message,10,,,,7442.000000,7462.000000,,
GmTag227,180765,1.000000,Transmission,Mk10,9,17:18:00 30-Jul-2019,17:26:22 30-Jul-2019,Dive,1,U,348.0,355.0,501,503,,
GmTag227,180765,1.000000,Transmission,Mk10,9,17:26:22 30-Jul-2019,17:32:56 30-Jul-2019,Surface,,,,,393,395,76,318
GmTag227,180765,1.000000,Transmission,Mk10,9,17:32:56 30-Jul-2019,17:46:58 30-Jul-2019,Dive,1,U,680.0,695.0,841,843,,
GmTag227,180765,1.000000,Transmission,Mk10,9,17:46:58 30-Jul-2019,17:56:12 30-Jul-2019,Surface,,,,,553,555,143,411
GmTag227,180765,1.000000,Transmission,Mk10,9,17:56:12 30-Jul-2019,18:09:40 30-Jul-2019,Dive,1,U,712.0,727.0,807,809,,
GmTag227,180765,1.000000,Transmission,Mk10,9,18:09:40 30-Jul-2019,18:34:46 30-Jul-2019,Surface,,,,,1505,1507,194,1312
GmTag227,180765,1.000000,Transmission,Mk10,9,18:34:46 30-Jul-2019,18:47:46 30-Jul-2019,Dive,1,U,468.0,475.0,779,781,,
GmTag227,180765,1.000000,Transmission,Mk10,9,18:47:46 30-Jul-2019,19:11:34 30-Jul-2019,Surface,,,,,1427,1429,276,1152
GmTag227,180765,1.000000,Transmission,Mk10,9,19:11:34 30-Jul-2019,19:18:24 30-Jul-2019,Dive,1,U,284.0,291.0,409,411,,
GmTag227,180765,1.000000,Transmission,Mk10,9,19:18:24 30-Jul-2019,19:22:12 30-Jul-2019,Surface,,,,,227,229,44,184
