DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
GmTag227,180765,Mk10,DS,3,0,0,36,32,20:45:31 28-Jul-2019,NP,A,35.8591,-74.8533,35.8591,-74.8533,8,,401650000,-126
GmTag227,180765,Mk10,DS,5,0,1,59,30,21:52:49 28-Jul-2019,NK,0,35.9059,-74.7962,35.9059,-74.7962,50,,401650000,-133
GmTag227,180765,Mk10,DS,2,0,1,30,30,22:30:50 28-Jul-2019,NP,B,35.9150,-74.7915,35.9150,-74.7915,7,,401677564,-134
GmTag227,180765,Mk10,DS,3,1,0,,,23:28:23 28-Jul-2019,NK,A,35.9071,-74.7883,35.9071,-74.7883,7,,401677578,-135
GmTag227,180765,Mk10,DS,4,1,2,,,00:04:04 29-Jul-2019,SR,0,35.9188,-74.7990,35.9188,-74.7990,58,,401677584,-127
GmTag227,180765,Mk10,DS,1,0,1,,,00:13:30 29-Jul-2019,MA,B,35.9188,-74.8040,35.9188,-74.8040,6,,401677576,-135
GmTag227,180765,Mk10,DS,5,2,1,,,00:29:46 29-Jul-2019,NN,1,35.9322,-74.7688,35.9322,-74.7688,56,,401677562,-121
GmTag227,180765,Mk10,DS,3,0,3,33,32,01:01:19 29-Jul-2019,MC,A,35.9087,-74.7577,35.9087,-74.7577,6,,401677581,-119
GmTag227,180765,Mk10,DS,3,1,0,,,01:33:02 29-Jul-2019,MB,A,35.8976,-74.7497,35.8976,-74.7497,8,,401677583,-130
GmTag227,180765,Mk10,DS,7,2,1,,,01:54:17 29-Jul-2019,MA,2,35.9111,-74.7848,35.9111,-74.7848,6,,401677582,-122
GmTag227,180765,Mk10,DS,7,3,2,,,02:09:04 29-Jul-2019,NN,2,35.9092,-74.7874,35.9092,-74.7874,56,,401677573,-127
GmTag227,180765,Mk10,DS,5,2,1,,,02:34:03 29-Jul-2019,MC,0,35.9199,-74.7932,35.9199,-74.7932,56,,401677568,-126
GmTag227,180765,Mk10,DS,3,0,0,37,35,09:12:27 29-Jul-2019,NP,A,35.9907,-74.7732,35.9907,-74.7732,8,,401677593,-133
GmTag227,180765,Mk10,DS,1,0,1,,,09:31:49 29-Jul-2019,SR,B,35.9878,-74.7959,35.9878,-74.7959,6,,401677573,-134
GmTag227,180765,Mk10,DS,8,1,0,,,10:47:03 29-Jul-2019,NP,1,35.9634,-74.7589,35.9634,-74.7589,48,,401677587,-131
GmTag227,180765,Mk10,DS,7,0,4,90,37,11:14:48 29-Jul-2019,SR,3,35.9709,-74.7314,35.9709,-74.7314,56,,401677581,-122
GmTag227,180765,Mk10,DS,10,3,1,,,11:51:44 29-Jul-2019,NK,3,35.9730,-74.7358,35.9730,-74.7358,58,,401677582,-121
GmTag227,180765,Mk10,DS,1,0,1,,,12:38:10 29-Jul-2019,MA,B,35.9687,-74.7301,35.9687,-74.7301,8,,401677580,-132
GmTag227,180765,Mk10,DS,5,0,2,82,30,12:55:13 29-Jul-2019,NN,1,35.9740,-74.7656,35.9740,-74.7656,56,,401677572,-126
GmTag227,180765,Mk10,DS,1,0,1,,,13:16:31 29-Jul-2019,MC,B,35.9748,-74.7662,35.9748,-74.7662,6,,401677569,-127
GmTag227,180765,Mk10,DS,6,0,4,52,35,13:31:51 29-Jul-2019,NK,3,35.9968,-74.7493,35.9968,-74.7493,56,,401677582,-129
GmTag227,180765,Mk10,DS,10,1,3,,,14:19:02 29-Jul-2019,MA,2,36.0226,-74.7503,36.0226,-74.7503,58,,401677578,-115
GmTag227,180765,Mk10,DS,7,0,2,45,31,00:16:29 30-Jul-2019,NN,1,36.2514,-74.7658,36.2514,-74.7658,58,,401677564,-125
GmTag227,180765,Mk10,DS,2,0,2,171,171,00:39:18 30-Jul-2019,MC,B,36.1962,-74.7592,36.1962,-74.7592,6,,401677578,-124
GmTag227,180765,Mk10,DS,3,0,1,51,32,00:45:12 30-Jul-2019,NK,A,36.2200,-74.7582,36.2200,-74.7582,6,,401677582,-130
GmTag227,180765,Mk10,DS,2,0,1,295,295,01:06:25 30-Jul-2019,MB,B,36.2298,-74.7721,36.2298,-74.7721,6,,401677585,-131
GmTag227,180765,Mk10,DS,2,0,1,65,65,01:09:37 30-Jul-2019,SR,B,36.2383,-74.7597,36.2383,-74.7597,6,,401677575,-132
GmTag227,180765,Mk10,DS,14,2,2,,,01:31:24 30-Jul-2019,MA,1,36.2519,-74.7581,36.2519,-74.7581,56,,401677576,-119
GmTag227,180765,Mk10,DS,7,0,4,89,34,01:59:18 30-Jul-2019,NN,3,36.2682,-74.7496,36.2682,-74.7496,56,,401677576,-129
GmTag227,180765,Mk10,DS,7,0,1,100,33,02:11:22 30-Jul-2019,MC,1,36.2683,-74.7257,36.2683,-74.7257,46,,401677576,-132
GmTag227,180765,Mk10,DS,1,0,0,,,03:15:11 30-Jul-2019,MA,B,36.2808,-74.7231,36.2808,-74.7231,8,,401677578,-131
GmTag227,180765,Mk10,DS,8,0,5,62,36,08:54:44 30-Jul-2019,NP,2,36.2142,-74.7438,36.2142,-74.7438,58,,401677580,-136
GmTag227,180765,Mk10,DS,10,0,4,43,31,09:08:09 30-Jul-2019,SR,2,36.2171,-74.7319,36.2171,-74.7319,56,,401677578,-130
GmTag227,180765,Mk10,DS,7,0,1,54,30,10:40:02 30-Jul-2019,NP,2,36.1611,-74.6818,36.1611,-74.6818,58,,401677583,-120
GmTag227,180765,Mk10,DS,9,0,1,74,30,10:48:02 30-Jul-2019,SR,3,36.1637,-74.7484,36.1637,-74.7484,56,,401677583,-119
GmTag227,180765,Mk10,DS,5,0,3,92,35,11:24:51 30-Jul-2019,NK,3,36.1415,-74.7650,36.1415,-74.7650,58,,401677581,-127
GmTag227,180765,Mk10,DS,2,0,2,108,108,12:15:35 30-Jul-2019,NP,B,36.0970,-74.7564,36.0970,-74.7564,8,,401677581,-133
GmTag227,180765,Mk10,DS,8,0,5,59,35,12:40:48 30-Jul-2019,NN,2,36.0721,-74.7740,36.0721,-74.7740,56,,401677575,-133
GmTag227,180765,Mk10,DS,9,0,6,66,33,13:00:29 30-Jul-2019,NK,3,36.0553,-74.7656,36.0553,-74.7656,56,,401677573,-121
GmTag227,180765,Mk10,DS,12,0,2,59,33,14:19:39 30-Jul-2019,NN,3,35.9547,-74.7769,35.9547,-74.7769,58,,401677572,-122
GmTag227,180765,Mk10,DS,8,0,4,80,35,14:33:06 30-Jul-2019,MC,3,35.9468,-74.7980,35.9468,-74.7980,56,,401677568,-122
GmTag227,180765,Mk10,DS,7,0,3,64,32,15:07:46 30-Jul-2019,MB,1,35.9058,-74.7821,35.9058,-74.7821,48,,401677573,-125
GmTag227,180765,Mk10,DS,1,0,1,,,16:18:45 30-Jul-2019,MC,B,35.8456,-74.7695,35.8456,-74.7695,8,,401677572,-122
GmTag227,180765,Mk10,DS,1,0,1,,,00:10:57 31-Jul-2019,NN,B,35.8383,-74.7610,35.8383,-74.7610,8,,401677567,-131
GmTag227,180765,Mk10,DS,6,0,5,45,31,00:15:00 31-Jul-2019,MC,1,35.7890,-74.8247,35.7890,-74.8247,56,,401677556,-129
GmTag227,180765,Mk10,DS,6,0,3,57,31,00:23:15 31-Jul-2019,NK,1,35.7447,-74.8220,35.7447,-74.8220,56,,401677573,-116
