DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
GmTag227,180765,Mk10,,91,168,98,5,867,,,,,29,20:44:57 28-Jul-2019,02:50:09 07-Aug-2019,9,18:16:00 28-Jul-2019,01:08:52 07-Aug-2019,9,,,
