DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
GmTag227,180765,Mk10,Strong,28-Jul-2019,20:45:17,28-Jul-2019,20:45:29
GmTag227,180765,Mk10,Strong,04-Aug-2019,13:31:50,04-Aug-2019,13:32:03
