DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
ZcTag086,180759,1.000000,Mk10,,00:40:14 29-May-2019,00:40:16 29-May-2019,2,1,35.5411,-74.6854,CRC,0,0,,,,1.016,0.144,,1.0,1420.0,-1,,,,,,,,,,,235,36,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,,02:37:22 30-May-2019,,0,35.5002,-74.8544,CRC,0,0,,1185,3.440,1.016,0.152,26.70,1.0,1416.0,-1,,,,,,,,,,,189,35,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,12:57:02 30-May-2019,12:57:05 30-May-2019,3,0,35.3242,-74.9362,CRC,0,0,,,,1.016,0.152,,0.0,1416.0,-1,,,,,,,,,,,120,35,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,,10:24:37 01-Jun-2019,,Z,35.5022,-75.1769,CRC,0,0,,1889,3.440,1.016,0.140,26.80,1.0,1256.0,-1,,,,,,,,,,,196,35,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,,10:50:09 02-Jun-2019,,0,35.1915,-75.2394,CRC,0,0,,2273,3.376,1.016,0.156,27.40,1.0,1372.0,0,,,,,,,,,,,141,34,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,01:12:36 03-Jun-2019,01:12:39 03-Jun-2019,3,0,35.4009,-75.6056,CRC,0,0,,,,1.016,0.136,,1.0,1584.0,0,,,,,,,,,,,232,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,11:33:40 04-Jun-2019,11:33:43 04-Jun-2019,3,0,35.6785,-74.7400,CRC,0,0,,,,1.016,0.144,,1.0,1268.0,-1,,,,,,,,,,,123,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,22:37:37 05-Jun-2019,22:37:40 05-Jun-2019,3,0,35.1733,-75.1866,CRC,0,0,,,,1.016,0.104,,0.0,1128.0,-1,,,,,,,,,,,126,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,,00:56:10 06-Jun-2019,,0,35.5391,-74.8885,CRC,0,0,,3553,3.440,1.016,0.144,27.40,1.0,1348.0,-1,,,,,,,,,,,255,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,,13:05:00 07-Jun-2019,,A,35.3217,-74.9236,CRC,0,0,,4065,3.440,1.016,0.152,27.80,1.0,1112.0,-1,,,,,,,,,,,212,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,14:43:38 07-Jun-2019,14:43:41 07-Jun-2019,3,1,35.5447,-74.9335,CRC,0,0,,,,1.016,0.148,,1.0,1112.0,-1,,,,,,,,,,,164,33,255,91,256,,,,,,,,,
ZcTag086,180759,1.000000,Mk10,,01:53:55 08-Jun-2019,01:53:59 08-Jun-2019,4,1,35.5354,-74.7103,CRC,0,0,,,,1.016,0.148,,1.0,1840.0,-1,,,,,,,,,,,255,33,255,91,256,,,,,,,,,
