DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag086,180759,Mk10,DS,4,0,3,16,14,00:09:11 29-May-2019,SR,0,36.6451,-64.5776,43.7132,-102.8856,50,,401676877,-135
ZcTag086,180759,Mk10,DS,9,3,3,,,00:41:00 29-May-2019,NN,1,35.5411,-74.6854,39.8889,-62.4314,58,,401676723,-121
ZcTag086,180759,Mk10,DS,10,1,7,,,01:21:17 29-May-2019,MA,0,35.5829,-74.9456,35.5829,-74.9456,48,,401677538,-123
ZcTag086,180759,Mk10,DS,4,0,2,55,16,02:23:07 29-May-2019,NN,0,35.5708,-74.9266,35.5708,-74.9266,47,,401677555,-135
ZcTag086,180759,Mk10,DS,7,0,7,20,15,10:51:54 29-May-2019,NP,0,35.8711,-74.5586,35.8711,-74.5586,58,,401677658,-131
ZcTag086,180759,Mk10,DS,6,0,5,25,17,11:19:49 29-May-2019,SR,0,35.7029,-74.4795,35.7029,-74.4795,56,,401677483,-127
ZcTag086,180759,Mk10,DS,1,0,1,,,14:15:50 29-May-2019,MC,B,35.7511,-74.5990,35.7511,-74.5990,6,,401677555,-133
ZcTag086,180759,Mk10,DS,1,0,1,,,22:24:59 29-May-2019,NP,B,35.9463,-74.9721,35.9463,-74.9721,8,,401677574,-136
ZcTag086,180759,Mk10,DS,3,0,1,52,16,23:28:18 29-May-2019,SR,A,35.7744,-74.6675,35.7744,-74.6675,8,,401677573,-126
ZcTag086,180759,Mk10,DS,3,0,1,65,37,00:59:46 30-May-2019,MA,A,35.6513,-74.7931,35.6513,-74.7931,8,,401677538,-121
ZcTag086,180759,Mk10,DS,2,0,0,19,19,02:15:32 30-May-2019,NN,B,35.7078,-74.7415,35.7078,-74.7415,6,,401677596,-133
ZcTag086,180759,Mk10,DS,2,0,1,90,90,02:15:41 30-May-2019,MB,B,35.8358,-74.7467,35.8358,-74.7467,6,,401677563,-133
ZcTag086,180759,Mk10,DS,11,0,6,20,14,02:37:13 30-May-2019,MA,0,35.5002,-74.8544,35.5002,-74.8544,46,,401677577,-121
ZcTag086,180759,Mk10,DS,1,0,1,,,03:24:04 30-May-2019,MC,B,35.4969,-74.8515,35.4969,-74.8515,5,,401677651,-135
ZcTag086,180759,Mk10,DS,7,0,5,32,16,10:39:58 30-May-2019,NP,0,35.3455,-74.1176,35.3455,-74.1176,48,,401677603,-132
ZcTag086,180759,Mk10,DS,1,0,0,,,10:42:03 30-May-2019,SR,B,35.5522,-74.2567,35.5522,-74.2567,6,,401677558,-136
ZcTag086,180759,Mk10,DS,8,0,3,20,17,12:02:44 30-May-2019,NK,Z,34.9484,-74.5624,34.9484,-74.5624,38,,401677564,-128
ZcTag086,180759,Mk10,DS,3,0,2,16,16,12:22:25 30-May-2019,NP,A,35.7138,-74.4664,35.7138,-74.4664,6,,401677671,-138
ZcTag086,180759,Mk10,DS,6,0,3,22,16,12:57:20 30-May-2019,NN,0,35.3242,-74.9362,28.5038,-42.4960,58,,401677443,-128
ZcTag086,180759,Mk10,DS,7,0,5,16,14,13:56:23 30-May-2019,MC,0,35.7809,-74.9101,30.1477,-48.2623,68,,401677664,-118
ZcTag086,180759,Mk10,DS,4,0,4,31,18,22:57:00 30-May-2019,SR,0,35.7789,-75.0114,35.7789,-75.0114,48,,401677616,-130
ZcTag086,180759,Mk10,DS,6,0,6,24,16,00:21:05 31-May-2019,NN,0,35.6582,-75.1097,35.6582,-75.1097,48,,401677482,-125
ZcTag086,180759,Mk10,DS,2,0,1,16,16,01:23:42 31-May-2019,MC,B,35.6341,-75.1578,35.6341,-75.1578,6,,401677517,-129
