DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag086,180759,Mk10,00:09:11 29-May-2019,Argos,0,36.6451,-64.5776,393883,,,,,,,,,
ZcTag086,180759,Mk10,00:41:00 29-May-2019,Argos,1,35.5411,-74.6854,557,1995,155,47,,,,,,
ZcTag086,180759,Mk10,01:21:17 29-May-2019,Argos,0,35.5829,-74.9456,6658,72395,612,64,,,,,,
ZcTag086,180759,Mk10,02:23:07 29-May-2019,Argos,0,35.5708,-74.9266,3625,17585,747,42,,,,,,
ZcTag086,180759,Mk10,10:51:54 29-May-2019,Argos,0,35.8711,-74.5586,12530,66487,2361,133,,,,,,
ZcTag086,180759,Mk10,11:19:49 29-May-2019,Argos,0,35.7029,-74.4795,1595,13487,188,88,,,,,,
ZcTag086,180759,Mk10,14:15:50 29-May-2019,Argos,B,35.7511,-74.5990,4379,6156,3113,84,,,,,,
ZcTag086,180759,Mk10,22:24:59 29-May-2019,Argos,B,35.9463,-74.9721,7457,12437,4470,103,,,,,,
ZcTag086,180759,Mk10,23:28:18 29-May-2019,Argos,A,35.7744,-74.6675,79920,,,,,,,,,
ZcTag086,180759,Mk10,00:59:46 30-May-2019,Argos,A,35.6513,-74.7931,6791,76255,604,84,,,,,,
ZcTag086,180759,Mk10,02:15:32 30-May-2019,Argos,B,35.7078,-74.7415,15245,27307,8510,93,,,,,,
ZcTag086,180759,Mk10,02:15:41 30-May-2019,Argos,B,35.8358,-74.7467,13503,68493,2662,91,,,,,,
ZcTag086,180759,Mk10,02:37:13 30-May-2019,Argos,0,35.5002,-74.8544,1535,5900,399,118,,,,,,
ZcTag086,180759,Mk10,03:24:04 30-May-2019,Argos,B,35.4969,-74.8515,7321,9133,5868,96,,,,,,
ZcTag086,180759,Mk10,10:39:58 30-May-2019,Argos,0,35.3455,-74.1176,38203,424060,3441,129,,,,,,
ZcTag086,180759,Mk10,10:42:03 30-May-2019,Argos,B,35.5522,-74.2567,41634,303514,5711,133,,,,,,
ZcTag086,180759,Mk10,12:02:44 30-May-2019,Argos,Z,34.9484,-74.5624,61110,588513,6345,124,,,,,,
ZcTag086,180759,Mk10,12:22:25 30-May-2019,Argos,A,35.7138,-74.4664,40650,76987,21463,105,,,,,,
ZcTag086,180759,Mk10,12:57:20 30-May-2019,Argos,0,35.3242,-74.9362,9319,110064,789,75,,,,,,
ZcTag086,180759,Mk10,13:56:23 30-May-2019,Argos,0,35.7809,-74.9101,3431,50540,232,102,,,,,,
ZcTag086,180759,Mk10,22:57:00 30-May-2019,Argos,0,35.7789,-75.0114,59520,487758,7263,74,,,,,,
ZcTag086,180759,Mk10,00:21:05 31-May-2019,Argos,0,35.6582,-75.1097,10740,128373,898,65,,,,,,
ZcTag086,180759,Mk10,01:23:42 31-May-2019,Argos,B,35.6341,-75.1578,9445,20885,4270,65,,,,,,
ZcTag086,180759,Mk10,02:05:22 31-May-2019,Argos,B,35.6596,-75.0778,9170,15223,5523,67,,,,,,
ZcTag086,180759,Mk10,02:53:44 31-May-2019,Argos,B,35.7111,-74.9131,5577,8727,3564,58,,,,,,
ZcTag086,180759,Mk10,08:56:09 31-May-2019,Argos,0,35.2468,-74.9506,15357,91357,2581,89,,,,,,
ZcTag086,180759,Mk10,12:55:40 31-May-2019,Argos,B,35.2410,-74.8075,12365,26753,5715,79,,,,,,
ZcTag086,180759,Mk10,14:09:01 31-May-2019,Argos,0,35.7099,-74.7898,10203,167068,623,93,,,,,,
ZcTag086,180759,Mk10,14:25:10 31-May-2019,Argos,1,35.5470,-74.8350,1495,6025,371,127,,,,,,
ZcTag086,180759,Mk10,15:23:25 31-May-2019,Argos,Z,35.2090,-74.6938,33777,95634,11929,80,,,,,,
ZcTag086,180759,Mk10,20:20:59 31-May-2019,Argos,B,35.9082,-74.6579,11026,16012,7592,58,,,,,,
ZcTag086,180759,Mk10,21:59:30 31-May-2019,Argos,0,35.7243,-74.6533,5820,81762,414,89,,,,,,
ZcTag086,180759,Mk10,00:13:19 01-Jun-2019,Argos,0,35.4687,-74.5513,13459,88725,2041,57,,,,,,
ZcTag086,180759,Mk10,00:13:47 01-Jun-2019,Argos,0,35.4043,-74.6447,5245,18845,1459,65,,,,,,
ZcTag086,180759,Mk10,00:29:02 01-Jun-2019,Argos,0,35.4410,-74.8698,6034,15346,2372,173,,,,,,
ZcTag086,180759,Mk10,01:57:04 01-Jun-2019,Argos,1,35.5182,-74.9272,1494,3177,702,71,,,,,,
ZcTag086,180759,Mk10,02:41:56 01-Jun-2019,Argos,B,35.5381,-74.9216,22717,28508,18101,90,,,,,,
ZcTag086,180759,Mk10,08:38:01 01-Jun-2019,Argos,0,35.5581,-74.4738,6208,31095,1239,154,,,,,,
ZcTag086,180759,Mk10,09:49:22 01-Jun-2019,Argos,Z,35.8807,-74.7698,15931,65678,3864,46,,,,,,
ZcTag086,180759,Mk10,10:22:54 01-Jun-2019,Argos,Z,35.5022,-75.1769,27177,638992,1155,102,,,,,,
ZcTag086,180759,Mk10,11:19:54 01-Jun-2019,Argos,B,35.6104,-74.4149,11066,12100,10120,87,,,,,,
ZcTag086,180759,Mk10,12:00:40 01-Jun-2019,Argos,B,35.5268,-74.4807,12552,22568,6980,72,,,,,,
ZcTag086,180759,Mk10,12:44:03 01-Jun-2019,Argos,0,35.4893,-74.4559,14519,92356,2282,125,,,,,,
ZcTag086,180759,Mk10,15:02:29 01-Jun-2019,Argos,B,35.2777,-74.3912,17884,34495,9272,106,,,,,,
ZcTag086,180759,Mk10,20:00:56 01-Jun-2019,Argos,1,35.4835,-74.7455,1410,2126,934,130,,,,,,
ZcTag086,180759,Mk10,21:43:36 01-Jun-2019,Argos,1,35.4329,-74.7934,977,5114,186,91,,,,,,
ZcTag086,180759,Mk10,22:29:36 01-Jun-2019,Argos,B,35.4985,-74.9122,9580,13790,6655,64,,,,,,
ZcTag086,180759,Mk10,23:33:01 01-Jun-2019,Argos,B,35.6729,-74.6311,69743,83013,58593,98,,,,,,
ZcTag086,180759,Mk10,00:38:51 02-Jun-2019,Argos,0,35.6223,-74.5711,9082,34585,2385,123,,,,,,
ZcTag086,180759,Mk10,01:14:15 02-Jun-2019,Argos,B,35.6390,-74.5517,8328,15717,4412,119,,,,,,
ZcTag086,180759,Mk10,03:17:04 02-Jun-2019,Argos,A,35.7607,-75.1284,24914,54026,11488,10,,,,,,
ZcTag086,180759,Mk10,10:50:06 02-Jun-2019,Argos,0,35.1915,-75.2394,78438,912872,6739,65,,,,,,
ZcTag086,180759,Mk10,11:50:17 02-Jun-2019,Argos,0,35.3922,-75.1406,17308,66091,4532,34,,,,,,
ZcTag086,180759,Mk10,12:19:54 02-Jun-2019,Argos,0,35.3749,-74.5880,39183,159137,9647,30,,,,,,
ZcTag086,180759,Mk10,12:20:10 02-Jun-2019,Argos,0,35.5507,-74.4695,7714,68839,864,103,,,,,,
