DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag095,180766,Mk10,Weak,12-Aug-2019,16:00:00,12-Aug-2019,15:59:52
ZcTag095,180766,Mk10,Strong,04-Sep-2019,14:06:52,04-Sep-2019,14:06:39
ZcTag095,180766,Mk10,Strong,17-Sep-2019,11:12:05,17-Sep-2019,11:11:49
