DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag094,180772,Mk10,Strong,31-Jul-2019,01:47:02,31-Jul-2019,01:47:05
ZcTag094,180772,Mk10,Strong,31-Jul-2019,10:19:11,31-Jul-2019,10:19:13
