DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
GmTag224,180760,Mk10,DS,4,0,1,35,32,15:47:16 28-Jul-2019,MB,1,41.4763,-103.3251,35.6344,-74.4904,60,,401677881,-128
GmTag224,180760,Mk10,DS,1,0,1,,,16:16:15 28-Jul-2019,MA,B,35.6436,-74.4936,35.6436,-74.4936,6,,401677630,-124
GmTag224,180760,Mk10,DS,1,0,1,,,16:58:11 28-Jul-2019,MC,B,35.6597,-74.4955,35.6597,-74.4955,8,,401677610,-132
GmTag224,180760,Mk10,DS,12,8,3,,,20:39:19 28-Jul-2019,NP,0,35.8376,-74.7871,35.8376,-74.7871,47,,401677662,-125
GmTag224,180760,Mk10,DS,2,0,1,30,30,21:54:44 28-Jul-2019,NK,B,35.9987,-74.6558,35.9987,-74.6558,6,,401677725,-131
GmTag224,180760,Mk10,DS,4,1,1,,,22:24:02 28-Jul-2019,NP,0,35.8543,-74.8686,35.8543,-74.8686,46,,401677749,-123
GmTag224,180760,Mk10,DS,4,0,3,44,32,22:24:02 28-Jul-2019,SR,0,35.8359,-74.8362,35.8359,-74.8362,40,,401677676,-127
GmTag224,180760,Mk10,DS,10,6,1,,,23:28:07 28-Jul-2019,NK,0,35.8846,-74.9199,35.8846,-74.9199,8,,401677638,-135
GmTag224,180760,Mk10,DS,10,4,3,,,00:02:41 29-Jul-2019,SR,1,35.9407,-74.8437,35.9407,-74.8437,45,,401677686,-124
GmTag224,180760,Mk10,DS,11,5,3,,,00:16:13 29-Jul-2019,MA,1,35.9158,-74.7016,35.9158,-74.7016,56,,401677671,-122
GmTag224,180760,Mk10,DS,9,2,2,,,00:29:42 29-Jul-2019,NN,3,35.9301,-74.7998,35.9301,-74.7998,56,,401677637,-125
GmTag224,180760,Mk10,DS,8,3,2,,,00:56:41 29-Jul-2019,MC,3,35.9548,-74.7881,35.9548,-74.7881,56,,401677630,-121
GmTag224,180760,Mk10,DS,2,0,2,204,204,01:13:50 29-Jul-2019,NK,B,35.9550,-74.7825,35.9550,-74.7825,6,,401677628,-133
GmTag224,180760,Mk10,DS,6,0,3,41,30,01:33:14 29-Jul-2019,MB,0,35.9704,-74.9303,35.9704,-74.9303,46,,401677637,-125
GmTag224,180760,Mk10,DS,5,1,1,,,01:54:15 29-Jul-2019,MA,0,35.9530,-74.8530,35.9530,-74.8530,46,,401677617,-114
GmTag224,180760,Mk10,DS,5,3,0,,,02:10:06 29-Jul-2019,NN,0,35.9077,-74.8471,35.9077,-74.8471,46,,401677711,-126
GmTag224,180760,Mk10,DS,8,3,1,,,02:38:16 29-Jul-2019,MC,0,36.0112,-74.8658,36.0112,-74.8658,46,,401677651,-118
GmTag224,180760,Mk10,DS,3,0,1,91,33,09:04:42 29-Jul-2019,NP,A,36.2113,-74.7222,36.2113,-74.7222,8,,401677690,-132
GmTag224,180760,Mk10,DS,7,0,0,80,30,09:36:02 29-Jul-2019,SR,2,36.1468,-74.7654,36.1468,-74.7654,58,,401677641,-126
GmTag224,180760,Mk10,DS,6,0,0,36,32,10:47:22 29-Jul-2019,NP,0,36.2257,-74.7315,36.2257,-74.7315,56,,401677688,-122
GmTag224,180760,Mk10,DS,8,1,0,,,11:15:13 29-Jul-2019,SR,3,36.2112,-74.7324,36.2112,-74.7324,56,,401677639,-120
GmTag224,180760,Mk10,DS,9,1,1,,,11:51:31 29-Jul-2019,NK,2,36.2366,-74.7243,36.2366,-74.7243,48,,401677633,-119
GmTag224,180760,Mk10,DS,4,0,1,31,30,12:34:08 29-Jul-2019,MA,0,36.3144,-74.6668,36.3144,-74.6668,44,,401677719,-127
GmTag224,180760,Mk10,DS,7,0,0,38,32,13:25:44 29-Jul-2019,NK,0,36.2905,-74.6025,36.2905,-74.6025,46,,401677692,-120
GmTag224,180760,Mk10,DS,12,0,3,67,30,14:18:27 29-Jul-2019,MA,2,36.2977,-74.7147,36.2977,-74.7147,58,,401677652,-116
GmTag224,180760,Mk10,DS,5,0,0,71,30,14:31:13 29-Jul-2019,NN,1,36.3072,-74.7114,36.3072,-74.7114,56,,401677637,-125
GmTag224,180760,Mk10,DS,11,1,2,,,14:50:55 29-Jul-2019,MC,0,36.5581,-74.6248,36.5581,-74.6248,46,,401677680,-116
GmTag224,180760,Mk10,DS,7,1,3,,,15:27:28 29-Jul-2019,MB,2,36.3322,-74.7379,36.3322,-74.7379,58,,401677622,-125
GmTag224,180760,Mk10,DS,7,0,0,41,30,15:57:55 29-Jul-2019,MA,0,36.3847,-74.7369,36.3847,-74.7369,45,,401677654,-124
GmTag224,180760,Mk10,DS,4,0,1,63,35,16:16:05 29-Jul-2019,NN,0,36.5474,-74.9008,36.5474,-74.9008,46,,401677740,-135
GmTag224,180760,Mk10,DS,7,0,3,32,30,00:15:21 30-Jul-2019,NN,0,36.1603,-74.9173,36.1603,-74.9173,48,,401677776,-125
GmTag224,180760,Mk10,DS,4,0,1,59,35,00:48:27 30-Jul-2019,NK,0,36.4517,-74.9594,28.8763,-110.8743,58,,401677622,-128
GmTag224,180760,Mk10,DS,3,0,1,103,30,01:06:28 30-Jul-2019,MB,A,36.2767,-74.7474,36.2767,-74.7474,6,,401677702,-130
GmTag224,180760,Mk10,DS,2,0,1,61,61,01:08:51 30-Jul-2019,SR,B,36.2631,-74.8165,36.2631,-74.8165,6,,401677618,-133
GmTag224,180760,Mk10,DS,5,0,2,94,30,01:34:22 30-Jul-2019,MA,0,36.3655,-74.9863,36.3655,-74.9863,46,,401677715,-121
GmTag224,180760,Mk10,DS,2,0,1,36,36,02:01:36 30-Jul-2019,NN,B,36.3135,-74.8593,36.3135,-74.8593,6,,401677741,-125
GmTag224,180760,Mk10,DS,8,0,3,115,30,02:11:20 30-Jul-2019,MC,0,36.3216,-74.8472,36.3216,-74.8472,46,,401677638,-122
GmTag224,180760,Mk10,DS,1,0,1,,,03:54:51 30-Jul-2019,MC,B,36.3169,-74.8441,36.3169,-74.8441,8,,401677627,-133
GmTag224,180760,Mk10,DS,7,0,0,56,31,08:54:17 30-Jul-2019,NP,1,36.2693,-74.7368,36.2693,-74.7368,58,,401677639,-133
GmTag224,180760,Mk10,DS,6,0,3,97,30,09:09:01 30-Jul-2019,SR,3,36.2740,-74.7512,36.2740,-74.7512,56,,401677635,-128
GmTag224,180760,Mk10,DS,7,0,0,98,34,10:35:26 30-Jul-2019,NP,1,36.2414,-74.7178,36.2414,-74.7178,58,,401677652,-122
GmTag224,180760,Mk10,DS,2,0,1,39,39,10:44:12 30-Jul-2019,SR,B,36.1893,-74.4098,36.1893,-74.4098,6,,401677823,-119
GmTag224,180760,Mk10,DS,6,0,1,80,40,11:26:39 30-Jul-2019,NK,3,36.2253,-74.7283,30.5147,-46.9100,68,,401677627,-120
GmTag224,180760,Mk10,DS,1,0,0,,,12:49:18 30-Jul-2019,NN,B,36.2243,-74.7299,30.3238,-46.7345,8,,401677636,-137
GmTag224,180760,Mk10,DS,1,0,1,,,12:57:50 30-Jul-2019,MC,B,36.2223,-74.7288,36.2223,-74.7288,1,,401677645,-134
GmTag224,180760,Mk10,DS,4,0,3,157,30,13:06:27 30-Jul-2019,NK,1,36.2042,-74.7445,36.2042,-74.7445,56,,401677637,-123
GmTag224,180760,Mk10,DS,4,0,1,147,42,14:19:15 30-Jul-2019,NN,2,36.1268,-74.7279,36.1268,-74.7279,58,,401677611,-119
GmTag224,180760,Mk10,DS,3,0,1,33,33,14:42:40 30-Jul-2019,MC,A,36.0356,-74.8355,36.0356,-74.8355,6,,401677712,-122
GmTag224,180760,Mk10,DS,4,0,4,36,30,15:05:43 30-Jul-2019,MB,0,36.2286,-74.6071,36.2286,-74.6071,46,,401677677,-130
GmTag224,180760,Mk10,DS,1,0,0,,,16:05:32 30-Jul-2019,NN,B,36.1804,-74.6113,36.1804,-74.6113,5,,401677795,-135
