DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
GmTag224,180760,1.000000,Transmission,Mk10,43,15:42:00 28-Jul-2019,18:55:24 28-Jul-2019,Message,9,,,,11595.000000,11613.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,43,15:42:00 28-Jul-2019,15:48:18 28-Jul-2019,Surface,,,,,377,379,24,354
GmTag224,180760,1.000000,Transmission,Mk10,43,15:48:18 28-Jul-2019,16:00:32 28-Jul-2019,Dive,1,U,260.0,267.0,733,735,,
GmTag224,180760,1.000000,Transmission,Mk10,43,16:00:32 28-Jul-2019,16:36:18 28-Jul-2019,Surface,,,,,2145,2147,138,2008
GmTag224,180760,1.000000,Transmission,Mk10,43,16:36:18 28-Jul-2019,16:45:52 28-Jul-2019,Dive,1,U,122.0,125.0,573,575,,
GmTag224,180760,1.000000,Transmission,Mk10,43,16:45:52 28-Jul-2019,17:18:38 28-Jul-2019,Surface,,,,,1965,1967,317,1649
GmTag224,180760,1.000000,Transmission,Mk10,43,17:18:38 28-Jul-2019,17:33:08 28-Jul-2019,Dive,1,V,584.0,599.0,869,871,,
GmTag224,180760,1.000000,Transmission,Mk10,43,17:33:08 28-Jul-2019,18:00:04 28-Jul-2019,Surface,,,,,1615,1617,156,1460
GmTag224,180760,1.000000,Transmission,Mk10,43,18:00:04 28-Jul-2019,18:10:12 28-Jul-2019,Dive,1,U,244.0,251.0,607,609,,
GmTag224,180760,1.000000,Transmission,Mk10,43,18:10:12 28-Jul-2019,18:55:24 28-Jul-2019,Surface,,,,,2711,2713,175,2537
GmTag224,180760,1.000000,Transmission,Mk10,34,18:55:00 28-Jul-2019,20:57:32 28-Jul-2019,Message,10,,,,7342.000000,7362.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,34,18:55:00 28-Jul-2019,19:06:24 28-Jul-2019,Dive,1,U,552.0,567.0,683,685,,
GmTag224,180760,1.000000,Transmission,Mk10,34,19:06:24 28-Jul-2019,19:18:12 28-Jul-2019,Surface,,,,,707,709,69,639
GmTag224,180760,1.000000,Transmission,Mk10,34,19:18:12 28-Jul-2019,19:29:52 28-Jul-2019,Dive,1,U,504.0,519.0,699,701,,
GmTag224,180760,1.000000,Transmission,Mk10,34,19:29:52 28-Jul-2019,19:35:48 28-Jul-2019,Surface,,,,,355,357,57,299
GmTag224,180760,1.000000,Transmission,Mk10,34,19:35:48 28-Jul-2019,19:47:10 28-Jul-2019,Dive,1,U,396.0,403.0,681,683,,
GmTag224,180760,1.000000,Transmission,Mk10,34,19:47:10 28-Jul-2019,19:58:22 28-Jul-2019,Surface,,,,,671,673,130,542
GmTag224,180760,1.000000,Transmission,Mk10,34,19:58:22 28-Jul-2019,20:11:52 28-Jul-2019,Dive,1,U,568.0,583.0,809,811,,
GmTag224,180760,1.000000,Transmission,Mk10,34,20:11:52 28-Jul-2019,20:23:06 28-Jul-2019,Surface,,,,,673,675,65,609
GmTag224,180760,1.000000,Transmission,Mk10,34,20:23:06 28-Jul-2019,20:36:12 28-Jul-2019,Dive,1,U,600.0,615.0,785,787,,
GmTag224,180760,1.000000,Transmission,Mk10,34,20:36:12 28-Jul-2019,20:57:32 28-Jul-2019,Surface,,,,,1279,1281,289,991
GmTag224,180760,1.000000,Transmission,Mk10,32,20:58:00 28-Jul-2019,23:48:52 28-Jul-2019,Message,10,,,,10242.000000,10262.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,32,20:58:00 28-Jul-2019,21:12:04 28-Jul-2019,Dive,1,U,568.0,583.0,843,845,,
GmTag224,180760,1.000000,Transmission,Mk10,32,21:12:04 28-Jul-2019,21:18:44 28-Jul-2019,Surface,,,,,399,401,232,168
GmTag224,180760,1.000000,Transmission,Mk10,32,21:18:44 28-Jul-2019,21:31:34 28-Jul-2019,Dive,1,U,520.0,535.0,769,771,,
GmTag224,180760,1.000000,Transmission,Mk10,32,21:31:34 28-Jul-2019,21:39:40 28-Jul-2019,Surface,,,,,485,487,157,329
GmTag224,180760,1.000000,Transmission,Mk10,32,21:39:40 28-Jul-2019,21:54:16 28-Jul-2019,Dive,1,U,552.0,567.0,875,877,,
GmTag224,180760,1.000000,Transmission,Mk10,32,21:54:16 28-Jul-2019,22:10:28 28-Jul-2019,Surface,,,,,971,973,219,753
GmTag224,180760,1.000000,Transmission,Mk10,32,22:10:28 28-Jul-2019,22:23:22 28-Jul-2019,Dive,1,U,552.0,567.0,773,775,,
GmTag224,180760,1.000000,Transmission,Mk10,32,22:23:22 28-Jul-2019,22:27:48 28-Jul-2019,Surface,,,,,265,267,26,240
GmTag224,180760,1.000000,Transmission,Mk10,32,22:27:48 28-Jul-2019,22:39:02 28-Jul-2019,Dive,1,U,648.0,663.0,673,675,,
GmTag224,180760,1.000000,Transmission,Mk10,32,22:39:02 28-Jul-2019,23:48:52 28-Jul-2019,Surface,,,,,4189,4191,676,3514
GmTag224,180760,1.000000,Transmission,Mk10,19,23:49:00 28-Jul-2019,02:23:52 29-Jul-2019,Message,10,,,,9282.000000,9302.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,19,23:49:00 28-Jul-2019,23:58:10 28-Jul-2019,Dive,1,U,276.0,283.0,549,551,,
GmTag224,180760,1.000000,Transmission,Mk10,19,23:58:10 28-Jul-2019,00:03:28 29-Jul-2019,Surface,,,,,317,319,133,185
GmTag224,180760,1.000000,Transmission,Mk10,19,00:03:28 29-Jul-2019,00:14:36 29-Jul-2019,Dive,1,U,268.0,275.0,667,669,,
GmTag224,180760,1.000000,Transmission,Mk10,19,00:14:36 29-Jul-2019,01:22:32 29-Jul-2019,Surface,,,,,4075,4077,263,3813
GmTag224,180760,1.000000,Transmission,Mk10,19,01:22:32 29-Jul-2019,01:33:10 29-Jul-2019,Dive,1,U,244.0,251.0,637,639,,
GmTag224,180760,1.000000,Transmission,Mk10,19,01:33:10 29-Jul-2019,01:56:04 29-Jul-2019,Surface,,,,,1373,1375,266,1108
GmTag224,180760,1.000000,Transmission,Mk10,19,01:56:04 29-Jul-2019,02:09:14 29-Jul-2019,Dive,1,U,300.0,307.0,789,791,,
GmTag224,180760,1.000000,Transmission,Mk10,19,02:09:14 29-Jul-2019,02:14:08 29-Jul-2019,Surface,,,,,293,295,85,209
GmTag224,180760,1.000000,Transmission,Mk10,19,02:14:08 29-Jul-2019,02:20:00 29-Jul-2019,Dive,1,U,260.0,267.0,351,353,,
GmTag224,180760,1.000000,Transmission,Mk10,19,02:20:00 29-Jul-2019,02:23:52 29-Jul-2019,Surface,,,,,231,233,37,195
GmTag224,180760,1.000000,Transmission,Mk10,18,02:23:00 29-Jul-2019,05:24:52 29-Jul-2019,Message,10,,,,10902.000000,10922.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,18,02:23:00 29-Jul-2019,02:37:04 29-Jul-2019,Dive,1,Square,568.0,583.0,843,845,,
GmTag224,180760,1.000000,Transmission,Mk10,18,02:37:04 29-Jul-2019,02:54:04 29-Jul-2019,Surface,,,,,1019,1021,494,526
GmTag224,180760,1.000000,Transmission,Mk10,18,02:54:04 29-Jul-2019,03:09:24 29-Jul-2019,Dive,1,U,600.0,615.0,919,921,,
GmTag224,180760,1.000000,Transmission,Mk10,18,03:09:24 29-Jul-2019,03:14:08 29-Jul-2019,Surface,,,,,283,285,92,192
GmTag224,180760,1.000000,Transmission,Mk10,18,03:14:08 29-Jul-2019,03:20:24 29-Jul-2019,Dive,1,V,252.0,259.0,375,377,,
GmTag224,180760,1.000000,Transmission,Mk10,18,03:20:24 29-Jul-2019,04:44:08 29-Jul-2019,Surface,,,,,5023,5025,324,4700
GmTag224,180760,1.000000,Transmission,Mk10,18,04:44:08 29-Jul-2019,04:56:58 29-Jul-2019,Dive,1,U,520.0,535.0,769,771,,
GmTag224,180760,1.000000,Transmission,Mk10,18,04:56:58 29-Jul-2019,05:02:44 29-Jul-2019,Surface,,,,,345,347,223,123
GmTag224,180760,1.000000,Transmission,Mk10,18,05:02:44 29-Jul-2019,05:16:58 29-Jul-2019,Dive,1,U,536.0,551.0,853,855,,
GmTag224,180760,1.000000,Transmission,Mk10,18,05:16:58 29-Jul-2019,05:24:52 29-Jul-2019,Surface,,,,,473,475,168,306
GmTag224,180760,1.000000,Transmission,Mk10,14,05:25:00 29-Jul-2019,06:54:16 29-Jul-2019,Message,10,,,,5346.000000,5366.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,14,05:25:00 29-Jul-2019,05:37:26 29-Jul-2019,Dive,1,U,436.0,443.0,745,747,,
GmTag224,180760,1.000000,Transmission,Mk10,14,05:37:26 29-Jul-2019,05:43:24 29-Jul-2019,Surface,,,,,357,359,185,173
GmTag224,180760,1.000000,Transmission,Mk10,14,05:43:24 29-Jul-2019,05:56:24 29-Jul-2019,Dive,1,U,372.0,379.0,779,781,,
GmTag224,180760,1.000000,Transmission,Mk10,14,05:56:24 29-Jul-2019,06:02:08 29-Jul-2019,Surface,,,,,343,345,155,189
GmTag224,180760,1.000000,Transmission,Mk10,14,06:02:08 29-Jul-2019,06:15:28 29-Jul-2019,Dive,1,Square,324.0,331.0,799,801,,
GmTag224,180760,1.000000,Transmission,Mk10,14,06:15:28 29-Jul-2019,06:19:04 29-Jul-2019,Surface,,,,,215,217,98,118
GmTag224,180760,1.000000,Transmission,Mk10,14,06:19:04 29-Jul-2019,06:30:38 29-Jul-2019,Dive,1,U,332.0,339.0,693,695,,
GmTag224,180760,1.000000,Transmission,Mk10,14,06:30:38 29-Jul-2019,06:35:12 29-Jul-2019,Surface,,,,,273,275,97,177
GmTag224,180760,1.000000,Transmission,Mk10,14,06:35:12 29-Jul-2019,06:50:38 29-Jul-2019,Dive,1,U,536.0,551.0,925,927,,
GmTag224,180760,1.000000,Transmission,Mk10,14,06:50:38 29-Jul-2019,06:54:16 29-Jul-2019,Surface,,,,,217,219,70,148
GmTag224,180760,1.000000,Transmission,Mk10,12,06:54:00 29-Jul-2019,08:29:04 29-Jul-2019,Message,10,,,,5694.000000,5714.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,12,06:54:00 29-Jul-2019,07:06:24 29-Jul-2019,Dive,1,U,584.0,599.0,743,745,,
GmTag224,180760,1.000000,Transmission,Mk10,12,07:06:24 29-Jul-2019,07:11:04 29-Jul-2019,Surface,,,,,279,281,181,99
GmTag224,180760,1.000000,Transmission,Mk10,12,07:11:04 29-Jul-2019,07:22:06 29-Jul-2019,Dive,1,V,536.0,551.0,661,663,,
GmTag224,180760,1.000000,Transmission,Mk10,12,07:22:06 29-Jul-2019,07:28:08 29-Jul-2019,Surface,,,,,361,363,245,117
GmTag224,180760,1.000000,Transmission,Mk10,12,07:28:08 29-Jul-2019,07:40:26 29-Jul-2019,Dive,1,U,568.0,583.0,737,739,,
GmTag224,180760,1.000000,Transmission,Mk10,12,07:40:26 29-Jul-2019,07:46:40 29-Jul-2019,Surface,,,,,373,375,157,217
GmTag224,180760,1.000000,Transmission,Mk10,12,07:46:40 29-Jul-2019,08:00:12 29-Jul-2019,Dive,1,U,584.0,599.0,811,813,,
GmTag224,180760,1.000000,Transmission,Mk10,12,08:00:12 29-Jul-2019,08:05:08 29-Jul-2019,Surface,,,,,295,297,220,76
GmTag224,180760,1.000000,Transmission,Mk10,12,08:05:08 29-Jul-2019,08:17:50 29-Jul-2019,Dive,1,U,568.0,583.0,761,763,,
GmTag224,180760,1.000000,Transmission,Mk10,12,08:17:50 29-Jul-2019,08:29:04 29-Jul-2019,Surface,,,,,673,675,239,435
GmTag224,180760,1.000000,Transmission,Mk10,11,08:29:00 29-Jul-2019,10:48:24 29-Jul-2019,Message,10,,,,8354.000000,8374.000000,,
GmTag224,180760,1.000000,Transmission,Mk10,11,08:29:00 29-Jul-2019,08:40:52 29-Jul-2019,Dive,1,Square,300.0,307.0,711,713,,
GmTag224,180760,1.000000,Transmission,Mk10,11,08:40:52 29-Jul-2019,08:46:56 29-Jul-2019,Surface,,,,,363,365,129,235
GmTag224,180760,1.000000,Transmission,Mk10,11,08:46:56 29-Jul-2019,08:51:36 29-Jul-2019,Dive,1,U,234.0,237.0,279,281,,
