DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag097,180773,Mk10,Strong,15-Aug-2019,01:02:17,15-Aug-2019,01:02:21
ZcTag097,180773,Mk10,Strong,17-Sep-2019,02:03:20,17-Sep-2019,02:03:29
