DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag097,180773,Mk10,22:51:20 12-Aug-2019,Argos,Z,34.1610,-96.0635,,,,,,,,,,Speed to avg loc 70 x median
ZcTag097,180773,Mk10,22:51:24 12-Aug-2019,Argos,1,28.0710,-109.7123,903,3681,221,176,,,,,,Speed to avg loc 123 x median
ZcTag097,180773,Mk10,00:51:40 13-Aug-2019,Argos,0,35.5352,-74.2346,10280,49844,2120,125,,,,,,
ZcTag097,180773,Mk10,00:52:19 13-Aug-2019,Argos,A,35.8052,-74.6005,5815,12133,2786,119,,,,,,
ZcTag097,180773,Mk10,01:21:19 13-Aug-2019,Argos,0,35.7334,-74.4338,46259,225368,9495,101,,,,,,
ZcTag097,180773,Mk10,01:42:18 13-Aug-2019,Argos,0,35.6601,-74.3009,16509,70147,3885,68,,,,,,
ZcTag097,180773,Mk10,03:26:42 13-Aug-2019,Argos,0,35.6550,-74.7144,18246,41025,8115,8,,,,,,
ZcTag097,180773,Mk10,10:07:13 13-Aug-2019,Argos,0,35.6292,-74.6772,2134,11856,384,55,,,,,,
ZcTag097,180773,Mk10,10:30:56 13-Aug-2019,Argos,0,35.7663,-74.5944,31256,44584,21911,90,,,,,,
ZcTag097,180773,Mk10,14:57:40 13-Aug-2019,Argos,0,35.5236,-73.9914,39333,358882,4310,128,,,,,,
ZcTag097,180773,Mk10,21:55:07 13-Aug-2019,Argos,B,36.0846,-74.0585,44525,188952,10492,86,,,,,,
ZcTag097,180773,Mk10,23:25:51 13-Aug-2019,Argos,B,36.1044,-74.0894,46144,99788,21338,85,,,,,,
ZcTag097,180773,Mk10,00:40:00 14-Aug-2019,Argos,0,35.4510,-75.2987,94477,,,,,,,,,
ZcTag097,180773,Mk10,00:56:00 14-Aug-2019,Argos,0,35.3749,-75.4161,27483,616817,1224,86,,,,,,
ZcTag097,180773,Mk10,01:10:11 14-Aug-2019,Argos,A,35.4177,-74.8403,5110,12245,2132,108,,,,,,
ZcTag097,180773,Mk10,01:20:39 14-Aug-2019,Argos,0,35.5449,-74.8588,18991,42909,8405,96,,,,,,
