DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
ZcTag097,180773,Mk10,,91,495,98,4,2181,,,,,14,19:29:12 12-Aug-2019,01:43:17 18-Sep-2019,36,16:00:00 12-Aug-2019,00:00:00 26-Aug-2019,13,,,
