DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
ZcTag087,180757,Mk10,,82,167,100,4,724,,,,,14,14:33:20 02-Jun-2019,14:01:55 23-Jun-2019,21,12:00:00 02-Jun-2019,00:00:00 16-Jun-2019,14,,,
