DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag087,180757,Mk10,DS,8,0,2,22,15,14:34:31 02-Jun-2019,MC,0,35.6357,-74.7034,33.9689,-66.5850,50,,401677517,-118
ZcTag087,180757,Mk10,DS,7,0,3,22,14,15:33:23 02-Jun-2019,MA,0,35.6940,-74.7070,35.6940,-74.7070,56,,401677562,-124
ZcTag087,180757,Mk10,DS,3,0,3,19,18,16:18:16 02-Jun-2019,MC,A,35.6992,-74.7906,35.6992,-74.7906,7,,401677535,-126
ZcTag087,180757,Mk10,DS,4,0,4,43,19,23:45:46 02-Jun-2019,NN,0,35.6856,-74.7346,35.6856,-74.7346,58,,401677490,-132
ZcTag087,180757,Mk10,DS,4,0,3,36,20,23:44:59 02-Jun-2019,NK,0,35.8667,-75.0432,35.8667,-75.0432,58,,401677517,-128
ZcTag087,180757,Mk10,DS,1,0,1,,,00:48:25 03-Jun-2019,SR,B,35.6256,-74.6977,35.6256,-74.6977,5,,401677612,-134
ZcTag087,180757,Mk10,DS,2,0,2,20,20,02:26:26 03-Jun-2019,MB,B,35.5594,-74.6514,35.5594,-74.6514,8,,401677536,-130
ZcTag087,180757,Mk10,DS,1,0,1,,,03:03:55 03-Jun-2019,NN,B,35.5440,-74.6511,35.5440,-74.6511,8,,401677527,-140
ZcTag087,180757,Mk10,DS,9,0,7,24,15,09:59:12 03-Jun-2019,NP,1,35.5672,-74.7309,35.5672,-74.7309,58,,401677492,-120
ZcTag087,180757,Mk10,DS,1,0,1,,,11:52:46 03-Jun-2019,NK,B,35.5619,-74.7350,35.5619,-74.7350,8,,401677512,-137
ZcTag087,180757,Mk10,DS,1,0,1,,,13:39:54 03-Jun-2019,MA,B,35.5003,-74.7649,35.5003,-74.7649,8,,401677528,-125
ZcTag087,180757,Mk10,DS,2,0,1,18,18,13:40:03 03-Jun-2019,NK,B,35.5207,-74.7598,35.5207,-74.7598,6,,401677519,-135
ZcTag087,180757,Mk10,DS,1,0,1,,,13:43:42 03-Jun-2019,NN,B,35.4894,-74.7312,35.4894,-74.7312,6,,401677495,-137
ZcTag087,180757,Mk10,DS,1,0,1,,,14:22:24 03-Jun-2019,MC,B,35.4820,-74.7414,35.4820,-74.7414,6,,401677514,-129
ZcTag087,180757,Mk10,DS,1,0,1,,,14:56:00 03-Jun-2019,MB,B,35.4771,-74.7451,35.4771,-74.7451,8,,401677511,-134
ZcTag087,180757,Mk10,DS,4,0,4,18,17,15:58:53 03-Jun-2019,MC,0,35.4954,-74.7446,35.4954,-74.7446,58,,401677506,-124
ZcTag087,180757,Mk10,DS,2,0,2,46,46,23:06:13 03-Jun-2019,NP,B,35.5795,-74.8242,35.5795,-74.8242,8,,401677497,-137
ZcTag087,180757,Mk10,DS,1,0,1,,,23:12:32 03-Jun-2019,NK,B,35.5752,-74.8075,35.5752,-74.8075,6,,401677439,-129
ZcTag087,180757,Mk10,DS,1,0,1,,,23:28:24 03-Jun-2019,NN,B,35.5689,-74.8256,35.5689,-74.8256,6,,401677471,-135
ZcTag087,180757,Mk10,DS,2,0,2,21,21,00:59:41 04-Jun-2019,MA,B,35.5738,-74.7656,35.5738,-74.7656,8,,401677461,-131
ZcTag087,180757,Mk10,DS,2,0,1,112,112,01:07:47 04-Jun-2019,NN,B,35.4664,-74.7926,35.4664,-74.7926,6,,401677465,-128
ZcTag087,180757,Mk10,DS,2,0,2,58,58,01:40:58 04-Jun-2019,MC,B,35.4629,-74.8055,35.4629,-74.8055,5,,401677481,-131
ZcTag087,180757,Mk10,DS,2,0,1,82,82,22:44:39 08-Jun-2019,NK,B,35.1436,-74.2097,38.5223,-55.8157,,,401677496,-130
