DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:25:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:30:00,,,,155.0,24.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:35:00,,,,77.0,12.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:40:00,,,,710.0,97.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:45:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:50:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,16:55:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:00:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:05:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:10:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:15:00,,,,887.0,99.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:20:00,,,,576.0,51.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:25:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:30:00,,,,111.0,24.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:35:00,,,,111.0,24.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:40:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:45:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:50:00,,,,200.0,25.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,17:55:00,,,,11.0,11.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:00:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:05:00,,,,399.0,49.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:10:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:15:00,,,,155.0,24.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:20:00,,,,77.0,12.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:25:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:30:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:35:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:40:00,,,,200.0,25.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:45:00,,,,11.0,11.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:50:00,,,,244.0,25.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,18:55:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:00:00,,,,310.0,48.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:05:00,,,,77.0,12.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:10:00,,,,155.0,24.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:15:00,,,,710.0,97.00,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:20:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:25:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:30:00,,,,1241.0,103.50,,,,
ZcTag089,180768,1.000000,Transmission,Mk10,02-Jun-2019,19:35:00,,,,1241.0,103.50,,,,
