DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
ZcTag096,180774,1.000000,Transmission,Mk10,32,16:00:00 12-Aug-2019,20:00:00 12-Aug-2019,,,,0.0,0.00,1328.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,31,20:00:00 12-Aug-2019,00:00:00 13-Aug-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,20,00:00:00 13-Aug-2019,04:00:00 13-Aug-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,20,04:00:00 13-Aug-2019,08:00:00 13-Aug-2019,,,,0.0,0.00,960.0,7.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,19,08:00:00 13-Aug-2019,12:00:00 13-Aug-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,25,12:00:00 13-Aug-2019,16:00:00 13-Aug-2019,,,,0.0,0.00,1680.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,19,16:00:00 13-Aug-2019,20:00:00 13-Aug-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,19,20:00:00 13-Aug-2019,00:00:00 14-Aug-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,14,00:00:00 14-Aug-2019,04:00:00 14-Aug-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,28,04:00:00 14-Aug-2019,08:00:00 14-Aug-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,19,08:00:00 14-Aug-2019,12:00:00 14-Aug-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,21,12:00:00 14-Aug-2019,16:00:00 14-Aug-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,20,16:00:00 14-Aug-2019,20:00:00 14-Aug-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,25,20:00:00 14-Aug-2019,00:00:00 15-Aug-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,27,00:00:00 15-Aug-2019,04:00:00 15-Aug-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,22,04:00:00 15-Aug-2019,08:00:00 15-Aug-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,21,08:00:00 15-Aug-2019,12:00:00 15-Aug-2019,,,,0.0,0.00,1200.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,19,12:00:00 15-Aug-2019,16:00:00 15-Aug-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,16,16:00:00 15-Aug-2019,20:00:00 15-Aug-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,13,20:00:00 15-Aug-2019,00:00:00 16-Aug-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,12,00:00:00 16-Aug-2019,04:00:00 16-Aug-2019,,,,0.0,0.00,1328.0,15.50,,,,,,,
ZcTag096,180774,1.000000,Transmission,Mk10,15,04:00:00 16-Aug-2019,08:00:00 16-Aug-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
