DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
ZcTag084,180753,1.000000,Transmission,Mk10,52,12:00:00 23-May-2019,16:00:00 23-May-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,62,16:00:00 23-May-2019,20:00:00 23-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,50,20:00:00 23-May-2019,00:00:00 24-May-2019,,,,0.0,0.00,1712.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,58,00:00:00 24-May-2019,04:00:00 24-May-2019,,,,0.0,0.00,1744.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,50,04:00:00 24-May-2019,08:00:00 24-May-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,42,08:00:00 24-May-2019,12:00:00 24-May-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,30,12:00:00 24-May-2019,16:00:00 24-May-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,41,16:00:00 24-May-2019,20:00:00 24-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,34,20:00:00 24-May-2019,00:00:00 25-May-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,31,00:00:00 25-May-2019,04:00:00 25-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,36,04:00:00 25-May-2019,08:00:00 25-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,34,08:00:00 25-May-2019,12:00:00 25-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,37,12:00:00 25-May-2019,16:00:00 25-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,33,16:00:00 25-May-2019,20:00:00 25-May-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,32,20:00:00 25-May-2019,00:00:00 26-May-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,30,00:00:00 26-May-2019,04:00:00 26-May-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,35,04:00:00 26-May-2019,08:00:00 26-May-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,36,08:00:00 26-May-2019,12:00:00 26-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,35,12:00:00 26-May-2019,16:00:00 26-May-2019,,,,0.0,0.00,1680.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,33,16:00:00 26-May-2019,20:00:00 26-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,37,20:00:00 26-May-2019,00:00:00 27-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,34,00:00:00 27-May-2019,04:00:00 27-May-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,30,04:00:00 27-May-2019,08:00:00 27-May-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,40,08:00:00 27-May-2019,12:00:00 27-May-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,32,12:00:00 27-May-2019,16:00:00 27-May-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,34,16:00:00 27-May-2019,20:00:00 27-May-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,37,20:00:00 27-May-2019,00:00:00 28-May-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,38,00:00:00 28-May-2019,04:00:00 28-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,29,04:00:00 28-May-2019,08:00:00 28-May-2019,,,,0.0,0.00,1200.0,15.50,,,,,,,
ZcTag084,180753,1.000000,Transmission,Mk10,32,08:00:00 28-May-2019,12:00:00 28-May-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
