DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag084,180753,Mk10,DS,8,0,1,21,16,13:03:36 23-May-2019,MC,0,24.5756,-22.1670,24.5756,-22.1670,40,,401677745,-128
ZcTag084,180753,Mk10,DS,2,0,1,52,52,14:09:24 23-May-2019,MA,B,32.8820,-59.0912,35.4388,-76.9354,8,,401677745,-127
ZcTag084,180753,Mk10,DS,4,0,1,268,15,14:10:42 23-May-2019,NN,0,33.2654,-76.5495,33.2654,-76.5495,46,,401677837,-132
ZcTag084,180753,Mk10,DS,6,0,1,24,14,14:48:53 23-May-2019,MC,A,34.5904,-66.6957,36.3920,-76.8805,68,,401677798,-124
ZcTag084,180753,Mk10,DS,4,0,0,16,14,15:12:43 23-May-2019,MB,B,33.2672,-76.5381,33.2672,-76.5381,8,,401677733,-125
ZcTag084,180753,Mk10,DS,7,2,2,,,00:00:19 24-May-2019,NN,0,35.6814,-74.6675,35.6814,-74.6675,50,,401677837,-126
ZcTag084,180753,Mk10,DS,5,0,2,18,14,01:24:40 24-May-2019,MA,0,35.6508,-74.6619,35.6508,-74.6619,46,,401677887,-119
ZcTag084,180753,Mk10,DS,4,0,2,27,15,01:39:37 24-May-2019,NN,0,35.5741,-74.7609,35.5741,-74.7609,46,,401677883,-125
ZcTag084,180753,Mk10,DS,9,4,2,,,02:04:16 24-May-2019,MC,0,35.5918,-74.7827,35.5918,-74.7827,56,,401677868,-112
ZcTag084,180753,Mk10,DS,3,0,1,17,17,03:06:55 24-May-2019,MA,A,35.6315,-74.7584,35.6315,-74.7584,6,,401677910,-129
ZcTag084,180753,Mk10,DS,1,0,0,,,03:48:21 24-May-2019,MC,B,35.6338,-74.7575,35.6338,-74.7575,8,,401677866,-131
ZcTag084,180753,Mk10,DS,1,0,0,,,08:29:24 24-May-2019,NP,B,35.6256,-74.7177,35.6256,-74.7177,8,,401677895,-137
ZcTag084,180753,Mk10,DS,6,1,1,,,08:58:21 24-May-2019,SR,0,35.6750,-74.5917,35.6750,-74.5917,56,,401677876,-131
ZcTag084,180753,Mk10,DS,7,2,0,,,10:31:50 24-May-2019,SR,0,35.6018,-74.4269,35.6018,-74.4269,57,,401677902,-119
ZcTag084,180753,Mk10,DS,3,0,2,34,17,11:11:15 24-May-2019,NK,A,35.4853,-74.4608,35.4853,-74.4608,8,,401677907,-129
