"","DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","dive_labels"
"23","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",14:40:00,NA,NA,NA,267,27.5,NA,NA,NA,NA,4
"24","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",14:45:00,NA,NA,NA,122,26,NA,NA,NA,NA,4
"25","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",14:50:00,NA,NA,NA,12,12.5,NA,NA,NA,NA,0
"26","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",14:55:00,NA,NA,NA,219,27,NA,NA,NA,NA,5
"27","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:00:00,NA,NA,NA,267,27.5,NA,NA,NA,NA,5
"28","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:05:00,NA,NA,NA,219,27,NA,NA,NA,NA,5
"29","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:10:00,NA,NA,NA,85,13.5,NA,NA,NA,NA,0
"30","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:15:00,NA,NA,NA,61,13,NA,NA,NA,NA,0
"31","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:20:00,NA,NA,NA,219,27,NA,NA,NA,NA,6
"32","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:25:00,NA,NA,NA,219,27,NA,NA,NA,NA,6
"33","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:30:00,NA,NA,NA,122,26,NA,NA,NA,NA,6
"34","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:35:00,NA,NA,NA,12,12.5,NA,NA,NA,NA,0
"35","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:40:00,NA,NA,NA,219,27,NA,NA,NA,NA,7
"36","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:45:00,NA,NA,NA,267,27.5,NA,NA,NA,NA,7
"37","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:50:00,NA,NA,NA,219,27,NA,NA,NA,NA,7
"38","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",15:55:00,NA,NA,NA,267,27.5,NA,NA,NA,NA,7
"39","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:00:00,NA,NA,NA,238,30,NA,NA,NA,NA,7
"40","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:05:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"41","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:10:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,8
"42","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:15:00,NA,NA,NA,687,61,NA,NA,NA,NA,8
"43","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:20:00,NA,NA,NA,1268,120.5,NA,NA,NA,NA,8
"44","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:25:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"45","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:30:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"46","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:35:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"47","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:40:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"48","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:45:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"49","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:50:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"50","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",16:55:00,NA,NA,NA,1480,123,NA,NA,NA,NA,8
"51","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:00:00,NA,NA,NA,1057,118,NA,NA,NA,NA,8
"52","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:05:00,NA,NA,NA,687,61,NA,NA,NA,NA,8
"53","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:10:00,NA,NA,NA,370,57.5,NA,NA,NA,NA,8
"54","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:15:00,NA,NA,NA,66,14.5,NA,NA,NA,NA,0
"55","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:20:00,NA,NA,NA,185,29,NA,NA,NA,NA,9
"56","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:25:00,NA,NA,NA,291,30,NA,NA,NA,NA,9
"57","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:30:00,NA,NA,NA,185,29,NA,NA,NA,NA,9
"58","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:35:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"59","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:40:00,NA,NA,NA,185,29,NA,NA,NA,NA,10
"60","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:45:00,NA,NA,NA,238,30,NA,NA,NA,NA,10
"61","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:50:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,10
"62","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",17:55:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"63","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",18:00:00,NA,NA,NA,238,30,NA,NA,NA,NA,11
"64","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",18:05:00,NA,NA,NA,185,29,NA,NA,NA,NA,11
"65","ZcTag084",180753,1,"Transmission","Mk10","23-May-2019",18:10:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,11
