"","DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","dive_labels"
"828","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",09:45:00,NA,NA,NA,185,29,NA,NA,NA,NA,143
"829","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",09:50:00,NA,NA,NA,238,30,NA,NA,NA,NA,143
"830","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",09:55:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,143
"831","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:00:00,NA,NA,NA,92,14.5,NA,NA,NA,NA,0
"832","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:05:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,144
"833","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:10:00,NA,NA,NA,185,29,NA,NA,NA,NA,144
"834","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:15:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"835","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:20:00,NA,NA,NA,291,30,NA,NA,NA,NA,145
"836","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:25:00,NA,NA,NA,846,116,NA,NA,NA,NA,145
"837","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:30:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"838","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:35:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"839","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:40:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"840","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:45:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"841","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:50:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"842","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",10:55:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"843","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:00:00,NA,NA,NA,1480,123,NA,NA,NA,NA,145
"844","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:05:00,NA,NA,NA,1057,118,NA,NA,NA,NA,145
"845","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:10:00,NA,NA,NA,581,59.5,NA,NA,NA,NA,145
"846","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:15:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,145
"847","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:20:00,NA,NA,NA,92,14.5,NA,NA,NA,NA,0
"848","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:25:00,NA,NA,NA,185,29,NA,NA,NA,NA,146
"849","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:30:00,NA,NA,NA,185,29,NA,NA,NA,NA,146
"850","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:35:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"851","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:40:00,NA,NA,NA,132,28.5,NA,NA,NA,NA,147
"852","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:45:00,NA,NA,NA,185,29,NA,NA,NA,NA,147
"853","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:50:00,NA,NA,NA,185,29,NA,NA,NA,NA,147
"854","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",11:55:00,NA,NA,NA,13,13.5,NA,NA,NA,NA,0
"855","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:00:00,NA,NA,NA,140,30,NA,NA,NA,NA,148
"856","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:05:00,NA,NA,NA,140,30,NA,NA,NA,NA,148
"857","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:10:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"858","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:15:00,NA,NA,NA,252,31.5,NA,NA,NA,NA,149
"859","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:20:00,NA,NA,NA,897,122,NA,NA,NA,NA,149
"860","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:25:00,NA,NA,NA,1121,124.5,NA,NA,NA,NA,149
"861","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:30:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"862","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:35:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"863","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:40:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"864","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:45:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"865","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:50:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"866","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",12:55:00,NA,NA,NA,1345,127,NA,NA,NA,NA,149
"867","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:00:00,NA,NA,NA,897,122,NA,NA,NA,NA,149
"868","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:05:00,NA,NA,NA,728,64.5,NA,NA,NA,NA,149
"869","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:10:00,NA,NA,NA,392,60.5,NA,NA,NA,NA,149
"870","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:15:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"871","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:20:00,NA,NA,NA,196,30.5,NA,NA,NA,NA,150
"872","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:25:00,NA,NA,NA,252,31.5,NA,NA,NA,NA,150
"873","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:30:00,NA,NA,NA,70,15,NA,NA,NA,NA,0
"874","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:35:00,NA,NA,NA,98,15.5,NA,NA,NA,NA,151
"875","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:40:00,NA,NA,NA,140,30,NA,NA,NA,NA,151
"876","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:45:00,NA,NA,NA,98,15.5,NA,NA,NA,NA,151
"877","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:50:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"878","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",13:55:00,NA,NA,NA,505,62,NA,NA,NA,NA,152
"879","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:00:00,NA,NA,NA,1121,124.5,NA,NA,NA,NA,152
"880","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:05:00,NA,NA,NA,1345,127,NA,NA,NA,NA,152
"881","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:10:00,NA,NA,NA,1569,129.5,NA,NA,NA,NA,152
"882","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:15:00,NA,NA,NA,1569,129.5,NA,NA,NA,NA,152
"883","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:20:00,NA,NA,NA,1569,129.5,NA,NA,NA,NA,152
"884","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:25:00,NA,NA,NA,1569,129.5,NA,NA,NA,NA,152
"885","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:30:00,NA,NA,NA,1569,129.5,NA,NA,NA,NA,152
"886","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:35:00,NA,NA,NA,1345,127,NA,NA,NA,NA,152
"887","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:40:00,NA,NA,NA,897,122,NA,NA,NA,NA,152
"888","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:45:00,NA,NA,NA,392,60.5,NA,NA,NA,NA,152
"889","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:50:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"890","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",14:55:00,NA,NA,NA,252,31.5,NA,NA,NA,NA,153
"891","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:00:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"892","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:05:00,NA,NA,NA,196,30.5,NA,NA,NA,NA,154
"893","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:10:00,NA,NA,NA,252,31.5,NA,NA,NA,NA,154
"894","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:15:00,NA,NA,NA,42,15,NA,NA,NA,NA,0
"895","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:20:00,NA,NA,NA,140,30,NA,NA,NA,NA,155
"896","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:25:00,NA,NA,NA,196,30.5,NA,NA,NA,NA,155
"897","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:30:00,NA,NA,NA,196,30.5,NA,NA,NA,NA,155
"898","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:35:00,NA,NA,NA,42,15,NA,NA,NA,NA,0
"899","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:40:00,NA,NA,NA,140,30,NA,NA,NA,NA,156
"900","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:45:00,NA,NA,NA,196,30.5,NA,NA,NA,NA,156
"901","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:50:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"902","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",15:55:00,NA,NA,NA,14,14.5,NA,NA,NA,NA,0
"903","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:00:00,NA,NA,NA,546,56.5,NA,NA,NA,NA,157
"904","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:05:00,NA,NA,NA,993,111.5,NA,NA,NA,NA,157
"905","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:10:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"906","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:15:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"907","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:20:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"908","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:25:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"909","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:30:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"910","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:35:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,157
"911","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:40:00,NA,NA,NA,1192,114,NA,NA,NA,NA,157
"912","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:45:00,NA,NA,NA,1192,114,NA,NA,NA,NA,157
"913","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:50:00,NA,NA,NA,795,109,NA,NA,NA,NA,157
"914","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",16:55:00,NA,NA,NA,348,54,NA,NA,NA,NA,157
"915","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:00:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"916","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:05:00,NA,NA,NA,174,27,NA,NA,NA,NA,158
"917","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:10:00,NA,NA,NA,224,28,NA,NA,NA,NA,158
"918","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:15:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"919","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:20:00,NA,NA,NA,174,27,NA,NA,NA,NA,159
"920","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:25:00,NA,NA,NA,224,28,NA,NA,NA,NA,159
"921","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:30:00,NA,NA,NA,273,28.5,NA,NA,NA,NA,159
"922","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:35:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,159
"923","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:40:00,NA,NA,NA,87,14,NA,NA,NA,NA,0
"924","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:45:00,NA,NA,NA,174,27,NA,NA,NA,NA,160
"925","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:50:00,NA,NA,NA,224,28,NA,NA,NA,NA,160
"926","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",17:55:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"927","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:00:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,161
"928","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:05:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,161
"929","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:10:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"930","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:15:00,NA,NA,NA,273,28.5,NA,NA,NA,NA,162
"931","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:20:00,NA,NA,NA,795,109,NA,NA,NA,NA,162
"932","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:25:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"933","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:30:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"934","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:35:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"935","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:40:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"936","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:45:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"937","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:50:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"938","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",18:55:00,NA,NA,NA,1192,114,NA,NA,NA,NA,162
"939","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:00:00,NA,NA,NA,795,109,NA,NA,NA,NA,162
"940","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:05:00,NA,NA,NA,447,55.5,NA,NA,NA,NA,162
"941","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:10:00,NA,NA,NA,37,13.5,NA,NA,NA,NA,0
"942","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:15:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,163
"943","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:20:00,NA,NA,NA,37,13.5,NA,NA,NA,NA,0
"944","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:25:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,164
"945","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:30:00,NA,NA,NA,174,27,NA,NA,NA,NA,164
"946","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:35:00,NA,NA,NA,224,28,NA,NA,NA,NA,164
"947","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:40:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"948","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:45:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,165
"949","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:50:00,NA,NA,NA,348,54,NA,NA,NA,NA,165
"950","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",19:55:00,NA,NA,NA,348,54,NA,NA,NA,NA,165
"951","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:00:00,NA,NA,NA,348,54,NA,NA,NA,NA,165
"952","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:05:00,NA,NA,NA,87,14,NA,NA,NA,NA,0
"953","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:10:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,166
"954","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:15:00,NA,NA,NA,174,27,NA,NA,NA,NA,166
"955","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:20:00,NA,NA,NA,174,27,NA,NA,NA,NA,166
"956","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:25:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"957","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:30:00,NA,NA,NA,348,54,NA,NA,NA,NA,167
"958","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:35:00,NA,NA,NA,993,111.5,NA,NA,NA,NA,167
"959","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:40:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"960","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:45:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"961","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:50:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"962","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",20:55:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"963","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:00:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"964","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:05:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"965","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:10:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,167
"966","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:15:00,NA,NA,NA,993,111.5,NA,NA,NA,NA,167
"967","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:20:00,NA,NA,NA,795,109,NA,NA,NA,NA,167
"968","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:25:00,NA,NA,NA,348,54,NA,NA,NA,NA,167
"969","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:30:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,167
"970","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:35:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"971","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:40:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,168
"972","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:45:00,NA,NA,NA,62,13.5,NA,NA,NA,NA,168
"973","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:50:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,168
"974","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",21:55:00,NA,NA,NA,273,28.5,NA,NA,NA,NA,168
"975","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:00:00,NA,NA,NA,224,28,NA,NA,NA,NA,168
"976","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:05:00,NA,NA,NA,87,14,NA,NA,NA,NA,0
"977","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:10:00,NA,NA,NA,87,14,NA,NA,NA,NA,0
"978","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:15:00,NA,NA,NA,224,28,NA,NA,NA,NA,169
"979","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:20:00,NA,NA,NA,224,28,NA,NA,NA,NA,169
"980","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:25:00,NA,NA,NA,13,13,NA,NA,NA,NA,0
"981","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:30:00,NA,NA,NA,87,14,NA,NA,NA,NA,170
"982","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:35:00,NA,NA,NA,645,57.5,NA,NA,NA,NA,170
"983","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:40:00,NA,NA,NA,1192,114,NA,NA,NA,NA,170
"984","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:45:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,170
"985","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:50:00,NA,NA,NA,1390,116.5,NA,NA,NA,NA,170
"986","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",22:55:00,NA,NA,NA,1192,114,NA,NA,NA,NA,170
"987","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:00:00,NA,NA,NA,1192,114,NA,NA,NA,NA,170
"988","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:05:00,NA,NA,NA,1192,114,NA,NA,NA,NA,170
"989","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:10:00,NA,NA,NA,993,111.5,NA,NA,NA,NA,170
"990","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:15:00,NA,NA,NA,795,109,NA,NA,NA,NA,170
"991","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:20:00,NA,NA,NA,447,55.5,NA,NA,NA,NA,170
"992","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:25:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,170
"993","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:30:00,NA,NA,NA,124,26.5,NA,NA,NA,NA,170
"994","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:35:00,NA,NA,NA,62,13.5,NA,NA,NA,NA,0
"995","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:40:00,NA,NA,NA,87,14,NA,NA,NA,NA,0
"996","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:45:00,NA,NA,NA,174,27,NA,NA,NA,NA,171
"997","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:50:00,NA,NA,NA,174,27,NA,NA,NA,NA,171
"998","ZcTag084",180753,1,"Transmission","Mk10","26-May-2019",23:55:00,NA,NA,NA,37,13.5,NA,NA,NA,NA,0
"999","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:00:00,NA,NA,NA,105,22.5,NA,NA,NA,NA,172
"1000","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:05:00,NA,NA,NA,190,24,NA,NA,NA,NA,172
"1001","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:10:00,NA,NA,NA,105,22.5,NA,NA,NA,NA,172
"1002","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:15:00,NA,NA,NA,11,11,NA,NA,NA,NA,0
"1003","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:20:00,NA,NA,NA,147,23.5,NA,NA,NA,NA,173
"1004","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:25:00,NA,NA,NA,295,46,NA,NA,NA,NA,173
"1005","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:30:00,NA,NA,NA,295,46,NA,NA,NA,NA,173
"1006","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:35:00,NA,NA,NA,52,11.5,NA,NA,NA,NA,173
"1007","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:40:00,NA,NA,NA,52,11.5,NA,NA,NA,NA,173
"1008","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:45:00,NA,NA,NA,52,11.5,NA,NA,NA,NA,173
"1009","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:50:00,NA,NA,NA,31,11.5,NA,NA,NA,NA,173
"1010","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",00:55:00,NA,NA,NA,11,11,NA,NA,NA,NA,0
"1011","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:00:00,NA,NA,NA,295,46,NA,NA,NA,NA,174
"1012","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:05:00,NA,NA,NA,843,95,NA,NA,NA,NA,174
"1013","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:10:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1014","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:15:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1015","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:20:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1016","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:25:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1017","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:30:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1018","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:35:00,NA,NA,NA,1181,100,NA,NA,NA,NA,174
"1019","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:40:00,NA,NA,NA,843,95,NA,NA,NA,NA,174
"1020","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:45:00,NA,NA,NA,548,49,NA,NA,NA,NA,174
"1021","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:50:00,NA,NA,NA,379,47.5,NA,NA,NA,NA,174
"1022","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",01:55:00,NA,NA,NA,295,46,NA,NA,NA,NA,174
"1023","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:00:00,NA,NA,NA,11,11,NA,NA,NA,NA,0
"1024","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:05:00,NA,NA,NA,147,23.5,NA,NA,NA,NA,175
"1025","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:10:00,NA,NA,NA,295,46,NA,NA,NA,NA,175
"1026","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:15:00,NA,NA,NA,232,24,NA,NA,NA,NA,175
"1027","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:20:00,NA,NA,NA,147,23.5,NA,NA,NA,NA,175
"1028","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:25:00,NA,NA,NA,52,11.5,NA,NA,NA,NA,0
"1029","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:30:00,NA,NA,NA,190,24,NA,NA,NA,NA,176
"1030","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:35:00,NA,NA,NA,105,22.5,NA,NA,NA,NA,176
"1031","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:40:00,NA,NA,NA,11,11,NA,NA,NA,NA,0
"1032","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:45:00,NA,NA,NA,464,48,NA,NA,NA,NA,177
"1033","ZcTag084",180753,1,"Transmission","Mk10","27-May-2019",02:50:00,NA,NA,NA,1011,96.5,NA,NA,NA,NA,177
