DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
GmTag223,180764,Mk10,19:44:45 08-May-2019,Argos,0,45.8894,-26.6844,2738,16420,456,65,,,,,,
GmTag223,180764,Mk10,21:19:49 08-May-2019,Argos,Z,31.0644,-93.0755,566663,,,,,,,,,Rate of Travel: 1022.0 m/s
GmTag223,180764,Mk10,22:29:58 08-May-2019,Argos,0,35.5947,-74.8246,3700,34766,393,81,,,,,,
GmTag223,180764,Mk10,22:42:23 08-May-2019,Argos,0,35.6002,-74.7686,2236,4955,1009,173,,,,,,
GmTag223,180764,Mk10,23:02:43 08-May-2019,Argos,0,35.6219,-74.7672,2370,6698,838,8,,,,,,
GmTag223,180764,Mk10,23:31:00 08-May-2019,Argos,0,35.6237,-74.7661,2834,6012,1335,65,,,,,,
GmTag223,180764,Mk10,23:52:19 08-May-2019,Argos,1,35.6179,-74.7693,1210,3179,460,17,,,,,,
GmTag223,180764,Mk10,00:11:52 09-May-2019,Argos,0,35.7051,-74.7275,2425,10167,578,105,,,,,,
GmTag223,180764,Mk10,00:29:33 09-May-2019,Argos,1,35.5898,-74.8453,859,2929,252,127,,,,,,
GmTag223,180764,Mk10,01:01:53 09-May-2019,Argos,B,35.5872,-74.7223,15838,19468,12883,91,,,,,,
GmTag223,180764,Mk10,01:11:27 09-May-2019,Argos,1,35.5574,-74.7634,1476,6750,322,87,,,,,,
GmTag223,180764,Mk10,01:29:29 09-May-2019,Argos,0,35.5421,-74.7549,6429,13385,3088,38,,,,,,
GmTag223,180764,Mk10,02:11:49 09-May-2019,Argos,1,35.5467,-74.7346,1381,12774,149,86,,,,,,
GmTag223,180764,Mk10,02:45:16 09-May-2019,Argos,B,35.5609,-74.7314,2991,8752,1021,89,,,,,,
GmTag223,180764,Mk10,02:55:15 09-May-2019,Argos,1,35.5609,-74.7353,777,1444,418,4,,,,,,
GmTag223,180764,Mk10,03:10:15 09-May-2019,Argos,2,35.5687,-74.7250,453,1064,192,152,,,,,,
GmTag223,180764,Mk10,03:10:15 09-May-2019,Argos,2,35.5687,-74.7250,453,1064,192,152,,,,,,
