Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
16605,180764,23,NP,0,1,08-May-2019,19:44:45,45.8894,-26.6844,,401677335,-132,50,0,08-May-2019,19:43:40,45.8894,-26.6844,169,2738,16420,456,65,,,6,188,173,26,230,1,135,14,21,111,121,121,192,166,113,159,88,12,246,62,2,20,77,,,,,,,,,
16605,180764,23,NP,0,1,08-May-2019,19:44:45,45.8894,-26.6844,,401677335,-132,50,0,08-May-2019,19:44:13,45.8894,-26.6844,169,2738,16420,456,65,,,4,5,81,59,11,217,55,49,215,196,144,5,192,80,164,165,68,0,2,124,64,0,0,,,,,,,,,
16605,180764,23,NP,0,1,08-May-2019,19:44:45,45.8894,-26.6844,,401677335,-132,50,0,08-May-2019,19:44:43,45.8894,-26.6844,169,2738,16420,456,65,,,4,156,174,59,41,1,167,49,167,212,224,5,192,80,164,165,64,0,3,21,44,127,192,,,,,,,,,
16605,180764,23,NP,0,1,08-May-2019,19:44:45,45.8894,-26.6844,,401677335,-132,50,0,08-May-2019,19:46:29,45.8894,-26.6844,169,2738,16420,456,65,,,0,1,81,59,155,124,175,49,175,196,160,13,192,88,164,165,64,1,0,118,65,66,0,,,,,,,,,
16605,180764,31,NP,Z,2,08-May-2019,21:19:49,31.0644,-93.0755,Rate of Travel: 1022.0 m/s,401677716,-121,31,0,08-May-2019,21:22:29,31.0644,-93.0755,225,566663,,,,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,163,10,241,187,208,
16605,180764,31,NP,Z,2,08-May-2019,21:19:49,31.0644,-93.0755,Rate of Travel: 1022.0 m/s,401677716,-121,31,10,08-May-2019,21:25:36,31.0644,-93.0755,225,566663,,,,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,163,10,241,58,192,
16605,180764,31,NP,Z,2,08-May-2019,21:19:49,31.0644,-93.0755,Rate of Travel: 1022.0 m/s,401677716,-121,31,11,08-May-2019,21:26:14,31.0644,-93.0755,225,566663,,,,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,163,10,241,58,192,
16605,180764,31,NK,0,3,08-May-2019,22:29:58,35.5947,-74.8246,,401677344,-127,58,0,08-May-2019,22:29:28,41.6916,-45.1762,97,3700,34766,393,81,,,190,236,173,81,42,57,22,234,218,64,213,64,95,236,1,137,176,186,180,205,101,165,180,182,146,90,75,46,210,197,207,
16605,180764,31,NK,0,3,08-May-2019,22:29:58,35.5947,-74.8246,,401677344,-127,58,2,08-May-2019,22:30:35,41.6916,-45.1762,97,3700,34766,393,81,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,163,10,241,58,192,
16605,180764,31,NK,0,3,08-May-2019,22:29:58,35.5947,-74.8246,,401677344,-127,58,0,08-May-2019,22:31:05,41.6916,-45.1762,97,3700,34766,393,81,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,128,179,36,134,88,212,
16605,180764,31,SR,0,4,08-May-2019,22:42:23,35.6002,-74.7686,,401677533,-129,46,0,08-May-2019,22:42:23,35.6002,-74.7686,720,2236,4955,1009,173,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,131,14,241,58,192,
16605,180764,31,SR,0,4,08-May-2019,22:42:23,35.6002,-74.7686,,401677533,-129,46,3,08-May-2019,22:54:23,35.6002,-74.7686,720,2236,4955,1009,173,,,190,236,173,81,42,57,22,234,218,64,213,64,93,108,32,233,176,186,180,207,65,233,53,226,157,132,163,10,241,58,192,
16605,180764,23,NP,0,5,08-May-2019,23:02:43,35.6219,-74.7672,,401677518,-133,56,0,08-May-2019,23:03:22,35.6219,-74.7672,176,2370,6698,838,8,,,4,164,175,112,212,2,65,49,183,212,175,245,192,80,164,165,68,0,3,122,227,122,128,,,,,,,,,
