DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
GmTag223,180764,Mk10,Strong,08-May-2019,19:44:11,08-May-2019,19:44:13
GmTag223,180764,Mk10,Strong,09-May-2019,02:54:35,09-May-2019,02:54:37
