DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
ZcTag083,180755,1.000000,Mk10,,22:23:43 11-May-2019,22:23:44 11-May-2019,1,0,35.3053,-74.6192,CRC,0,0,,,,1.024,0.160,,0.0,0.0,0,,,,,,,,,,,195,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,22:24:19 11-May-2019,22:24:21 11-May-2019,2,0,35.3053,-74.6192,CRC,0,0,,,,1.024,0.156,,-1.0,0.0,0,,,,,,,,,,,199,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,22:25:11 11-May-2019,,0,35.3053,-74.6192,CRC,0,0,,686,3.376,1.024,0.160,26.40,0.0,0.0,0,,,,,,,,,,,255,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,22:49:18 11-May-2019,,0,35.4928,-74.7112,CRC,0,0,,690,3.376,1.024,0.164,26.40,0.0,0.0,0,,,,,,,,,,,176,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,22:49:49 11-May-2019,,0,35.4928,-74.7112,CRC,0,0,,692,3.376,1.024,0.160,26.40,0.0,0.0,0,,,,,,,,,,,252,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,22:50:02 11-May-2019,22:50:03 11-May-2019,1,0,35.4928,-74.7112,CRC,0,0,,,,1.024,0.156,,0.0,0.0,0,,,,,,,,,,,169,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,22:50:19 11-May-2019,,0,35.4928,-74.7112,CRC,0,0,,694,3.376,1.024,0.164,26.50,0.0,0.0,0,,,,,,,,,,,157,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,22:50:36 11-May-2019,22:50:37 11-May-2019,1,0,35.4928,-74.7112,CRC,0,0,,,,1.024,0.168,,0.0,0.0,0,,,,,,,,,,,208,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,22:51:58 11-May-2019,,0,35.4928,-74.7112,CRC,0,0,,698,3.376,1.024,0.172,26.50,0.0,0.0,0,,,,,,,,,,,159,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,22:52:22 11-May-2019,22:52:24 11-May-2019,2,0,35.4928,-74.7112,CRC,0,0,,,,1.024,0.152,,0.0,0.0,0,,,,,,,,,,,214,48,48,93,,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,14:46:23 12-May-2019,14:46:25 12-May-2019,2,1,35.5531,-74.8757,CRC,0,0,,,,1.032,0.156,,0.0,1748.0,-1,,,,,,,,,,,167,38,255,93,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,02:27:37 15-May-2019,02:27:39 15-May-2019,2,0,35.5855,-74.9554,CRC,0,0,,,,1.024,0.156,,0.0,2000.0,0,,,,,,,,,,,246,36,255,93,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,13:30:01 18-May-2019,,A,35.8843,-74.6896,,0,0,,2848,3.312,1.024,0.152,23.70,0.0,1552.0,0,,,,,,,,,,,33,34,255,93,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,00:16:33 19-May-2019,00:16:35 19-May-2019,2,0,35.6164,-74.8951,CRC,0,0,,,,1.024,0.160,,0.0,1404.0,0,,,,,,,,,,,177,34,255,93,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,10:58:21 20-May-2019,,0,35.5883,-74.4900,CRC,0,0,,3424,3.312,1.024,0.156,23.30,0.0,1692.0,0,,,,,,,,,,,191,34,255,93,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,10:33:31 24-May-2019,10:33:34 24-May-2019,3,0,35.2691,-75.8511,CRC,0,0,,,,1.024,0.164,,16.0,1744.0,-5,,,,,,,,,,,221,32,255,88,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,13:42:47 24-May-2019,,0,35.3945,-74.6215,CRC,0,0,,4704,3.248,1.024,0.160,25.20,9.0,1744.0,-4,,,,,,,,,,,229,32,255,88,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,22:31:34 28-May-2019,22:31:37 28-May-2019,3,0,35.8765,-74.8671,CRC,0,0,,,,1.024,0.160,,7.0,1256.0,-6,,,,,,,,,,,222,33,255,88,272,,,,,,,,,
ZcTag083,180755,1.000000,Mk10,,,00:10:09 29-May-2019,,0,36.0615,-74.4841,CRC,0,0,,6048,3.312,1.024,0.156,22.90,7.0,1404.0,-5,,,,,,,,,,,213,32,255,88,272,,,,,,,,,
