DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag083,180755,Mk10,22:24:29 11-May-2019,Argos,0,35.3053,-74.6192,9834,59681,1620,75,,,,,,
ZcTag083,180755,Mk10,22:50:30 11-May-2019,Argos,0,35.4928,-74.7112,2964,12863,682,48,,,,,,
ZcTag083,180755,Mk10,22:52:11 11-May-2019,Argos,B,35.5188,-74.6955,4009,7866,2043,55,,,,,,
ZcTag083,180755,Mk10,00:36:29 12-May-2019,Argos,0,35.4567,-74.6933,4160,29177,593,87,,,,,,
ZcTag083,180755,Mk10,00:37:03 12-May-2019,Argos,0,35.4440,-74.8488,4628,20490,1045,94,,,,,,
ZcTag083,180755,Mk10,01:49:03 12-May-2019,Argos,0,35.5980,-75.1163,21068,60763,7304,55,,,,,,
ZcTag083,180755,Mk10,02:54:33 12-May-2019,Argos,B,35.6783,-75.1442,14231,27639,7327,83,,,,,,
ZcTag083,180755,Mk10,10:13:11 12-May-2019,Argos,B,35.6831,-75.0617,15209,80648,2868,49,,,,,,
ZcTag083,180755,Mk10,13:03:20 12-May-2019,Argos,0,35.6513,-74.6168,2391,7053,810,162,,,,,,
ZcTag083,180755,Mk10,14:29:06 12-May-2019,Argos,A,35.6166,-74.6026,4850,25706,915,102,,,,,,
ZcTag083,180755,Mk10,14:46:06 12-May-2019,Argos,1,35.5531,-74.8757,1149,4062,325,121,,,,,,
ZcTag083,180755,Mk10,16:52:41 12-May-2019,Argos,B,35.5341,-75.0900,7539,16052,3541,165,,,,,,
ZcTag083,180755,Mk10,22:15:33 12-May-2019,Argos,B,35.5698,-75.0867,13223,53133,3290,104,,,,,,
ZcTag083,180755,Mk10,00:04:45 13-May-2019,Argos,0,35.4935,-74.7228,6868,55393,851,96,,,,,,
ZcTag083,180755,Mk10,00:06:47 13-May-2019,Argos,0,35.4957,-74.8190,2378,7555,748,117,,,,,,
ZcTag083,180755,Mk10,02:09:36 13-May-2019,Argos,0,35.5141,-74.7810,2910,9331,907,24,,,,,,
ZcTag083,180755,Mk10,02:37:03 13-May-2019,Argos,B,35.5097,-74.7628,2616,3747,1825,32,,,,,,
ZcTag083,180755,Mk10,10:46:10 13-May-2019,Argos,A,35.4993,-74.4758,5429,24240,1215,56,,,,,,
ZcTag083,180755,Mk10,12:53:56 13-May-2019,Argos,0,35.4714,-74.6479,3428,21019,558,73,,,,,,
ZcTag083,180755,Mk10,14:16:38 13-May-2019,Argos,0,35.3286,-74.8775,36700,50393,26727,104,,,,,,
ZcTag083,180755,Mk10,15:24:35 13-May-2019,Argos,B,35.4491,-74.8813,28878,54645,15261,102,,,,,,
ZcTag083,180755,Mk10,00:12:57 14-May-2019,Argos,0,35.4573,-74.7163,3157,30530,326,47,,,,,,
ZcTag083,180755,Mk10,00:27:06 14-May-2019,Argos,A,35.4736,-74.7018,1915,6736,544,156,,,,,,
ZcTag083,180755,Mk10,01:57:00 14-May-2019,Argos,1,35.4646,-74.7600,1049,4413,249,48,,,,,,
ZcTag083,180755,Mk10,03:10:41 14-May-2019,Argos,B,35.4635,-74.7904,5185,6822,3939,89,,,,,,
ZcTag083,180755,Mk10,08:50:13 14-May-2019,Argos,0,35.3866,-74.4359,3369,18147,625,57,,,,,,
ZcTag083,180755,Mk10,10:46:05 14-May-2019,Argos,0,35.4179,-74.8770,2407,8163,709,65,,,,,,
ZcTag083,180755,Mk10,14:16:29 14-May-2019,Argos,A,35.5336,-74.6871,24519,39063,15390,129,,,,,,
ZcTag083,180755,Mk10,15:33:23 14-May-2019,Argos,B,35.3665,-74.7024,19937,36525,10882,99,,,,,,
ZcTag083,180755,Mk10,16:11:56 14-May-2019,Argos,B,35.3476,-74.7259,18008,31266,10371,100,,,,,,
ZcTag083,180755,Mk10,21:56:03 14-May-2019,Argos,A,35.4928,-74.8616,12110,224168,654,90,,,,,,
ZcTag083,180755,Mk10,22:59:47 14-May-2019,Argos,1,35.4666,-74.8851,1426,16308,124,103,,,,,,
ZcTag083,180755,Mk10,23:21:12 14-May-2019,Argos,0,35.5084,-75.0004,3766,12261,1156,58,,,,,,
ZcTag083,180755,Mk10,02:26:16 15-May-2019,Argos,0,35.5855,-74.9554,10708,81261,1411,99,,,,,,
ZcTag083,180755,Mk10,02:45:58 15-May-2019,Argos,A,35.2970,-74.7754,6034,53104,685,96,,,,,,
ZcTag083,180755,Mk10,08:38:38 15-May-2019,Argos,B,35.3520,-74.7782,20609,30092,14114,71,,,,,,
ZcTag083,180755,Mk10,08:39:05 15-May-2019,Argos,A,35.4212,-74.7352,6973,16932,2871,86,,,,,,
ZcTag083,180755,Mk10,10:20:11 15-May-2019,Argos,B,35.4031,-74.8119,12970,22151,7594,86,,,,,,
ZcTag083,180755,Mk10,10:21:13 15-May-2019,Argos,0,35.2908,-74.8797,18544,510518,673,101,,,,,,
ZcTag083,180755,Mk10,13:30:30 15-May-2019,Argos,1,35.3097,-74.8361,749,1901,294,27,,,,,,
ZcTag083,180755,Mk10,19:59:15 15-May-2019,Argos,0,35.2491,-74.6346,10853,63631,1850,47,,,,,,
ZcTag083,180755,Mk10,21:42:37 15-May-2019,Argos,0,35.3855,-74.7292,3154,36820,270,82,,,,,,
ZcTag083,180755,Mk10,22:29:15 15-May-2019,Argos,1,35.3260,-74.6726,1307,6086,280,74,,,,,,
ZcTag083,180755,Mk10,22:55:04 15-May-2019,Argos,0,35.4367,-74.7721,1870,12290,284,60,,,,,,
ZcTag083,180755,Mk10,23:56:53 15-May-2019,Argos,0,35.5386,-74.8088,4869,23888,992,69,,,,,,
ZcTag083,180755,Mk10,02:26:17 16-May-2019,Argos,0,35.3400,-74.7826,6719,60752,743,98,,,,,,
ZcTag083,180755,Mk10,09:44:28 16-May-2019,Argos,0,35.5156,-74.6416,2472,7900,773,133,,,,,,
ZcTag083,180755,Mk10,11:12:01 16-May-2019,Argos,A,35.4872,-74.6227,4211,24449,725,82,,,,,,
ZcTag083,180755,Mk10,13:52:10 16-May-2019,Argos,B,35.6017,-74.5540,45253,68865,29736,87,,,,,,
ZcTag083,180755,Mk10,14:51:53 16-May-2019,Argos,0,35.4666,-74.5483,12131,130252,1129,82,,,,,,
ZcTag083,180755,Mk10,16:29:15 16-May-2019,Argos,A,35.3829,-74.8048,8171,10259,6507,113,,,,,,
ZcTag083,180755,Mk10,21:34:59 16-May-2019,Argos,0,35.9704,-74.9303,50809,455481,5667,88,,,,,,
ZcTag083,180755,Mk10,02:05:16 17-May-2019,Argos,0,35.4763,-74.7295,5102,39196,664,99,,,,,,
ZcTag083,180755,Mk10,10:45:24 17-May-2019,Argos,B,35.4370,-74.8924,44315,74904,26216,97,,,,,,
ZcTag083,180755,Mk10,13:42:32 17-May-2019,Argos,0,35.7295,-75.1590,34479,245084,4850,80,,,,,,
ZcTag083,180755,Mk10,14:01:33 17-May-2019,Argos,A,35.7195,-74.9821,16200,101580,2583,77,,,,,,
ZcTag083,180755,Mk10,15:08:31 17-May-2019,Argos,0,35.5703,-74.9598,1579,3207,777,74,,,,,,
ZcTag083,180755,Mk10,15:22:43 17-May-2019,Argos,A,35.6088,-74.9145,9773,12812,7454,92,,,,,,
ZcTag083,180755,Mk10,15:43:00 17-May-2019,Argos,A,35.4646,-74.9545,12440,86183,1795,110,,,,,,
ZcTag083,180755,Mk10,16:06:34 17-May-2019,Argos,B,35.4643,-74.9524,14809,24155,9078,108,,,,,,
ZcTag083,180755,Mk10,21:17:53 17-May-2019,Argos,0,35.6234,-74.5205,6472,48631,861,84,,,,,,
ZcTag083,180755,Mk10,23:09:18 17-May-2019,Argos,1,35.5530,-74.6275,1288,3007,551,97,,,,,,
ZcTag083,180755,Mk10,02:27:44 18-May-2019,Argos,1,35.5862,-74.8218,1413,3020,661,21,,,,,,
ZcTag083,180755,Mk10,02:50:25 18-May-2019,Argos,0,35.5368,-74.8980,5561,11027,2804,144,,,,,,
ZcTag083,180755,Mk10,11:19:00 18-May-2019,Argos,0,35.6711,-74.4654,15632,165223,1478,129,,,,,,
ZcTag083,180755,Mk10,13:29:33 18-May-2019,Argos,A,35.8843,-74.6896,9142,16346,5112,79,,,,,,
ZcTag083,180755,Mk10,14:52:14 18-May-2019,Argos,A,35.6461,-75.0082,18992,43587,8274,108,,,,,,
ZcTag083,180755,Mk10,15:12:12 18-May-2019,Argos,0,35.8298,-74.6639,8584,72933,1010,101,,,,,,
ZcTag083,180755,Mk10,19:23:37 18-May-2019,Argos,B,35.6215,-74.3093,11228,25352,4972,49,,,,,,
ZcTag083,180755,Mk10,22:48:42 18-May-2019,Argos,A,35.6215,-75.0724,13483,55255,3289,29,,,,,,
ZcTag083,180755,Mk10,00:16:38 19-May-2019,Argos,0,35.6164,-74.8951,1709,6432,454,133,,,,,,
ZcTag083,180755,Mk10,01:02:18 19-May-2019,Argos,0,35.6566,-74.9916,7669,74194,792,66,,,,,,
ZcTag083,180755,Mk10,01:03:16 19-May-2019,Argos,B,35.6416,-74.9071,3280,9747,1104,72,,,,,,
ZcTag083,180755,Mk10,02:36:55 19-May-2019,Argos,0,35.5728,-74.5073,9167,88052,954,74,,,,,,
ZcTag083,180755,Mk10,02:36:58 19-May-2019,Argos,0,35.4659,-74.8710,4618,17012,1253,80,,,,,,
ZcTag083,180755,Mk10,09:49:36 19-May-2019,Argos,0,35.4540,-74.7331,4134,20999,814,46,,,,,,
ZcTag083,180755,Mk10,11:13:03 19-May-2019,Argos,0,35.4808,-74.7972,1829,5004,668,168,,,,,,
ZcTag083,180755,Mk10,11:31:01 19-May-2019,Argos,1,35.4943,-74.7918,525,1571,175,43,,,,,,
ZcTag083,180755,Mk10,11:32:27 19-May-2019,Argos,B,35.4923,-74.7917,573,881,372,51,,,,,,
ZcTag083,180755,Mk10,13:19:33 19-May-2019,Argos,B,35.4634,-74.8023,2560,3165,2069,85,,,,,,
ZcTag083,180755,Mk10,13:19:48 19-May-2019,Argos,0,35.5649,-74.8752,9205,65831,1287,79,,,,,,
ZcTag083,180755,Mk10,20:50:41 19-May-2019,Argos,B,35.3300,-74.9495,19029,66960,5407,99,,,,,,
ZcTag083,180755,Mk10,22:02:16 19-May-2019,Argos,B,35.3786,-75.0389,17823,46383,6848,93,,,,,,
ZcTag083,180755,Mk10,00:36:14 20-May-2019,Argos,B,35.4380,-75.1045,8781,17624,4374,89,,,,,,
ZcTag083,180755,Mk10,02:17:51 20-May-2019,Argos,A,35.5498,-74.8365,17447,379254,802,80,,,,,,
ZcTag083,180755,Mk10,02:33:04 20-May-2019,Argos,0,35.6943,-74.4721,12485,54646,2852,91,,,,,,
ZcTag083,180755,Mk10,10:57:22 20-May-2019,Argos,0,35.5883,-74.4900,6468,77749,538,112,,,,,,
ZcTag083,180755,Mk10,10:58:20 20-May-2019,Argos,0,35.5011,-74.7367,3175,18749,537,101,,,,,,
ZcTag083,180755,Mk10,11:13:55 20-May-2019,Argos,B,35.5027,-74.7359,7098,10026,5024,96,,,,,,
