DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag082,180754,Mk10,20:49:16 11-May-2019,Argos,0,35.5720,-74.6582,1855,17893,192,86,,,,,,
ZcTag082,180754,Mk10,00:34:08 12-May-2019,Argos,0,35.1949,-74.8385,17489,66188,4621,103,,,,,,
ZcTag082,180754,Mk10,00:34:26 12-May-2019,Argos,0,35.3845,-75.2781,9123,34882,2386,73,,,,,,
ZcTag082,180754,Mk10,00:34:35 12-May-2019,Argos,0,35.4918,-74.9007,2477,3240,1894,11,,,,,,
ZcTag082,180754,Mk10,00:34:52 12-May-2019,Argos,0,29.3490,-104.0020,16185,335773,780,77,,,,,,Speed to avg loc 82 x median
ZcTag082,180754,Mk10,01:14:47 12-May-2019,Argos,0,40.8315,-49.2641,7185,142784,361,96,,,,,,Speed to avg loc 67 x median
ZcTag082,180754,Mk10,02:17:25 12-May-2019,Argos,B,35.6815,-74.6662,6594,18907,2299,58,,,,,,
ZcTag082,180754,Mk10,02:17:33 12-May-2019,Argos,0,35.1525,-73.4222,22426,538268,934,91,,,,,,
ZcTag082,180754,Mk10,02:57:44 12-May-2019,Argos,Z,35.2371,-74.2420,6090,22147,1674,96,,,,,,
ZcTag082,180754,Mk10,09:06:31 12-May-2019,Argos,0,27.9520,-43.0452,31968,977371,1045,130,,,,,,Speed to avg loc 90 x median
ZcTag082,180754,Mk10,10:14:31 12-May-2019,Argos,B,35.8951,-74.8583,91770,298292,28233,75,,,,,,
ZcTag082,180754,Mk10,11:51:46 12-May-2019,Argos,0,35.7183,-74.8343,5658,61450,520,79,,,,,,
ZcTag082,180754,Mk10,12:45:53 12-May-2019,Argos,Z,35.4874,-74.3916,12141,115014,1281,118,,,,,,
ZcTag082,180754,Mk10,12:47:39 12-May-2019,Argos,B,35.6778,-74.8809,5916,13505,2591,94,,,,,,
ZcTag082,180754,Mk10,14:49:22 12-May-2019,Argos,A,35.2080,-76.8286,25426,348285,1856,70,,,,,,Lon > 4 deviations from mean
ZcTag082,180754,Mk10,15:15:55 12-May-2019,Argos,0,35.1999,-74.1177,38968,257049,5907,78,,,,,,
ZcTag082,180754,Mk10,15:45:22 12-May-2019,Argos,B,35.6277,-74.5215,13615,44546,4161,108,,,,,,
ZcTag082,180754,Mk10,22:26:17 12-May-2019,Argos,0,35.3891,-74.2900,7608,103112,561,93,,,,,,
ZcTag082,180754,Mk10,22:26:20 12-May-2019,Argos,1,35.4022,-74.4685,805,1066,607,71,,,,,,
ZcTag082,180754,Mk10,00:04:27 13-May-2019,Argos,0,35.4002,-74.6183,2480,5952,1033,103,,,,,,
ZcTag082,180754,Mk10,00:04:27 13-May-2019,Argos,0,35.4624,-74.7024,4716,29443,755,126,,,,,,
ZcTag082,180754,Mk10,00:05:21 13-May-2019,Argos,B,35.4394,-74.3157,4547,29944,690,83,,,,,,
ZcTag082,180754,Mk10,00:24:26 13-May-2019,Argos,0,35.3849,-74.3126,10361,32263,3327,89,,,,,,
ZcTag082,180754,Mk10,00:47:22 13-May-2019,Argos,0,35.4314,-74.3607,2220,8088,609,80,,,,,,
ZcTag082,180754,Mk10,01:24:55 13-May-2019,Argos,0,35.5896,-74.5042,2885,23613,352,81,,,,,,
ZcTag082,180754,Mk10,03:00:41 13-May-2019,Argos,0,35.4928,-74.4273,6702,33465,1342,77,,,,,,
ZcTag082,180754,Mk10,03:30:02 13-May-2019,Argos,0,35.4339,-74.6083,3632,9584,1376,163,,,,,,
ZcTag082,180754,Mk10,09:32:54 13-May-2019,Argos,0,35.4259,-74.5373,17911,105678,3035,99,,,,,,
ZcTag082,180754,Mk10,10:44:18 13-May-2019,Argos,0,35.5852,-74.5766,4979,88980,278,95,,,,,,
ZcTag082,180754,Mk10,10:44:18 13-May-2019,Argos,0,35.5025,-74.2281,8154,18453,3603,171,,,,,,
ZcTag082,180754,Mk10,11:12:26 13-May-2019,Argos,B,35.6130,-74.5899,4165,14057,1233,95,,,,,,
ZcTag082,180754,Mk10,12:27:43 13-May-2019,Argos,0,35.5523,-74.6049,9613,167147,552,96,,,,,,
ZcTag082,180754,Mk10,12:28:14 13-May-2019,Argos,A,35.5165,-74.2887,9250,92620,923,97,,,,,,
ZcTag082,180754,Mk10,12:53:13 13-May-2019,Argos,0,35.5720,-74.4419,3798,8368,1723,16,,,,,,
