DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
ZcTag082,180754,1.000000,Transmission,Mk10,49,16:00:00 11-May-2019,20:00:00 11-May-2019,,,,0.0,0.00,992.0,7.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,40,20:00:00 11-May-2019,00:00:00 12-May-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,26,00:00:00 12-May-2019,04:00:00 12-May-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,23,04:00:00 12-May-2019,08:00:00 12-May-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,27,08:00:00 12-May-2019,12:00:00 12-May-2019,,,,0.0,0.00,2352.0,31.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,26,12:00:00 12-May-2019,16:00:00 12-May-2019,,,,0.0,0.00,2288.0,31.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,25,16:00:00 12-May-2019,20:00:00 12-May-2019,,,,0.0,0.00,2352.0,31.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,21,20:00:00 12-May-2019,00:00:00 13-May-2019,,,,0.0,0.00,2416.0,31.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,00:00:00 13-May-2019,04:00:00 13-May-2019,,,,0.0,0.00,1680.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,12,04:00:00 13-May-2019,08:00:00 13-May-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,17,08:00:00 13-May-2019,12:00:00 13-May-2019,,,,0.0,0.00,2000.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,18,12:00:00 13-May-2019,16:00:00 13-May-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,16:00:00 13-May-2019,20:00:00 13-May-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,19,20:00:00 13-May-2019,00:00:00 14-May-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,12,00:00:00 14-May-2019,04:00:00 14-May-2019,,,,0.0,0.00,1904.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,04:00:00 14-May-2019,08:00:00 14-May-2019,,,,0.0,0.00,1040.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,19,08:00:00 14-May-2019,12:00:00 14-May-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,18,12:00:00 14-May-2019,16:00:00 14-May-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,20,16:00:00 14-May-2019,20:00:00 14-May-2019,,,,0.0,0.00,928.0,7.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,15,20:00:00 14-May-2019,00:00:00 15-May-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,19,00:00:00 15-May-2019,04:00:00 15-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,25,04:00:00 15-May-2019,08:00:00 15-May-2019,,,,0.0,0.00,2288.0,31.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,18,08:00:00 15-May-2019,12:00:00 15-May-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,11,12:00:00 15-May-2019,16:00:00 15-May-2019,,,,0.0,0.00,960.0,7.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,15,16:00:00 15-May-2019,20:00:00 15-May-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,8,20:00:00 15-May-2019,00:00:00 16-May-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,00:00:00 16-May-2019,04:00:00 16-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,04:00:00 16-May-2019,08:00:00 16-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,10,08:00:00 16-May-2019,12:00:00 16-May-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,11,12:00:00 16-May-2019,16:00:00 16-May-2019,,,,0.0,0.00,1168.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,10,16:00:00 16-May-2019,20:00:00 16-May-2019,,,,0.0,0.00,944.0,7.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,8,20:00:00 16-May-2019,00:00:00 17-May-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,10,00:00:00 17-May-2019,04:00:00 17-May-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,17,04:00:00 17-May-2019,08:00:00 17-May-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,13,08:00:00 17-May-2019,12:00:00 17-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,12:00:00 17-May-2019,16:00:00 17-May-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,5,16:00:00 17-May-2019,20:00:00 17-May-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,12,20:00:00 17-May-2019,00:00:00 18-May-2019,,,,0.0,0.00,1168.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,13,00:00:00 18-May-2019,04:00:00 18-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,14,04:00:00 18-May-2019,08:00:00 18-May-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,15,08:00:00 18-May-2019,12:00:00 18-May-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,21,12:00:00 18-May-2019,16:00:00 18-May-2019,,,,0.0,0.00,1040.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,13,16:00:00 18-May-2019,20:00:00 18-May-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,17,20:00:00 18-May-2019,00:00:00 19-May-2019,,,,0.0,0.00,1200.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,17,00:00:00 19-May-2019,04:00:00 19-May-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,9,04:00:00 19-May-2019,08:00:00 19-May-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,12,08:00:00 19-May-2019,12:00:00 19-May-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,19,12:00:00 19-May-2019,16:00:00 19-May-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,9,16:00:00 19-May-2019,20:00:00 19-May-2019,,,,0.0,0.00,1328.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,12,20:00:00 19-May-2019,00:00:00 20-May-2019,,,,0.0,0.00,1040.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,10,00:00:00 20-May-2019,04:00:00 20-May-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag082,180754,1.000000,Transmission,Mk10,7,04:00:00 20-May-2019,08:00:00 20-May-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
