DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag082,180754,Mk10,DS,7,5,1,,,20:49:16 11-May-2019,NP,0,35.5720,-74.6582,35.5720,-74.6582,50,,401677460,-122
ZcTag082,180754,Mk10,DS,6,0,4,17,14,00:34:08 12-May-2019,NN,0,35.1949,-74.8385,35.1949,-74.8385,48,,401677490,-132
ZcTag082,180754,Mk10,DS,7,0,5,17,14,00:34:35 12-May-2019,SR,0,35.4918,-74.9007,35.4918,-74.9007,46,,401677450,-129
ZcTag082,180754,Mk10,DS,5,0,2,16,14,00:34:52 12-May-2019,NK,0,29.3490,-104.0020,29.3490,-104.0020,50,,401677705,-130
ZcTag082,180754,Mk10,DS,6,1,2,,,00:34:26 12-May-2019,MA,0,35.3845,-75.2781,35.3845,-75.2781,46,,401677337,-121
ZcTag082,180754,Mk10,DS,7,3,2,,,01:14:47 12-May-2019,MC,0,40.8315,-49.2641,35.6358,-74.7396,50,,401677246,-121
ZcTag082,180754,Mk10,DS,1,0,0,,,02:17:25 12-May-2019,MA,B,35.6815,-74.6662,35.6815,-74.6662,5,,401677498,-131
ZcTag082,180754,Mk10,DS,6,4,0,,,02:17:33 12-May-2019,NN,0,35.1525,-73.4222,27.4152,-110.1259,50,,401677834,-130
ZcTag082,180754,Mk10,DS,2,1,0,,,02:57:44 12-May-2019,MC,Z,35.2371,-74.2420,35.2371,-74.2420,8,,401677425,-131
ZcTag082,180754,Mk10,DS,5,1,1,,,09:06:31 12-May-2019,NP,0,27.9520,-43.0452,35.4439,-77.1488,50,,401677643,-133
ZcTag082,180754,Mk10,DS,1,0,1,,,10:14:31 12-May-2019,SR,B,35.8951,-74.8583,35.8951,-74.8583,1,,401677460,-137
ZcTag082,180754,Mk10,DS,8,1,5,,,11:51:46 12-May-2019,SR,0,35.7183,-74.8343,35.7183,-74.8343,58,,401677444,-130
ZcTag082,180754,Mk10,DS,9,1,5,,,12:45:53 12-May-2019,NK,Z,35.4874,-74.3916,35.4874,-74.3916,36,,401677494,-125
ZcTag082,180754,Mk10,DS,2,0,1,39,39,12:47:39 12-May-2019,MA,B,35.6778,-74.8809,35.6778,-74.8809,5,,401677527,-132
ZcTag082,180754,Mk10,DS,5,2,0,,,14:49:22 12-May-2019,NN,A,35.2080,-76.8286,38.5714,-93.8820,48,,401677391,-129
ZcTag082,180754,Mk10,DS,6,0,4,29,16,15:15:55 12-May-2019,MC,0,35.1999,-74.1177,35.1999,-74.1177,48,,401677415,-124
ZcTag082,180754,Mk10,DS,1,0,1,,,15:45:22 12-May-2019,MB,B,35.6277,-74.5215,35.6277,-74.5215,8,,401677543,-133
ZcTag082,180754,Mk10,DS,6,0,3,20,15,22:26:17 12-May-2019,SR,0,35.3891,-74.2900,35.3891,-74.2900,58,,401677490,-124
ZcTag082,180754,Mk10,DS,7,0,3,17,15,22:26:20 12-May-2019,NK,1,35.4022,-74.4685,35.4022,-74.4685,56,,401677562,-124
ZcTag082,180754,Mk10,DS,7,0,2,17,14,00:04:27 13-May-2019,NK,0,35.4002,-74.6183,35.4002,-74.6183,40,,401677585,-123
ZcTag082,180754,Mk10,DS,7,0,2,17,14,00:04:27 13-May-2019,SR,0,35.4624,-74.7024,35.4624,-74.7024,48,,401677452,-123
ZcTag082,180754,Mk10,DS,1,0,1,,,00:05:21 13-May-2019,MA,B,35.4394,-74.3157,35.4394,-74.3157,6,,401677463,-135
ZcTag082,180754,Mk10,DS,7,0,1,17,14,00:24:26 13-May-2019,NN,0,35.3849,-74.3126,35.3849,-74.3126,46,,401677463,-128
ZcTag082,180754,Mk10,DS,5,0,1,17,16,00:47:22 13-May-2019,MC,0,35.4314,-74.3607,35.4314,-74.3607,56,,401677456,-126
ZcTag082,180754,Mk10,DS,5,0,2,47,19,01:24:55 13-May-2019,MB,0,35.5896,-74.5042,35.5896,-74.5042,48,,401677438,-128
ZcTag082,180754,Mk10,DS,4,0,4,32,17,03:00:41 13-May-2019,MB,0,35.4928,-74.4273,35.4928,-74.4273,47,,401677475,-131
ZcTag082,180754,Mk10,DS,7,1,2,,,03:30:02 13-May-2019,MA,0,35.4339,-74.6083,35.4339,-74.6083,46,,401677488,-130
ZcTag082,180754,Mk10,DS,4,0,2,31,18,09:32:54 13-May-2019,SR,0,35.4259,-74.5373,35.4259,-74.5373,48,,401677499,-131
ZcTag082,180754,Mk10,DS,6,0,2,15,14,10:44:18 13-May-2019,NP,0,35.5852,-74.5766,35.5852,-74.5766,58,,401677434,-124
ZcTag082,180754,Mk10,DS,6,0,2,15,14,10:44:18 13-May-2019,NK,0,35.5025,-74.2281,35.5025,-74.2281,48,,401677389,-129
ZcTag082,180754,Mk10,DS,1,0,0,,,11:12:26 13-May-2019,SR,B,35.6130,-74.5899,35.6130,-74.5899,6,,401677448,-134
ZcTag082,180754,Mk10,DS,6,0,3,20,14,12:27:43 13-May-2019,NK,0,35.5523,-74.6049,35.5523,-74.6049,48,,401677451,-123
ZcTag082,180754,Mk10,DS,3,0,2,18,14,12:28:14 13-May-2019,MA,A,35.5165,-74.2887,35.5165,-74.2887,6,,401677393,-131
ZcTag082,180754,Mk10,DS,5,0,3,24,14,12:53:13 13-May-2019,NN,0,35.5720,-74.4419,35.5720,-74.4419,46,,401677414,-127
ZcTag082,180754,Mk10,DS,1,0,1,,,13:47:52 13-May-2019,MB,B,35.5914,-74.4529,35.5914,-74.4529,5,,401677484,-135
ZcTag082,180754,Mk10,DS,2,0,0,35,35,15:21:28 13-May-2019,MB,B,35.7405,-74.4107,35.7405,-74.4107,6,,401677568,-130
ZcTag082,180754,Mk10,DS,7,0,2,18,14,15:48:22 13-May-2019,MA,0,35.8886,-74.4664,35.8886,-74.4664,46,,401677597,-121
ZcTag082,180754,Mk10,DS,2,0,1,35,35,21:49:25 13-May-2019,SR,B,35.8144,-74.6908,35.8144,-74.6908,8,,401677527,-131
ZcTag082,180754,Mk10,DS,4,0,3,34,24,22:11:01 13-May-2019,NP,0,35.7856,-74.6805,35.7856,-74.6805,46,,401677450,-133
ZcTag082,180754,Mk10,DS,7,0,2,29,15,23:34:40 13-May-2019,SR,0,35.5275,-74.5152,35.5275,-74.5152,48,,401677465,-123
ZcTag082,180754,Mk10,DS,2,0,1,15,15,23:35:21 13-May-2019,NK,B,35.5270,-74.5102,35.5270,-74.5102,6,,401677496,-137
ZcTag082,180754,Mk10,DS,7,0,3,44,20,00:10:39 14-May-2019,NN,B,35.4190,-74.5532,35.4190,-74.5532,6,,401677514,-127
ZcTag082,180754,Mk10,DS,2,0,2,24,24,01:22:31 14-May-2019,NK,B,35.4922,-74.6026,35.4922,-74.6026,7,,401677491,-135
ZcTag082,180754,Mk10,DS,10,0,5,74,21,01:23:40 14-May-2019,MA,1,35.5751,-74.6791,35.5751,-74.6791,48,,401677454,-126
ZcTag082,180754,Mk10,DS,15,0,11,29,15,02:09:05 14-May-2019,MC,0,35.5410,-74.7983,35.5410,-74.7983,48,,401677457,-114
ZcTag082,180754,Mk10,DS,6,0,5,95,16,08:45:30 14-May-2019,NP,1,35.5110,-74.7878,35.5110,-74.7878,58,,401677458,-139
ZcTag082,180754,Mk10,DS,6,0,3,23,17,10:28:30 14-May-2019,NP,1,35.5193,-74.8280,35.5193,-74.8280,56,,401677527,-121
ZcTag082,180754,Mk10,DS,1,0,1,,,12:49:36 14-May-2019,MC,B,35.5027,-74.9046,35.5027,-74.9046,8,,401677504,-133
ZcTag082,180754,Mk10,DS,2,0,1,50,50,13:43:41 14-May-2019,NK,B,35.2431,-75.9608,42.1109,-111.3880,8,,401677438,-135
ZcTag082,180754,Mk10,DS,11,0,8,25,14,13:45:54 14-May-2019,MA,0,35.4356,-75.3602,35.4356,-75.3602,46,,401677561,-118
ZcTag082,180754,Mk10,DS,5,0,1,38,15,22:57:10 14-May-2019,SR,0,35.1595,-75.8685,35.1595,-75.8685,58,,401677505,-129
ZcTag082,180754,Mk10,DS,5,0,0,18,16,23:19:32 14-May-2019,NK,0,35.1466,-75.5214,35.1466,-75.5214,46,,401677404,-123
ZcTag082,180754,Mk10,DS,6,0,5,48,16,00:39:45 15-May-2019,SR,0,35.4574,-74.9364,42.9332,-112.6780,50,,401677505,-129
ZcTag082,180754,Mk10,DS,4,0,0,25,19,01:43:18 15-May-2019,NN,0,35.1985,-74.8807,35.1985,-74.8807,46,,401677530,-128
ZcTag082,180754,Mk10,DS,5,0,1,18,16,01:43:13 15-May-2019,MC,Z,35.0925,-75.0921,42.5014,-112.4611,38,,401677498,-126
ZcTag082,180754,Mk10,DS,2,0,1,65,65,02:25:26 15-May-2019,MB,B,35.3467,-74.8374,35.3467,-74.8374,8,,401677425,-131
ZcTag082,180754,Mk10,DS,3,0,3,41,15,12:26:51 15-May-2019,NN,A,35.4794,-74.5370,35.4794,-74.5370,8,,401677467,-133
