DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
ZcTag082,180754,1.000000,Mk10,,,00:34:35 12-May-2019,,0,35.4918,-74.9007,CRC,0,0,,866,3.440,1.000,0.168,26.40,0.0,1616.0,0,,,,,,,,,,,250,41,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:47:38 13-May-2019,,0,35.4314,-74.3607,CRC,0,0,,1250,3.440,1.000,0.164,26.40,0.0,2392.0,-1,,,,,,,,,,,255,36,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,10:43:36 13-May-2019,10:43:39 13-May-2019,3,0,35.5852,-74.5766,CRC,0,0,,,,1.000,0.164,,0.0,2392.0,-1,,,,,,,,,,,241,36,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,12:53:05 13-May-2019,,0,35.5720,-74.4419,,0,0,,1378,3.376,0.744,0.164,25.20,1.0,2392.0,-1,,,,,,,,,,,,36,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,15:22:02 13-May-2019,15:22:04 13-May-2019,2,B,35.7405,-74.4107,CRC,0,0,,,,1.000,0.276,,1.0,2392.0,-1,,,,,,,,,,,252,36,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,01:32:13 14-May-2019,,1,35.5751,-74.6791,CRC,0,0,,1570,3.376,1.000,0.164,23.60,1.0,1992.0,-1,,,,,,,,,,,206,36,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:14:36 16-May-2019,,0,35.2151,-74.6096,,0,0,,2178,3.376,0.992,0.164,25.60,-31.0,432.0,-7,,,,,,,,,,,144,114,126,113,43289,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,02:03:22 16-May-2019,02:03:25 16-May-2019,3,0,35.3925,-74.6980,CRC,0,0,,,,1.000,0.172,,1.0,2272.0,-1,,,,,,,,,,,255,35,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,21:27:10 16-May-2019,,0,35.4280,-74.4808,CRC,0,0,,2466,3.312,1.000,0.160,25.00,1.0,2272.0,0,,,,,,,,,,,255,35,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,01:05:38 17-May-2019,,0,35.3036,-74.8587,CRC,0,0,,2530,3.376,1.000,0.160,24.80,1.0,1260.0,-1,,,,,,,,,,,106,35,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,13:30:36 17-May-2019,,0,35.3484,-74.1525,CRC,0,0,,2658,3.376,1.000,0.156,25.00,1.0,1260.0,0,,,,,,,,,,,255,35,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,14:24:04 19-May-2019,14:24:07 19-May-2019,3,0,35.5689,-74.6777,CRC,0,0,,,,1.000,0.164,,1.0,1240.0,0,,,,,,,,,,,255,35,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:01:20 21-May-2019,,0,35.2682,-74.8480,CRC,0,0,,3746,3.376,0.992,0.156,24.90,0.0,1588.0,-1,,,,,,,,,,,255,34,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,03:05:11 21-May-2019,,0,35.2475,-74.7721,CRC,0,0,,3810,3.376,1.000,0.156,24.40,1.0,1588.0,1,,,,,,,,,,,246,34,255,97,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:11:17 23-May-2019,,0,35.1251,-74.8057,CRC,0,0,,4450,3.376,1.000,0.160,27.10,-31.0,1320.0,2,,,,,,,,,,,255,30,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,14:41:35 23-May-2019,14:41:39 23-May-2019,4,0,35.4043,-75.0717,CRC,0,0,,,,1.000,0.152,,-73.0,1320.0,0,,,,,,,,,,,106,30,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,22:27:08 24-May-2019,22:27:12 24-May-2019,4,0,35.4975,-74.6368,CRC,0,0,,,,1.000,0.152,,-61.0,1152.0,0,,,,,,,,,,,255,31,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,13:57:53 25-May-2019,13:57:58 25-May-2019,5,0,35.2652,-75.4994,CRC,0,0,,,,1.000,0.152,,-65.0,1016.0,0,,,,,,,,,,,255,31,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,14:41:31 26-May-2019,14:41:36 26-May-2019,5,0,35.4247,-74.9931,CRC,0,0,,,,0.992,0.152,,-62.0,0.0,0,,,,,,,,,,,185,31,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,21:10:35 26-May-2019,,0,35.9741,-74.5219,,0,0,,5666,3.376,1.000,0.148,27.90,-61.0,0.0,0,,,,,,,,,,,,31,255,87,273,,,,,,,22956,65408,
ZcTag082,180754,1.000000,Mk10,,02:00:50 27-May-2019,02:00:55 27-May-2019,5,0,35.5142,-74.9328,CRC,0,0,,,,1.000,0.152,,-61.0,4.0,0,,,,,,,,,,,255,31,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,01:41:36 28-May-2019,,Z,36.5647,-69.9999,CRC,0,0,,6114,3.376,1.000,0.172,26.10,-59.0,0.0,0,,,,,,,,,,,238,30,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,12:43:57 28-May-2019,,Z,35.2903,-74.2427,CRC,0,0,,6242,3.376,1.000,0.156,26.40,-55.0,0.0,0,,,,,,,,,,,255,30,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,20:47:50 28-May-2019,,0,34.9907,-75.2325,CRC,0,0,,6370,3.376,1.000,0.156,27.00,-48.0,0.0,-1,,,,,,,,,,,217,30,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,01:55:46 29-May-2019,01:55:52 29-May-2019,6,0,35.1198,-75.6814,CRC,0,0,,,,1.000,0.144,,-37.0,4.0,0,,,,,,,,,,,150,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,14:26:06 29-May-2019,14:26:11 29-May-2019,5,B,35.8601,-75.1304,CRC,0,0,,,,1.000,0.152,,-44.0,4.0,0,,,,,,,,,,,252,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,21:54:19 29-May-2019,21:54:24 29-May-2019,5,0,35.2554,-74.4393,CRC,0,0,,,,1.000,0.152,,4.0,4.0,-4,,,,,,,,,,,198,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,23:29:51 29-May-2019,,0,35.2857,-74.4520,CRC,0,0,,6754,3.376,1.000,0.152,27.20,5.0,4.0,-6,,,,,,,,,,,255,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,11:57:18 30-May-2019,,0,35.4109,-74.8287,,0,0,,6882,3.376,1.000,0.152,26.80,5.0,8.0,-5,,,,,,,,,,,,34,255,87,272,,,,,,,2544,46032,
ZcTag082,180754,1.000000,Mk10,,,11:08:06 01-Jun-2019,,0,35.2775,-74.4523,CRC,0,0,,7522,3.376,1.000,0.160,26.70,26.0,28.0,-1,,,,,,,,,,,255,28,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,23:38:07 01-Jun-2019,23:38:13 01-Jun-2019,6,Z,35.4412,-74.6399,CRC,0,0,,,,1.000,0.156,,-35.0,28.0,2,,,,,,,,,,,216,28,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,00:13:05 04-Jun-2019,00:13:12 04-Jun-2019,7,0,35.5985,-74.4501,CRC,0,0,,,,1.000,0.152,,-1.0,36.0,4,,,,,,,,,,,253,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,11:00:23 05-Jun-2019,11:00:30 05-Jun-2019,7,1,35.4929,-74.8620,CRC,0,0,,,,1.000,0.172,,-26.0,3304.0,10,,,,,,,,,,,227,33,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,23:09:09 07-Jun-2019,23:09:16 07-Jun-2019,7,0,35.4955,-74.8201,CRC,0,0,,,,1.000,0.152,,12.0,3500.0,0,,,,,,,,,,,248,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,01:16:50 08-Jun-2019,,0,35.8848,-74.4044,CRC,0,0,,9698,3.440,1.008,0.160,27.80,12.0,3396.0,0,,,,,,,,,,,203,33,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,11:04:18 08-Jun-2019,11:04:25 08-Jun-2019,7,1,35.9284,-74.3892,CRC,0,0,,,,1.000,0.148,,7.0,3396.0,0,,,,,,,,,,,90,33,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,14:46:00 08-Jun-2019,14:46:07 08-Jun-2019,7,0,35.9753,-74.0760,CRC,0,0,,,,1.008,0.156,,18.0,3396.0,0,,,,,,,,,,,230,33,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:24:34 09-Jun-2019,,B,35.7564,-74.3824,,0,0,,10018,3.440,1.000,0.160,28.00,64.0,60.0,-4,,,,,,,,,,,,31,240,87,36701,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,00:07:31 10-Jun-2019,,0,35.9053,-75.1226,CRC,0,0,,10274,3.376,1.000,0.152,26.40,0.0,64.0,-4,,,,,,,,,,,104,31,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,02:09:05 12-Jun-2019,02:09:13 12-Jun-2019,8,0,35.4802,-74.4665,CRC,0,0,,,,1.000,0.152,,25.0,56.0,0,,,,,,,,,,,171,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,13:46:24 14-Jun-2019,,0,35.6561,-74.5938,CRC,0,0,,11746,3.376,1.000,0.152,27.00,10.0,176.0,0,,,,,,,,,,,209,33,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,14:07:57 16-Jun-2019,,0,35.4086,-74.7362,CRC,0,0,,12322,3.376,1.000,0.156,28.00,25.0,128.0,-4,,,,,,,,,,,125,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,02:43:41 18-Jun-2019,02:43:50 18-Jun-2019,9,0,35.5968,-74.6623,CRC,0,0,,,,1.000,0.152,,53.0,2108.0,0,,,,,,,,,,,107,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,21:39:02 19-Jun-2019,21:39:11 19-Jun-2019,9,0,35.5629,-74.8309,CRC,0,0,,,,1.000,0.152,,64.0,1544.0,0,,,,,,,,,,,164,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,,23:45:26 19-Jun-2019,,0,35.3477,-74.2915,CRC,0,0,,13346,3.312,1.000,0.156,27.80,37.0,1544.0,0,,,,,,,,,,,106,32,255,87,272,,,,,,,,,
ZcTag082,180754,1.000000,Mk10,,01:30:51 20-Jun-2019,01:31:01 20-Jun-2019,10,0,35.7151,-74.2606,CRC,0,0,,,,1.000,0.144,,69.0,1476.0,0,,,,,,,,,,,205,32,255,87,272,,,,,,,,,
