DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag088,180758,Mk10,16:15:50 02-Jun-2019,Argos,0,35.9903,-74.8267,1640,7631,352,69,,,,,,
ZcTag088,180758,Mk10,19:57:12 02-Jun-2019,Argos,0,36.1181,-74.8868,16181,54985,4761,66,,,,,,
ZcTag088,180758,Mk10,22:01:15 02-Jun-2019,Argos,0,35.9433,-74.8171,13956,58646,3321,123,,,,,,
ZcTag088,180758,Mk10,23:05:14 02-Jun-2019,Argos,0,35.5975,-74.8077,35580,319648,3960,84,,,,,,
ZcTag088,180758,Mk10,00:18:44 03-Jun-2019,Argos,0,35.6195,-74.1373,9761,196952,483,107,,,,,,
ZcTag088,180758,Mk10,01:20:01 03-Jun-2019,Argos,B,35.6960,-74.4771,35806,162937,7868,109,,,,,,
ZcTag088,180758,Mk10,01:20:11 03-Jun-2019,Argos,Z,35.9259,-74.8681,21729,63256,7464,48,,,,,,
ZcTag088,180758,Mk10,01:20:25 03-Jun-2019,Argos,0,35.6059,-74.0526,15530,96637,2495,64,,,,,,
ZcTag088,180758,Mk10,02:30:10 03-Jun-2019,Argos,B,35.3550,-75.1772,2836,23904,336,88,,,,,,
ZcTag088,180758,Mk10,02:52:08 03-Jun-2019,Argos,0,35.3529,-75.1583,4907,10847,2219,86,,,,,,
ZcTag088,180758,Mk10,14:54:50 03-Jun-2019,Argos,0,35.0494,-75.3434,24262,184274,3194,111,,,,,,
ZcTag088,180758,Mk10,15:53:03 03-Jun-2019,Argos,0,35.3423,-73.6177,63482,678622,5938,117,,,,,,
ZcTag088,180758,Mk10,19:38:47 03-Jun-2019,Argos,0,35.8793,-73.5657,64265,281180,14688,40,,,,,,
ZcTag088,180758,Mk10,22:39:35 03-Jun-2019,Argos,0,35.4299,-74.2450,38916,435121,3480,103,,,,,,
ZcTag088,180758,Mk10,22:59:48 03-Jun-2019,Argos,0,35.4003,-74.6920,6993,57620,848,101,,,,,,
ZcTag088,180758,Mk10,23:57:31 03-Jun-2019,Argos,B,35.7600,-73.8228,7236,142879,366,57,,,,,,
ZcTag088,180758,Mk10,00:18:55 04-Jun-2019,Argos,A,35.3133,-74.4983,5518,18963,1605,106,,,,,,
ZcTag088,180758,Mk10,02:08:26 04-Jun-2019,Argos,0,35.5139,-74.6872,5334,58303,488,85,,,,,,
ZcTag088,180758,Mk10,02:29:26 04-Jun-2019,Argos,B,35.5134,-74.6859,9431,14684,6057,86,,,,,,
ZcTag088,180758,Mk10,03:18:03 04-Jun-2019,Argos,0,35.5681,-74.7388,7510,23767,2372,64,,,,,,
ZcTag088,180758,Mk10,11:23:35 04-Jun-2019,Argos,0,35.6231,-74.4394,11397,114354,1135,110,,,,,,
ZcTag088,180758,Mk10,11:25:04 04-Jun-2019,Argos,B,35.6234,-74.4397,10449,74941,1456,110,,,,,,
ZcTag088,180758,Mk10,13:07:35 04-Jun-2019,Argos,B,35.7144,-74.3577,12083,42933,3400,129,,,,,,
ZcTag088,180758,Mk10,13:53:40 04-Jun-2019,Argos,0,35.6722,-74.5586,21726,173695,2717,104,,,,,,
ZcTag088,180758,Mk10,14:34:44 04-Jun-2019,Argos,Z,35.5427,-75.1314,22612,49273,10376,116,,,,,,
ZcTag088,180758,Mk10,14:52:50 04-Jun-2019,Argos,0,35.5560,-74.5147,7494,92901,604,109,,,,,,
ZcTag088,180758,Mk10,00:23:42 05-Jun-2019,Argos,0,35.1239,-74.6882,18163,84534,3902,58,,,,,,
ZcTag088,180758,Mk10,01:15:35 05-Jun-2019,Argos,0,35.5170,-74.5994,2398,18897,304,129,,,,,,
ZcTag088,180758,Mk10,01:50:33 05-Jun-2019,Argos,0,35.5796,-74.7053,3773,49911,285,69,,,,,,
ZcTag088,180758,Mk10,02:11:34 05-Jun-2019,Argos,0,35.4480,-74.6145,5575,56249,552,79,,,,,,
ZcTag088,180758,Mk10,02:37:02 05-Jun-2019,Argos,B,35.4456,-74.6131,8176,14773,4525,81,,,,,,
ZcTag088,180758,Mk10,09:15:35 05-Jun-2019,Argos,B,35.3806,-74.5781,21772,40435,11722,96,,,,,,
ZcTag088,180758,Mk10,09:35:31 05-Jun-2019,Argos,0,35.4678,-74.5665,1816,11510,286,65,,,,,,
ZcTag088,180758,Mk10,10:53:53 05-Jun-2019,Argos,0,35.3583,-74.3291,16203,38145,6882,51,,,,,,
ZcTag088,180758,Mk10,12:50:54 05-Jun-2019,Argos,0,35.7076,-74.2281,13486,68632,2650,107,,,,,,
ZcTag088,180758,Mk10,12:51:03 05-Jun-2019,Argos,0,35.3540,-74.3210,3423,26605,440,84,,,,,,
ZcTag088,180758,Mk10,13:35:00 05-Jun-2019,Argos,0,35.3652,-74.3570,7320,12878,4160,175,,,,,,
ZcTag088,180758,Mk10,15:10:18 05-Jun-2019,Argos,B,35.0965,-74.4101,8972,41632,1933,97,,,,,,
ZcTag088,180758,Mk10,15:10:18 05-Jun-2019,Argos,0,35.6741,-74.0047,21264,61436,7359,135,,,,,,
