DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
ZcTag088,180758,1.000000,Transmission,Mk10,31,12:00:00 02-Jun-2019,16:00:00 02-Jun-2019,,,,0.0,0.00,1616.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,27,16:00:00 02-Jun-2019,20:00:00 02-Jun-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,23,20:00:00 02-Jun-2019,00:00:00 03-Jun-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,21,00:00:00 03-Jun-2019,04:00:00 03-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,16,04:00:00 03-Jun-2019,08:00:00 03-Jun-2019,,,,0.0,0.00,2000.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,17,08:00:00 03-Jun-2019,12:00:00 03-Jun-2019,,,,0.0,0.00,2000.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,20,12:00:00 03-Jun-2019,16:00:00 03-Jun-2019,,,,0.0,0.00,1744.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,19,16:00:00 03-Jun-2019,20:00:00 03-Jun-2019,,,,0.0,0.00,1872.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,20:00:00 03-Jun-2019,00:00:00 04-Jun-2019,,,,0.0,0.00,1680.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,16,00:00:00 04-Jun-2019,04:00:00 04-Jun-2019,,,,0.0,0.00,1616.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,04:00:00 04-Jun-2019,08:00:00 04-Jun-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,16,08:00:00 04-Jun-2019,12:00:00 04-Jun-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,12:00:00 04-Jun-2019,16:00:00 04-Jun-2019,,,,0.0,0.00,1328.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,16:00:00 04-Jun-2019,20:00:00 04-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,20:00:00 04-Jun-2019,00:00:00 05-Jun-2019,,,,0.0,0.00,1232.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,00:00:00 05-Jun-2019,04:00:00 05-Jun-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,15,04:00:00 05-Jun-2019,08:00:00 05-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,7,08:00:00 05-Jun-2019,12:00:00 05-Jun-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,12:00:00 05-Jun-2019,16:00:00 05-Jun-2019,,,,0.0,0.00,1040.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,16:00:00 05-Jun-2019,20:00:00 05-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,20:00:00 05-Jun-2019,00:00:00 06-Jun-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,00:00:00 06-Jun-2019,04:00:00 06-Jun-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,04:00:00 06-Jun-2019,08:00:00 06-Jun-2019,,,,0.0,0.00,2096.0,31.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,08:00:00 06-Jun-2019,12:00:00 06-Jun-2019,,,,0.0,0.00,1712.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,13,12:00:00 06-Jun-2019,16:00:00 06-Jun-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,16:00:00 06-Jun-2019,20:00:00 06-Jun-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,16,20:00:00 06-Jun-2019,00:00:00 07-Jun-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,00:00:00 07-Jun-2019,04:00:00 07-Jun-2019,,,,0.0,0.00,1808.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,04:00:00 07-Jun-2019,08:00:00 07-Jun-2019,,,,0.0,0.00,1808.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,16,08:00:00 07-Jun-2019,12:00:00 07-Jun-2019,,,,0.0,0.00,1264.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,12:00:00 07-Jun-2019,16:00:00 07-Jun-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,4,16:00:00 07-Jun-2019,20:00:00 07-Jun-2019,,,,0.0,0.00,560.0,7.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,20:00:00 07-Jun-2019,00:00:00 08-Jun-2019,,,,0.0,0.00,1744.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,00:00:00 08-Jun-2019,04:00:00 08-Jun-2019,,,,0.0,0.00,1744.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,15,04:00:00 08-Jun-2019,08:00:00 08-Jun-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,08:00:00 08-Jun-2019,12:00:00 08-Jun-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,7,12:00:00 08-Jun-2019,16:00:00 08-Jun-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,16:00:00 08-Jun-2019,20:00:00 08-Jun-2019,,,,0.0,0.00,1424.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,4,20:00:00 08-Jun-2019,00:00:00 09-Jun-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,3,00:00:00 09-Jun-2019,04:00:00 09-Jun-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,04:00:00 09-Jun-2019,08:00:00 09-Jun-2019,,,,0.0,0.00,1808.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,9,08:00:00 09-Jun-2019,12:00:00 09-Jun-2019,,,,0.0,0.00,1328.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,12:00:00 09-Jun-2019,16:00:00 09-Jun-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,16:00:00 09-Jun-2019,20:00:00 09-Jun-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,20:00:00 09-Jun-2019,00:00:00 10-Jun-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,00:00:00 10-Jun-2019,04:00:00 10-Jun-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,04:00:00 10-Jun-2019,08:00:00 10-Jun-2019,,,,0.0,0.00,1648.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,08:00:00 10-Jun-2019,12:00:00 10-Jun-2019,,,,0.0,0.00,1456.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,9,12:00:00 10-Jun-2019,16:00:00 10-Jun-2019,,,,0.0,0.00,1520.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,3,16:00:00 10-Jun-2019,20:00:00 10-Jun-2019,,,,0.0,0.00,1840.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,20:00:00 10-Jun-2019,00:00:00 11-Jun-2019,,,,0.0,0.00,2000.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,00:00:00 11-Jun-2019,04:00:00 11-Jun-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,5,04:00:00 11-Jun-2019,08:00:00 11-Jun-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,08:00:00 11-Jun-2019,12:00:00 11-Jun-2019,,,,0.0,0.00,1104.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,12:00:00 11-Jun-2019,16:00:00 11-Jun-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,16:00:00 11-Jun-2019,20:00:00 11-Jun-2019,,,,0.0,0.00,1040.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,7,20:00:00 11-Jun-2019,00:00:00 12-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,7,00:00:00 12-Jun-2019,04:00:00 12-Jun-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,04:00:00 12-Jun-2019,08:00:00 12-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,6,08:00:00 12-Jun-2019,12:00:00 12-Jun-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,12:00:00 12-Jun-2019,16:00:00 12-Jun-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,12,16:00:00 12-Jun-2019,20:00:00 12-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,14,20:00:00 12-Jun-2019,00:00:00 13-Jun-2019,,,,0.0,0.00,1392.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,00:00:00 13-Jun-2019,04:00:00 13-Jun-2019,,,,0.0,0.00,1168.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,04:00:00 13-Jun-2019,08:00:00 13-Jun-2019,,,,0.0,0.00,1136.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,08:00:00 13-Jun-2019,12:00:00 13-Jun-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,7,12:00:00 13-Jun-2019,16:00:00 13-Jun-2019,,,,0.0,0.00,1488.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,16:00:00 13-Jun-2019,20:00:00 13-Jun-2019,,,,0.0,0.00,1616.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,10,20:00:00 13-Jun-2019,00:00:00 14-Jun-2019,,,,0.0,0.00,1360.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,8,00:00:00 14-Jun-2019,04:00:00 14-Jun-2019,,,,0.0,0.00,1584.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,11,04:00:00 14-Jun-2019,08:00:00 14-Jun-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,4,08:00:00 14-Jun-2019,12:00:00 14-Jun-2019,,,,0.0,0.00,1552.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,4,12:00:00 14-Jun-2019,16:00:00 14-Jun-2019,,,,0.0,0.00,1296.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,5,16:00:00 14-Jun-2019,20:00:00 14-Jun-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,5,20:00:00 14-Jun-2019,00:00:00 15-Jun-2019,,,,0.0,0.00,992.0,7.50,,,,,,,
ZcTag088,180758,1.000000,Transmission,Mk10,4,00:00:00 15-Jun-2019,04:00:00 15-Jun-2019,,,,0.0,0.00,1072.0,15.50,,,,,,,
