DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag088,180758,Mk10,Strong,04-Jun-2019,11:23:52,04-Jun-2019,11:23:55
ZcTag088,180758,Mk10,Strong,12-Jul-2019,00:33:28,12-Jul-2019,00:33:35
