DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag091,180777,Mk10,23:31:57 29-Jul-2019,Argos,1,36.4323,-79.5041,1034,20646,51,102,,,,,,
ZcTag091,180777,Mk10,00:22:51 30-Jul-2019,Argos,0,35.5677,-74.8022,4539,33912,607,71,,,,,,
ZcTag091,180777,Mk10,00:41:44 30-Jul-2019,Argos,B,35.5756,-74.8543,4575,11606,1803,72,,,,,,
ZcTag091,180777,Mk10,02:05:14 30-Jul-2019,Argos,B,35.6320,-74.9111,6598,9389,4636,83,,,,,,
ZcTag091,180777,Mk10,02:11:02 30-Jul-2019,Argos,0,35.4810,-74.6794,20681,108029,3959,59,,,,,,
ZcTag091,180777,Mk10,03:15:13 30-Jul-2019,Argos,B,35.5219,-74.7449,19931,38085,10430,65,,,,,,
ZcTag091,180777,Mk10,14:32:43 30-Jul-2019,Argos,A,35.7013,-74.7806,5790,49140,682,77,,,,,,
ZcTag091,180777,Mk10,16:07:29 30-Jul-2019,Argos,B,35.7129,-74.9541,6099,20509,1813,81,,,,,,
ZcTag091,180777,Mk10,22:55:34 30-Jul-2019,Argos,0,35.5991,-74.8950,23314,373126,1456,77,,,,,,
ZcTag091,180777,Mk10,00:09:37 31-Jul-2019,Argos,B,35.6222,-74.6652,8856,25968,3020,83,,,,,,
ZcTag091,180777,Mk10,01:56:47 31-Jul-2019,Argos,1,35.5123,-74.5573,936,2457,356,91,,,,,,
ZcTag091,180777,Mk10,02:34:12 31-Jul-2019,Argos,B,35.5059,-74.5403,2404,3131,1844,91,,,,,,
ZcTag091,180777,Mk10,10:29:58 31-Jul-2019,Argos,0,35.5683,-74.5171,4591,66298,317,102,,,,,,
ZcTag091,180777,Mk10,14:21:44 31-Jul-2019,Argos,A,35.5172,-74.3019,3545,19392,647,121,,,,,,
ZcTag091,180777,Mk10,15:57:34 31-Jul-2019,Argos,1,35.7341,-74.4598,838,2539,276,164,,,,,,
ZcTag091,180777,Mk10,22:33:29 31-Jul-2019,Argos,B,35.7956,-74.6612,8255,17346,3928,121,,,,,,
ZcTag091,180777,Mk10,01:33:13 01-Aug-2019,Argos,B,35.6886,-74.5439,18499,32064,10672,71,,,,,,
ZcTag091,180777,Mk10,03:20:51 01-Aug-2019,Argos,B,36.0449,-74.3501,20521,63764,6604,95,,,,,,
ZcTag091,180777,Mk10,10:16:40 01-Aug-2019,Argos,B,36.0165,-74.3949,29290,73850,11617,110,,,,,,
ZcTag091,180777,Mk10,12:11:35 01-Aug-2019,Argos,B,36.2149,-74.4157,23453,88331,6226,93,,,,,,
ZcTag091,180777,Mk10,13:51:12 01-Aug-2019,Argos,A,36.1056,-74.4854,18808,111190,3181,79,,,,,,
ZcTag091,180777,Mk10,13:52:10 01-Aug-2019,Argos,B,36.1093,-74.4729,4725,26551,841,77,,,,,,
ZcTag091,180777,Mk10,14:24:10 01-Aug-2019,Argos,B,36.1371,-74.4440,2758,20440,372,76,,,,,,
ZcTag091,180777,Mk10,20:01:50 01-Aug-2019,Argos,B,36.1967,-74.3351,5448,49035,605,78,,,,,,
ZcTag091,180777,Mk10,21:58:19 01-Aug-2019,Argos,A,36.1857,-74.2610,7284,31464,1686,63,,,,,,
ZcTag091,180777,Mk10,23:22:04 01-Aug-2019,Argos,B,36.0617,-74.4309,8359,14503,4817,78,,,,,,
