DeployID,Ptt,Instr,SW,PercentDecoded,Passes,PercentArgosLoc,MsgPerPass,DS,DI,MinPower,AvgPower,MaxPower,MinInterval,EarliestXmitTime,LatestXmitTime,XmitDays,EarliestDataTime,LatestDataTime,DataDays,ReleaseDate,ReleaseType,DeployDate
ZcTag091,180777,Mk10,,0,106,98,3,272,,,,,15,20:37:16 29-Jul-2019,13:32:11 12-Aug-2019,14,12:00:00 04-Aug-2019,12:00:00 04-Aug-2019,0,,,
