DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag092,180761,Mk10,DS,2,0,1,16,16,13:01:38 30-Jul-2019,K,B,35.5360,-74.7360,,,8,,401650000,-133
ZcTag092,180761,Mk10,DS,7,0,1,21,14,14:27:10 30-Jul-2019,N,0,35.5020,-74.7860,,,50,,401677618,-121
ZcTag092,180761,Mk10,DS,3,1,1,,,16:12:50 30-Jul-2019,C,A,35.6670,-74.6240,,,6,,401677698,-127
ZcTag092,180761,Mk10,DS,6,2,2,,,20:23:34 30-Jul-2019,P,0,35.7090,-74.6960,,,58,,401677646,-127
ZcTag092,180761,Mk10,DS,8,5,1,,,22:43:54 30-Jul-2019,K,1,35.5470,-74.6300,,,56,,401677706,-120
ZcTag092,180761,Mk10,DS,3,0,2,71,16,00:16:47 31-Jul-2019,C,A,35.6340,-74.4580,,,8,,401677701,-127
ZcTag092,180761,Mk10,DS,6,1,3,,,00:18:12 31-Jul-2019,K,0,35.4130,-74.4810,,,48,,401677722,-128
ZcTag092,180761,Mk10,DS,8,3,2,,,01:57:20 31-Jul-2019,C,1,35.5590,-74.6150,,,48,,401677679,-113
ZcTag092,180761,Mk10,DS,7,3,0,,,03:35:44 31-Jul-2019,C,0,35.2270,-74.7800,,,45,,401677821,-122
ZcTag092,180761,Mk10,DS,7,1,2,,,10:26:42 31-Jul-2019,P,0,35.5680,-74.6150,,,48,,401677725,-119
ZcTag092,180761,Mk10,DS,1,0,1,,,11:50:07 31-Jul-2019,R,B,35.4980,-74.5930,,,8,,401677662,-135
ZcTag092,180761,Mk10,DS,10,2,2,,,14:15:32 31-Jul-2019,C,0,35.6270,-75.1390,,,46,,401677750,-120
ZcTag092,180761,Mk10,DS,8,2,0,,,14:15:32 31-Jul-2019,N,0,35.6260,-74.9900,,,46,,401677649,-122
ZcTag092,180761,Mk10,DS,5,0,2,29,18,20:13:37 31-Jul-2019,P,0,35.7720,-75.3180,,,48,,401677525,-132
ZcTag092,180761,Mk10,DS,8,0,1,16,14,22:29:01 31-Jul-2019,R,0,35.5600,-74.4780,,,45,,401677764,-122
