DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag092,180761,Mk10,Strong,30-Jul-2019,13:01:44,30-Jul-2019,13:01:38
ZcTag092,180761,Mk10,Strong,07-Sep-2019,23:00:16,07-Sep-2019,22:59:59
