DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag093,180763,Mk10,DS,9,0,4,26,15,15:07:36 27-May-2019,NN,0,35.6680,-74.6462,35.6680,-74.6462,56,,401677477,-125
ZcTag093,180763,Mk10,DS,5,0,2,18,15,15:06:31 27-May-2019,MC,0,35.6418,-74.6303,35.6418,-74.6303,46,,401677456,-126
ZcTag093,180763,Mk10,DS,7,0,2,19,14,14:26:13 30-Jul-2019,NN,2,35.5342,-74.7986,36.9758,-81.7584,50,,401677517,-119
ZcTag093,180763,Mk10,DS,3,0,2,16,15,20:23:25 30-Jul-2019,NP,A,35.6531,-74.7884,35.6531,-74.7884,8,,401677514,-135
ZcTag093,180763,Mk10,DS,4,0,2,25,14,22:43:01 30-Jul-2019,NK,0,35.5906,-74.6742,35.5906,-74.6742,58,,401677538,-125
ZcTag093,180763,Mk10,DS,3,0,3,66,59,00:18:38 31-Jul-2019,MC,A,35.6426,-74.5969,35.6426,-74.5969,8,,401677543,-131
ZcTag093,180763,Mk10,DS,1,0,1,,,00:18:30 31-Jul-2019,NK,B,35.5821,-74.6534,35.5821,-74.6534,8,,401677549,-135
ZcTag093,180763,Mk10,DS,7,1,2,,,01:56:44 31-Jul-2019,MC,1,35.5634,-74.6530,35.5634,-74.6530,58,,401677545,-114
ZcTag093,180763,Mk10,DS,1,0,1,,,03:35:55 31-Jul-2019,MC,B,35.5542,-74.6429,35.5542,-74.6429,8,,401677561,-132
ZcTag093,180763,Mk10,DS,7,0,5,16,15,10:26:06 31-Jul-2019,NP,0,35.5586,-74.6510,35.5586,-74.6510,58,,401677578,-123
ZcTag093,180763,Mk10,DS,1,0,1,,,11:50:27 31-Jul-2019,SR,B,35.5219,-74.5488,35.5219,-74.5488,8,,401677547,-135
ZcTag093,180763,Mk10,DS,1,0,1,,,14:11:58 31-Jul-2019,NN,B,35.6061,-74.9192,35.6061,-74.9192,,,401677568,-123
ZcTag093,180763,Mk10,DS,3,0,3,103,83,14:11:58 31-Jul-2019,MC,A,35.6060,-74.9234,35.6060,-74.9234,7,,401677590,-113
ZcTag093,180763,Mk10,DS,4,0,4,36,22,20:13:55 31-Jul-2019,NP,0,35.7001,-75.0331,35.7001,-75.0331,58,,401677469,-136
ZcTag093,180763,Mk10,DS,8,0,2,19,14,22:29:03 31-Jul-2019,SR,0,35.4839,-74.5816,35.4839,-74.5816,46,,401677561,-125
ZcTag093,180763,Mk10,DS,2,0,2,100,100,23:59:00 31-Jul-2019,NN,B,35.4425,-74.6434,35.4425,-74.6434,6,,401677519,-133
ZcTag093,180763,Mk10,DS,5,0,4,25,15,23:57:36 31-Jul-2019,NK,0,35.5058,-74.7724,35.5058,-74.7724,48,,401677654,-127
ZcTag093,180763,Mk10,DS,3,0,3,20,18,01:41:14 01-Aug-2019,NN,A,35.6327,-74.7517,35.6327,-74.7517,8,,401677534,-132
ZcTag093,180763,Mk10,DS,7,0,4,27,15,09:45:33 01-Aug-2019,SR,0,35.6361,-74.8550,35.6361,-74.8550,58,,401677513,-129
ZcTag093,180763,Mk10,DS,7,0,2,20,15,10:12:11 01-Aug-2019,NP,0,35.6504,-74.8409,35.6504,-74.8409,56,,401677595,-125
ZcTag093,180763,Mk10,DS,2,0,2,16,16,10:37:40 01-Aug-2019,NK,B,35.6126,-74.8523,35.6126,-74.8523,6,,401677560,-140
ZcTag093,180763,Mk10,DS,6,0,5,27,18,13:59:01 01-Aug-2019,MC,0,35.4462,-74.7509,35.4462,-74.7509,58,,401677520,-126
