DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange,Activity,ARange
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:05:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:10:00,,,,428.0,44.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:15:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:20:00,,,,10.0,10.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:25:00,,,,214.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:30:00,,,,273.0,43.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:35:00,,,,273.0,43.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:40:00,,,,49.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:45:00,,,,214.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:50:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,13:55:00,,,,273.0,43.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:00:00,,,,136.0,21.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:05:00,,,,175.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:10:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:15:00,,,,428.0,44.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:20:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:25:00,,,,29.0,10.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:30:00,,,,214.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:35:00,,,,351.0,44.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:40:00,,,,273.0,43.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:45:00,,,,175.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:50:00,,,,10.0,10.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,14:55:00,,,,214.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:00:00,,,,779.0,88.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:05:00,,,,1091.0,93.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:10:00,,,,1091.0,93.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:15:00,,,,934.0,90.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:20:00,,,,1091.0,93.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:25:00,,,,1091.0,93.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:30:00,,,,934.0,90.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:35:00,,,,779.0,88.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:40:00,,,,506.0,46.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:45:00,,,,175.0,22.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:50:00,,,,68.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,15:55:00,,,,273.0,43.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:00:00,,,,389.0,49.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:05:00,,,,389.0,49.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:10:00,,,,32.0,11.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:15:00,,,,195.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:20:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:25:00,,,,389.0,49.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:30:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:35:00,,,,32.0,11.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:40:00,,,,195.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:45:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:50:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,16:55:00,,,,195.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:00:00,,,,11.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:05:00,,,,238.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:10:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:15:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:20:00,,,,238.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:25:00,,,,11.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:30:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:35:00,,,,389.0,49.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:40:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:45:00,,,,238.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:50:00,,,,11.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,17:55:00,,,,238.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:00:00,,,,692.0,96.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:05:00,,,,1038.0,101.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:10:00,,,,1038.0,101.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:15:00,,,,1211.0,104.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:20:00,,,,1038.0,101.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:25:00,,,,865.0,99.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:30:00,,,,865.0,99.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:35:00,,,,865.0,99.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:40:00,,,,562.0,51.50,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:45:00,,,,303.0,48.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:50:00,,,,11.0,11.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,18:55:00,,,,238.0,25.00,,,,
ZcTag093,180763,1.000000,Transmission,Mk10,30-Jul-2019,19:00:00,,,,303.0,48.00,,,,
