DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
ZcTag093,180763,1.000000,Mk10,,15:06:16 27-May-2019,15:05:59 27-May-2019,-16,0,35.6418,-74.6303,CRC,0,0,,,,0.992,0.196,,0.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,15:06:14 27-May-2019,,0,35.6418,-74.6303,CRC,0,0,,390,3.312,0.992,0.192,30.10,0.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,15:06:44 27-May-2019,,0,35.6418,-74.6303,CRC,0,0,,392,3.312,0.992,0.188,29.80,1.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,15:07:46 27-May-2019,15:07:29 27-May-2019,-16,0,35.6680,-74.6462,CRC,0,0,,,,0.992,0.132,,1.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,15:07:44 27-May-2019,,0,35.6680,-74.6462,CRC,0,0,,396,3.312,0.992,0.136,29.00,1.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,15:08:14 27-May-2019,,0,35.6680,-74.6462,CRC,0,0,,398,3.312,0.992,0.192,29.40,1.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,15:08:44 27-May-2019,,0,35.6680,-74.6462,CRC,0,0,,400,3.376,0.992,0.112,29.60,1.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,15:09:16 27-May-2019,15:08:59 27-May-2019,-16,0,35.6680,-74.6462,CRC,0,0,,,,0.992,0.192,,0.0,0.0,0,,,,,,,,,,,255,79,79,50,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,14:25:18 30-Jul-2019,14:25:20 30-Jul-2019,2,2,35.5342,-74.7986,CRC,0,0,,,,0.992,0.120,,1.0,0.0,-1,,,,,,,,,,,210,40,40,91,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,14:26:09 30-Jul-2019,,2,35.5342,-74.7986,CRC,0,0,,433,3.248,0.992,0.120,28.30,1.0,0.0,-1,,,,,,,,,,,134,40,40,91,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,14:26:27 30-Jul-2019,14:26:28 30-Jul-2019,1,2,35.5342,-74.7986,CRC,0,0,,,,0.992,0.216,,1.0,0.0,-1,,,,,,,,,,,50,40,40,91,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,14:26:57 30-Jul-2019,14:26:59 30-Jul-2019,2,2,35.5342,-74.7986,CRC,0,0,,,,0.992,0.280,,1.0,0.0,-1,,,,,,,,,,,120,40,40,91,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,14:27:14 30-Jul-2019,,2,35.5342,-74.7986,CRC,0,0,,437,3.312,0.992,0.120,28.30,1.0,0.0,-1,,,,,,,,,,,153,40,40,91,,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,01:58:01 31-Jul-2019,,1,35.5634,-74.6530,CRC,0,0,,635,3.312,0.992,0.124,28.30,0.0,1268.0,0,,,,,,,,,,,199,37,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,13:31:34 02-Aug-2019,13:31:36 02-Aug-2019,2,0,35.5737,-74.8748,CRC,0,0,,,,0.992,0.128,,2.0,1928.0,-1,,,,,,,,,,,163,34,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,21:15:05 03-Aug-2019,21:15:07 03-Aug-2019,2,1,35.5416,-74.7367,CRC,0,0,,,,0.992,0.128,,1.0,1280.0,-1,,,,,,,,,,,214,35,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,10:34:26 08-Aug-2019,10:34:28 08-Aug-2019,2,0,35.6044,-74.9402,CRC,0,0,,,,0.992,0.140,,0.0,1504.0,-1,,,,,,,,,,,195,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,14:21:23 08-Aug-2019,14:21:25 08-Aug-2019,2,0,35.4936,-74.8101,CRC,0,0,,,,0.992,0.132,,1.0,1504.0,-1,,,,,,,,,,,200,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,02:09:28 09-Aug-2019,02:09:30 09-Aug-2019,2,0,35.4560,-74.7836,CRC,0,0,,,,0.992,0.136,,1.0,1800.0,-1,,,,,,,,,,,134,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,22:48:52 09-Aug-2019,,0,35.4614,-74.7723,CRC,0,0,,4219,3.312,0.992,0.132,28.80,1.0,1800.0,-1,,,,,,,,,,,255,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,02:49:14 12-Aug-2019,,1,35.4191,-74.8540,CRC,0,0,,5051,3.312,0.992,0.128,28.50,1.0,1280.0,-1,,,,,,,,,,,119,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,21:09:01 12-Aug-2019,21:09:04 12-Aug-2019,3,1,35.3984,-74.7122,CRC,0,0,,,,0.992,0.116,,1.0,1280.0,-2,,,,,,,,,,,189,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,13:06:37 13-Aug-2019,,B,35.4432,-74.4881,CRC,0,0,,5499,3.312,0.992,0.124,28.90,1.0,1368.0,-1,,,,,,,,,,,127,29,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,12:41:22 16-Aug-2019,,0,35.4546,-74.6625,CRC,0,0,,6651,3.312,0.992,0.128,29.50,1.0,1416.0,-1,,,,,,,,,,,214,28,255,91,256,,,,,,,,,
ZcTag093,180763,1.000000,Mk10,,,01:48:25 17-Aug-2019,,0,35.5098,-74.6003,CRC,0,0,,6907,3.312,1.000,0.132,28.40,0.0,1500.0,-1,,,,,,,,,,,126,28,255,91,256,,,,,,,,,
