DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
ZcTag085,180756,Mk10,15:03:43 27-May-2019,Argos,0,35.5733,-74.4292,2352,64800,85,100,,,,,,
ZcTag085,180756,Mk10,21:08:09 27-May-2019,Argos,0,36.3270,-75.0799,43407,241720,7794,43,,,,,,
ZcTag085,180756,Mk10,22:42:26 27-May-2019,Argos,0,36.0127,-75.2838,9649,35720,2606,119,,,,,,
ZcTag085,180756,Mk10,00:25:47 28-May-2019,Argos,B,35.9607,-75.4070,14529,20977,10063,109,,,,,,
ZcTag085,180756,Mk10,00:48:21 28-May-2019,Argos,0,35.5894,-75.4128,24070,234608,2469,95,,,,,,
ZcTag085,180756,Mk10,01:42:15 28-May-2019,Argos,0,35.5535,-75.4936,7389,69573,784,75,,,,,,
ZcTag085,180756,Mk10,04:01:57 28-May-2019,Argos,B,35.6015,-75.4663,9825,17781,5428,83,,,,,,
ZcTag085,180756,Mk10,10:08:27 28-May-2019,Argos,0,35.6016,-74.7637,2012,13651,296,66,,,,,,
ZcTag085,180756,Mk10,11:49:19 28-May-2019,Argos,0,35.5345,-75.0747,3534,9545,1308,178,,,,,,
ZcTag085,180756,Mk10,12:43:18 28-May-2019,Argos,A,35.3218,-74.0180,19879,216519,1825,156,,,,,,
ZcTag085,180756,Mk10,15:35:36 28-May-2019,Argos,B,35.5452,-74.0335,18346,45504,7396,124,,,,,,
ZcTag085,180756,Mk10,16:23:10 28-May-2019,Argos,0,35.1166,-74.6421,33031,154845,7045,130,,,,,,
ZcTag085,180756,Mk10,20:52:52 28-May-2019,Argos,0,35.6381,-74.7665,2720,24238,305,67,,,,,,
ZcTag085,180756,Mk10,23:40:32 28-May-2019,Argos,0,35.8932,-74.6326,16738,42026,6666,120,,,,,,
ZcTag085,180756,Mk10,00:02:54 29-May-2019,Argos,0,35.5348,-74.8462,1672,2539,1100,118,,,,,,
ZcTag085,180756,Mk10,00:04:38 29-May-2019,Argos,1,35.5705,-74.8877,1297,3113,540,136,,,,,,
ZcTag085,180756,Mk10,01:13:45 29-May-2019,Argos,0,35.5404,-74.9341,12694,21237,7587,100,,,,,,
ZcTag085,180756,Mk10,02:19:27 29-May-2019,Argos,0,35.5317,-74.8046,2221,7497,658,120,,,,,,
ZcTag085,180756,Mk10,09:34:35 29-May-2019,Argos,0,35.4727,-74.8375,3377,18420,619,64,,,,,,
ZcTag085,180756,Mk10,10:41:34 29-May-2019,Argos,0,35.7425,-74.1730,6714,43955,1025,139,,,,,,
ZcTag085,180756,Mk10,11:02:58 29-May-2019,Argos,B,35.7345,-74.1664,5615,17262,1826,137,,,,,,
ZcTag085,180756,Mk10,12:23:28 29-May-2019,Argos,Z,35.5800,-74.6898,35319,375842,3319,109,,,,,,
ZcTag085,180756,Mk10,14:48:20 29-May-2019,Argos,0,35.5528,-74.9191,6831,40185,1161,131,,,,,,
ZcTag085,180756,Mk10,14:49:47 29-May-2019,Argos,B,35.5851,-74.9569,21029,133042,3323,130,,,,,,
ZcTag085,180756,Mk10,20:45:16 29-May-2019,Argos,B,35.4936,-75.2881,62996,74123,53538,100,,,,,,
ZcTag085,180756,Mk10,00:25:52 30-May-2019,Argos,B,35.5376,-75.3805,31406,134427,7337,97,,,,,,
ZcTag085,180756,Mk10,01:34:18 30-May-2019,Argos,0,35.5873,-74.6210,5363,12692,2265,66,,,,,,
ZcTag085,180756,Mk10,02:34:52 30-May-2019,Argos,0,35.4019,-74.4656,10867,81473,1449,79,,,,,,
ZcTag085,180756,Mk10,03:19:39 30-May-2019,Argos,0,35.5236,-74.9315,7335,38378,1401,2,,,,,,
ZcTag085,180756,Mk10,09:01:56 30-May-2019,Argos,0,35.7473,-74.7511,5892,34185,1015,127,,,,,,
ZcTag085,180756,Mk10,12:50:38 30-May-2019,Argos,0,35.9074,-74.8517,21686,153350,3066,82,,,,,,
ZcTag085,180756,Mk10,14:05:19 30-May-2019,Argos,B,35.8971,-74.9876,29844,68960,12915,84,,,,,,
ZcTag085,180756,Mk10,14:35:21 30-May-2019,Argos,1,35.6618,-74.8605,1219,10968,135,79,,,,,,
ZcTag085,180756,Mk10,14:35:34 30-May-2019,Argos,B,35.6281,-75.0275,6555,40517,1060,81,,,,,,
ZcTag085,180756,Mk10,15:01:42 30-May-2019,Argos,0,38.4041,-89.1623,13843,135155,1417,118,,,,,,Lat > 4 deviations from mean
ZcTag085,180756,Mk10,16:37:05 30-May-2019,Argos,B,35.3640,-74.8995,20670,33209,12865,91,,,,,,
ZcTag085,180756,Mk10,20:31:51 30-May-2019,Argos,0,35.5594,-75.0887,17124,135366,2166,55,,,,,,
ZcTag085,180756,Mk10,21:35:13 30-May-2019,Argos,A,35.3612,-74.5726,500,4956,50,70,,,,,,
ZcTag085,180756,Mk10,23:02:14 30-May-2019,Argos,1,35.3579,-74.5715,1369,2858,655,75,,,,,,
ZcTag085,180756,Mk10,23:19:53 30-May-2019,Argos,0,35.4746,-74.7149,28470,37113,21838,71,,,,,,
ZcTag085,180756,Mk10,00:14:07 31-May-2019,Argos,B,35.4675,-74.7210,48879,60527,39473,87,,,,,,
ZcTag085,180756,Mk10,01:52:07 31-May-2019,Argos,B,35.4812,-74.6503,53324,122178,23272,75,,,,,,
ZcTag085,180756,Mk10,01:58:12 31-May-2019,Argos,0,35.5348,-74.6764,1912,7473,489,130,,,,,,
ZcTag085,180756,Mk10,11:31:53 31-May-2019,Argos,0,35.6200,-74.4900,2376,12566,449,127,,,,,,
ZcTag085,180756,Mk10,11:59:45 31-May-2019,Argos,B,35.6534,-74.5009,4492,8097,2491,98,,,,,,
ZcTag085,180756,Mk10,12:58:08 31-May-2019,Argos,0,35.5245,-73.9194,1990,13436,294,32,,,,,,
