DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
ZcTag085,180756,Mk10,DS,7,0,1,24,15,15:03:43 27-May-2019,MC,0,35.5733,-74.4292,36.3317,-78.2236,50,,401677560,-113
ZcTag085,180756,Mk10,DS,7,4,1,,,21:08:09 27-May-2019,NP,0,36.3270,-75.0799,36.3270,-75.0799,48,,401677617,-127
ZcTag085,180756,Mk10,DS,5,1,2,,,22:42:26 27-May-2019,NP,0,36.0127,-75.2838,36.0127,-75.2838,48,,401677396,-130
ZcTag085,180756,Mk10,DS,1,0,0,,,00:25:47 28-May-2019,NK,B,35.9607,-75.4070,35.9607,-75.4070,6,,401677498,-135
ZcTag085,180756,Mk10,DS,5,1,2,,,00:48:21 28-May-2019,NN,0,35.5894,-75.4128,35.5894,-75.4128,46,,401677692,-135
ZcTag085,180756,Mk10,DS,5,1,2,,,01:42:15 28-May-2019,MA,0,35.5535,-75.4936,35.5535,-75.4936,48,,401677583,-116
ZcTag085,180756,Mk10,DS,1,0,1,,,04:01:57 28-May-2019,MC,B,35.6015,-75.4663,35.6015,-75.4663,6,,401677663,-133
ZcTag085,180756,Mk10,DS,6,0,3,24,18,10:08:27 28-May-2019,SR,0,35.6016,-74.7637,35.6016,-74.7637,48,,401677720,-126
ZcTag085,180756,Mk10,DS,8,2,3,,,11:49:19 28-May-2019,SR,0,35.5345,-75.0747,35.5345,-75.0747,48,,401677729,-129
ZcTag085,180756,Mk10,DS,3,0,1,47,36,12:43:18 28-May-2019,NK,A,35.3218,-74.0180,,,58,,401677729,-129
ZcTag085,180756,Mk10,DS,2,0,2,31,31,15:35:36 28-May-2019,MA,B,35.5452,-74.0335,35.5452,-74.0335,6,,401677828,-128
ZcTag085,180756,Mk10,DS,4,0,2,22,16,16:23:10 28-May-2019,MC,0,35.1166,-74.6421,35.1166,-74.6421,48,,401677482,-125
ZcTag085,180756,Mk10,DS,10,0,6,24,15,20:52:52 28-May-2019,NP,0,35.6381,-74.7665,35.6381,-74.7665,48,,401677626,-121
ZcTag085,180756,Mk10,DS,4,0,4,23,14,23:40:32 28-May-2019,MA,0,35.8932,-74.6326,35.8932,-74.6326,48,,401677614,-133
ZcTag085,180756,Mk10,DS,13,1,5,,,00:02:54 29-May-2019,NK,0,35.5348,-74.8462,35.5348,-74.8462,46,,401677800,-123
ZcTag085,180756,Mk10,DS,13,3,4,,,00:04:38 29-May-2019,SR,1,35.5705,-74.8877,35.5705,-74.8877,46,,401677645,-124
ZcTag085,180756,Mk10,DS,4,0,2,17,14,01:13:45 29-May-2019,MA,0,35.5404,-74.9341,35.5404,-74.9341,48,,401677647,-126
ZcTag085,180756,Mk10,DS,7,1,2,,,02:19:27 29-May-2019,NN,0,35.5317,-74.8046,35.5317,-74.8046,48,,401677653,-129
ZcTag085,180756,Mk10,DS,12,0,3,21,15,09:34:35 29-May-2019,SR,0,35.4727,-74.8375,35.4727,-74.8375,47,,401677770,-124
ZcTag085,180756,Mk10,DS,6,0,5,27,15,10:41:34 29-May-2019,NK,0,35.7425,-74.1730,26.0769,-28.8796,58,,401677691,-130
ZcTag085,180756,Mk10,DS,1,0,1,,,11:02:58 29-May-2019,NP,B,35.7345,-74.1664,35.7345,-74.1664,6,,401677677,-133
ZcTag085,180756,Mk10,DS,5,0,1,17,15,12:23:28 29-May-2019,NK,Z,35.5800,-74.6898,35.5800,-74.6898,38,,401677619,-119
ZcTag085,180756,Mk10,DS,8,0,3,20,15,14:48:20 29-May-2019,NN,0,35.5528,-74.9191,35.5528,-74.9191,48,,401677650,-123
ZcTag085,180756,Mk10,DS,2,0,1,15,15,14:49:47 29-May-2019,MB,B,35.5851,-74.9569,35.5851,-74.9569,6,,401677666,-132
ZcTag085,180756,Mk10,DS,1,0,0,,,20:45:16 29-May-2019,NP,B,35.4936,-75.2881,35.4936,-75.2881,8,,401677637,-137
ZcTag085,180756,Mk10,DS,2,0,1,49,49,00:25:52 30-May-2019,NN,B,35.5376,-75.3805,35.5376,-75.3805,6,,401677727,-137
