DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
ZcTag085,180756,Mk10,Strong,27-May-2019,15:02:41,27-May-2019,15:02:44
ZcTag085,180756,Mk10,Strong,03-Jul-2019,09:46:05,03-Jul-2019,09:46:11
